model,beta,data_source,question_index,slot_id,main_overlap_slot_id,source_sha256,old_f1,new_f1,delta_f1,answer_changed,score_changed,old_missing_final,new_missing_final,extraction_source,reason,score_version
glm,20,phantom_seed3,12,whois:glm:beta20:phantom_seed3:12:R1,,335fbe4ad515264e7c05e064281f9f8c89959618210f45fd0003437b8264b854,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
glm,20,phantom_seed3,13,whois:glm:beta20:phantom_seed3:13:R1,,3a0ec6af63129d2b79ddeb4892c95a9efb18f8c65e84dafa8a26cbc4a7cf868f,0.6666666666666666,0.6666666666666666,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
glm,20,phantom_seed3,14,whois:glm:beta20:phantom_seed3:14:R1,,e104af1425f30f8af5dcc5a5b47833c19622ff252c3400304ef7d4a7e52b9358,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
glm,20,phantom_seed3,15,whois:glm:beta20:phantom_seed3:15:R1,,8df3e0653ff6a67f98ffe6cc4ba53ecd8e9b0f13069e5a722a85380c3b515fe0,0.923076923076923,0.923076923076923,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
glm,20,phantom_seed3,16,whois:glm:beta20:phantom_seed3:16:R1,,2ec9b62e4a894810c3ffaf5dc37ad1fdeb6cfb292be1a51328ced94b55afea9e,0.5714285714285715,0.5714285714285715,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
glm,20,phantom_seed3,17,whois:glm:beta20:phantom_seed3:17:R1,,299712635ccc57cb1d9d9ae1a1655ba7a456508561e3c3a725004bc6a9fdfdd9,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
glm,20,phantom_seed3,18,whois:glm:beta20:phantom_seed3:18:R1,,8658ec4aea5f643da384f28e072d715f6ef17270b1c83b192fafb1d0f0ce4127,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,0,whois:qwen:beta1:phantom_seed2:0:R1,,fa8a3502078c55af193a6344a56371bdfaab21c0b0966fe1927e47457e792014,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,1,whois:qwen:beta1:phantom_seed2:1:R1,,7e88db3a5d66cb836f44f57aa85fab521989a94ba188d6cc6d5a790e4ea5ac2b,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,2,whois:qwen:beta1:phantom_seed2:2:R1,,ab97b27d225967ffdfa523ecbffbdde4eb564bf2782f3dd81e05f0e60ea02ef8,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,3,whois:qwen:beta1:phantom_seed2:3:R1,,d9b5e4990b60f17518623fd944a36ae402a33860b05eb5e531a25c559cb0cca6,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,4,whois:qwen:beta1:phantom_seed2:4:R1,,05e02b5d9d5cc0c56c4792a66678d55f3a18b9485f68ffbeb399c92148d6a5dc,0.6666666666666666,0.6666666666666666,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,5,whois:qwen:beta1:phantom_seed2:5:R1,,32eee12e55aed0574b5acdad8a2fd57ef37f787f0d32b9f7def9532f8c968e15,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,6,whois:qwen:beta1:phantom_seed2:6:R1,,b2a17a1845984e30e5911ace9d77a23f18a42858a9737d8f4699d9000e2c0409,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,7,whois:qwen:beta1:phantom_seed2:7:R1,,b05766d0a7f9f19122de7dd5bcbc9e888cdb01d855ebaa1c40d6b167ca3cfe9c,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,8,whois:qwen:beta1:phantom_seed2:8:R1,,64a93ebb29b7213c1bb4a98cd6b884d0ba31e86e789f4c70c20c7b865b41d300,0.6666666666666666,0.6666666666666666,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,9,whois:qwen:beta1:phantom_seed2:9:R1,,d8a6a3fae8d86c33949469fc89a19020bd0692f5826ace476f84b73a2ca4428c,0.0,0.0,0.0,False,False,True,True,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,10,whois:qwen:beta1:phantom_seed2:10:R1,,0124900cedec379411cea84c7eb2e9ad985196efd03646ccae99a578b65080fd,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,11,whois:qwen:beta1:phantom_seed2:11:R1,,f9629115074268f68e64a40fc5330db97e6555c090c80ff9dbef0ef5af285dc3,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,12,whois:qwen:beta1:phantom_seed2:12:R1,,8fc82d77feecea841052b9144966f9bed18053cd0f3966f8b1e576caf4b4dce1,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,13,whois:qwen:beta1:phantom_seed2:13:R1,,de4359c821e2a40c3158db26ffc8f932392dc39d61a98d37499a60b800725509,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,14,whois:qwen:beta1:phantom_seed2:14:R1,,e2750554c70c6cf390c577c7b3d0743a4c402dfe70c148a7cf8214853ba317ba,0.5,0.5,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,15,whois:qwen:beta1:phantom_seed2:15:R1,,1eae04214ad0ccae091ef69abbec311eff52da82164450295502107351c8d550,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,16,whois:qwen:beta1:phantom_seed2:16:R1,,ad6da529cc66fc867a57507ba715be20ee8c0578e4b8974bdf3b818d8b4794de,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,17,whois:qwen:beta1:phantom_seed2:17:R1,,1f6e4f30eaa36239823e6036ef11e51fdd31026b9f020a1ff65af6ef1a281e18,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,18,whois:qwen:beta1:phantom_seed2:18:R1,,aa3d0584c7020ca856b7b0efabc9ca226a3e04d3464bcd756dbb324fd474802b,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed2,19,whois:qwen:beta1:phantom_seed2:19:R1,,08e326e3e19646a6064f6ad5714dc6f666d1b4c4104f3f8a99000305af9b297a,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,0,whois:qwen:beta1:phantom_seed3:0:R1,,e955253c38a88a0689c27d93958a050b1bcd86641d9d0a9ed3193b39726d3ce9,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,1,whois:qwen:beta1:phantom_seed3:1:R1,,b658aefdb0f80a708af566788b6b77e456e3323dbeccd3c9ad6498a14ebb7074,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,2,whois:qwen:beta1:phantom_seed3:2:R1,,adb733b7f8e00aefff66d1a83119bc795582969403f3ea6d5aec78349a67f7bc,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,3,whois:qwen:beta1:phantom_seed3:3:R1,,e03c7f414d74a50c8b63a966d71719564621ba8b46028a4ab7bf3f488279eb53,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,4,whois:qwen:beta1:phantom_seed3:4:R1,,a8d799778b7c403d50386aea4af58177eef89a1883097e526eb6a9f627d4832b,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,5,whois:qwen:beta1:phantom_seed3:5:R1,,1b700283ceb585f973967863ed6123f4dbba13628670a0556a3eb42a6f736cad,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,6,whois:qwen:beta1:phantom_seed3:6:R1,,fe66ebcae08e263efedfb605d42b0ece02a69f2de9f54ae1074f6f0cb5e5ac0d,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,7,whois:qwen:beta1:phantom_seed3:7:R1,,bbb737e0c563997170ae6bc476f13fa615f5360ac2cbd35f56f14edf332312a9,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,8,whois:qwen:beta1:phantom_seed3:8:R1,,4b6fa7ca144348ddf14d4000fc6cf4ced44d67f2fd56a181ffa480e42f82ae29,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,9,whois:qwen:beta1:phantom_seed3:9:R1,,ceba87a6b616c1b1493e0857816cd16565299a8e40269e3726ab93eea1590e89,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,10,whois:qwen:beta1:phantom_seed3:10:R1,,7981743b90d9d9c5471d621971b4878909a57533875c9d7c4ae03dadb414f01b,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,11,whois:qwen:beta1:phantom_seed3:11:R1,,b4690b8b53cd724869ed5e15583664daa632fbd92786730b86f6b57b6c930807,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,12,whois:qwen:beta1:phantom_seed3:12:R1,,6478f813ca3a7c81190170ac2ffdd6165f0571dfce58688a08a4ac7996755b83,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,13,whois:qwen:beta1:phantom_seed3:13:R1,,2a99b21c1e119b8d8b439da2d70b965dbf78827943b05f6b748cebcb8cf942cf,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,14,whois:qwen:beta1:phantom_seed3:14:R1,,eeb2f87866cd1b1130c9f087a32522f1ea2d0d10e0fdfeaaf439ccbb0d742736,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,15,whois:qwen:beta1:phantom_seed3:15:R1,,d5bd82af3af951c50267b1cf75c58f896d08e510f8323740de218e194f525fc4,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,16,whois:qwen:beta1:phantom_seed3:16:R1,,c5205580c40b39a902091cc831f10e7830986a97d198f54c725ce0a3316d8c96,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,17,whois:qwen:beta1:phantom_seed3:17:R1,,dfcf460b47f4789c91c62a37f01ad834446dfccecf5e629daae042fc36a475d5,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,1,phantom_seed3,18,whois:qwen:beta1:phantom_seed3:18:R1,,ed2f27c878e7a8ccbfb65f87d8b15036638d900e9f0a11d18b96c3fde1563abd,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,0,whois:qwen:beta5:phantom_seed2:0:R1,,db0286d4c783077dd9c12efa547044b1d257fde2f7e118de24e6728ecb0ded39,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,1,whois:qwen:beta5:phantom_seed2:1:R1,,f5ebad2e86e07938754b2391f4295aa3117160a76f3829a04f69682072cc88cf,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,2,whois:qwen:beta5:phantom_seed2:2:R1,,2de80815e4c3a79d81aef5e0eaeb5f693fee3dc3fb715117291bdcfdee87164a,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,3,whois:qwen:beta5:phantom_seed2:3:R1,,0f7d4defadc171f3e3be2fe36e1e6dc2414f39fb096a30106b70cb6ee70633fb,0.6666666666666666,0.6666666666666666,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,4,whois:qwen:beta5:phantom_seed2:4:R1,,b651083f42756be3d37d6ff48cb3a50c935ac9eeb2cea87fb6f7b38d8ceb0b9e,0.6666666666666666,0.6666666666666666,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,5,whois:qwen:beta5:phantom_seed2:5:R1,,09449154ca0fb07f2527b3313bf4fdb20f92ab75e6ccdb4b8baa24a4f9b7f2e5,0.9090909090909091,0.9090909090909091,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,6,whois:qwen:beta5:phantom_seed2:6:R1,,28a0fedb5783a228ebcd2ec57aea89fd713da27985be41ac98b0eab1eaed945a,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,7,whois:qwen:beta5:phantom_seed2:7:R1,,641b6fac195569ac44b38ccdca2eed1fd347428490b8a3de6da623f291798eba,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,8,whois:qwen:beta5:phantom_seed2:8:R1,,19cfc5821a5f5b7f848ebd3a2c097e075cf3df1251526fbe953f3a58f67f757d,0.6666666666666666,0.6666666666666666,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,9,whois:qwen:beta5:phantom_seed2:9:R1,,435ddd35ab6f8804fd03c82f0b23fb9bd133469bf37eae8739cbadef54cd820b,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,10,whois:qwen:beta5:phantom_seed2:10:R1,,db85f34a27ca03d6210a6a4a2554c14d43f89e94a561873c11a0759dd1206284,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,11,whois:qwen:beta5:phantom_seed2:11:R1,,b760daf105f7390bc765929858c89acc52d1106b6d3a23eccb22381e77fdfa03,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,12,whois:qwen:beta5:phantom_seed2:12:R1,,f1340113c1635eed443fbb473b24456218b4965906871414625d3b8065a665cb,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,13,whois:qwen:beta5:phantom_seed2:13:R1,,901e2a8a23113990d0e1e818796b99d367549355b42bced6219e6036fe345740,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,14,whois:qwen:beta5:phantom_seed2:14:R1,,d8aa5818ab4acdb72644ad7311d12772cb8df99e3de228bc539e2714489f5d51,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,15,whois:qwen:beta5:phantom_seed2:15:R1,,a235731e232711e6785784e97db0382db0711ce1c7f3f81f6c9d0417a4e474cb,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,16,whois:qwen:beta5:phantom_seed2:16:R1,,c3fbfc3f079ff066ee90231a862531d0e255cc2bf8571e670f2cba214b446d8d,0.6666666666666666,0.6666666666666666,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,17,whois:qwen:beta5:phantom_seed2:17:R1,,cb08326150e0a763fced3676f7cf6c0ab77b22362b41777061a3df4e0a6b93b8,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,18,whois:qwen:beta5:phantom_seed2:18:R1,,3769a0ccda52d928e8ca963da8bf97ac5424e90f1d8e5a76c1b705832e22b4e6,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed2,19,whois:qwen:beta5:phantom_seed2:19:R1,,0a08ac0ee2ed02b9c83599623adca4485ff3c49bf0b3f09be1f79c7968af6013,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,0,whois:qwen:beta5:phantom_seed3:0:R1,,7bb2e8e5bff2b2026741967311822e95bdcf490f0f547e60d7f71e81f563f208,0.8571428571428571,0.8571428571428571,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,1,whois:qwen:beta5:phantom_seed3:1:R1,,b4f2bc57912cf0f11fb4b3e2db253106dc6d4936738add0bfcbec876b081d48f,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,2,whois:qwen:beta5:phantom_seed3:2:R1,,ef791f620fbe6dc24d08e0bd414323803fe8dc3e5751371ca08df43d9433005b,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,3,whois:qwen:beta5:phantom_seed3:3:R1,,29743a9f58385423696cfc671d046faa69f42d902f68af606ebfc550dd8c315f,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,4,whois:qwen:beta5:phantom_seed3:4:R1,,8b705709991ac37420d318047681b1c08367a117744fd6cdd13f007c9676e2ee,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,5,whois:qwen:beta5:phantom_seed3:5:R1,,d1ae000b62c04f61f56c2f548ce5f045523b347474b7eddfb8b3a8eade929036,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,6,whois:qwen:beta5:phantom_seed3:6:R1,,ce9c15f6f643b64e01477e2f00d94b6199b53e6496db4f81b76c81940b263884,0.4,0.4,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,7,whois:qwen:beta5:phantom_seed3:7:R1,,306bbf5db2be538c84a91b1ff3ccc6012af41be3e5727863c3f7bb85e3096ede,0.6666666666666666,0.6666666666666666,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,8,whois:qwen:beta5:phantom_seed3:8:R1,,3545fef8e2e01cfbdaf180fc2219d231b47406097a6c0fb8406bb0f263105c28,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,9,whois:qwen:beta5:phantom_seed3:9:R1,,712884619714e65b23e583de1afa9a18bfa827d0950fa34510de6c4a4e7d6f5f,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,10,whois:qwen:beta5:phantom_seed3:10:R1,,ca27d4115febbd8d8101b8aff7d0a5fb0d5781d1e054356c66f4e636dcef49c4,0.23529411764705882,0.23529411764705882,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,11,whois:qwen:beta5:phantom_seed3:11:R1,,e452c9e282ce69bab6fea167577f93d3fa7641230f99db17df6c0a8640e5b2fe,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,12,whois:qwen:beta5:phantom_seed3:12:R1,,03b44e55066e545fbe023d6b07d6660ebb9906c6ea9b9b025494d803bda17e93,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,13,whois:qwen:beta5:phantom_seed3:13:R1,,30f177b4391dc56899877173b054808340e002342646d633be5fed46e10d24bf,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,14,whois:qwen:beta5:phantom_seed3:14:R1,,aafe508d24ab1132cd3f040d07d8e3f4bc4e9a403f1d420383fc247512560a9c,0.0,0.0,0.0,False,False,True,True,terminal_rejected_completion_limit,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,15,whois:qwen:beta5:phantom_seed3:15:R1,,9e2f9040f4bf30f1560448eff164c77610bd5c691e88d83b2c6bde6bead08ee2,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,16,whois:qwen:beta5:phantom_seed3:16:R1,,37ab493ad13f2b908eda023e139be57ab25e14d364347a400eec65bce87da5e9,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,17,whois:qwen:beta5:phantom_seed3:17:R1,,d92ff8face58003ba5cb4b07dbbf7886d0f6d7c74f25ce44d56168a7aa74cb45,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,5,phantom_seed3,18,whois:qwen:beta5:phantom_seed3:18:R1,,451e835285f0da816cbcc24599849e383126833f447cda38512a7dd064c9656d,0.0,0.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,10,phantom_seed2,0,whois:qwen:beta10:phantom_seed2:0:R1,448ee9b28da01a5a587976f3,0043e8d50594603afe21e2a0adcf36f4ca4efa8121e8fac31999d936963e4fa9,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,10,phantom_seed2,1,whois:qwen:beta10:phantom_seed2:1:R1,7744365d483705acd906e341,ddce9f61314fac4158f8242f2e6e7b2863713678bbd6990b200ababdbd4c9438,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,10,phantom_seed2,2,whois:qwen:beta10:phantom_seed2:2:R1,fcb3870b29a2c860031e6bdf,8b00790adb3e3bfb5132ea9d233c14a6a0f597f6bc10abcf551931195af3dc2b,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,10,phantom_seed2,3,whois:qwen:beta10:phantom_seed2:3:R1,e64ba97fe3d55efa6dd38e50,5ff1a6bf82f277f0bd5a7c5dafee87f7d377fd2cf132341ad961a32e86f2a06b,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,10,phantom_seed2,4,whois:qwen:beta10:phantom_seed2:4:R1,38257762502f37ea1dac31df,d385d0eb93a3b978df9d54bdecf16ba4c74158abfb55c61ffb1a07ef0c2559b8,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,10,phantom_seed2,5,whois:qwen:beta10:phantom_seed2:5:R1,475e279255c83cdd2c94a9d4,577c38028156ec4856c00ce886f07e91a6b0cffbd029adc3b7e9fb80d90327a0,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
qwen,10,phantom_seed2,6,whois:qwen:beta10:phantom_seed2:6:R1,f8de4d74a8f5a389dadac879,b8028bf8a1052aff5a38ac6aafe0574050c89b2c9d9b465f493f3a3857652a5a,1.0,1.0,0.0,False,False,False,False,parse_final_answer_native_terminal,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1
