scientific_slot_id,source_scientific_slot_id,study_group,scenario,regime,strategy,reported_agents,effort,cohort,item,repeat,derivation,metrics,historical_logical_id
slot_0cdf8baa86074ba09baee59794d65461f3a2d591cfeca4af1a587097fae64e3f,slot_0cdf8baa86074ba09baee59794d65461f3a2d591cfeca4af1a587097fae64e3f,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index2,1,historical_frozen_417,"{""EA"": 0.8235294117647058, ""LA"": 0.8235294117647058}",42a588e093af4f8fa3cbf49020081b377e2ada400008c0ea14da3665236d752c
slot_f1bbb7d14f8c7abbbc2193ab5cf258110509338ae6123ef2c4cfbab9f45f15dc,slot_f1bbb7d14f8c7abbbc2193ab5cf258110509338ae6123ef2c4cfbab9f45f15dc,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index2,2,historical_frozen_417,"{""EA"": 0.0, ""LA"": 0.0}",061b7ff4e0f3b424a0904a53850652a838a963bede01562705e04ad6d3237957
slot_eae8056806d69f2222d3d23fa3952a21906816aa7d228d40191319b0f5267b88,slot_eae8056806d69f2222d3d23fa3952a21906816aa7d228d40191319b0f5267b88,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q20,0,historical_frozen_417,"{""F1"": 1.0}",fbe448d4305a508b429c75496bf0276e6aac2863e5530ba820e6a8b3b0b886e6
slot_1a4af9e1330e3d0becd4b6b8b6c23c7b622bdcbfdf4fe457a139bbe8c92cf8b3,slot_1a4af9e1330e3d0becd4b6b8b6c23c7b622bdcbfdf4fe457a139bbe8c92cf8b3,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q14,0,historical_frozen_417,"{""F1"": 1.0}",0e2bd1a85dc85e9fcdf0d56bf6843d9b551dcb41293b65f4d75466dbd30768b1
slot_7db84eb667e5900abba2065d45b6afec67f17271e4d40aa852f8edfd82767c24,slot_7db84eb667e5900abba2065d45b6afec67f17271e4d40aa852f8edfd82767c24,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q27,0,historical_frozen_417,"{""F1"": 0.2857142857142857}",87ef5710df4de9573e35aea98ff0619f2d6bda9c0c2778dabec8f0c52e92d0f7
slot_acda100d9d9d952a4c4af81c4223b2cda52c9ccc439c24bb14ae07daac3dfd26,slot_acda100d9d9d952a4c4af81c4223b2cda52c9ccc439c24bb14ae07daac3dfd26,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q33,0,historical_frozen_417,"{""F1"": 0.0}",035845f6c3999cf767111fbfc4c5863527bfd7c7cb5c1d70e17c0081f2daa125
slot_d15bdcdf8cb60798988e53a5e8ff010fd51afc91620d6bed71f1e427b664aecf,slot_d15bdcdf8cb60798988e53a5e8ff010fd51afc91620d6bed71f1e427b664aecf,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q5,0,historical_frozen_417,"{""F1"": 0.0}",ee288a6a93d209e6f8f8d4c4148a0cd236101f760355aa7f770714a5c55c9eee
slot_a03ac8bae52f02e9e2b87abf9aec264d348e2231df9337fc1420098c48f6dc60,slot_a03ac8bae52f02e9e2b87abf9aec264d348e2231df9337fc1420098c48f6dc60,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index8,0,historical_frozen_417,"{""EA"": 1.0, ""LA"": 1.0}",cf16029513420f5960d5dddf2bda1f46eb18dfdd6062fbae156df0d5ff6bf534
slot_c3c700912f77daf43e5da6d1e7dc7f00951dbc5d2ac9449bc714ba050329fd35,slot_c3c700912f77daf43e5da6d1e7dc7f00951dbc5d2ac9449bc714ba050329fd35,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index8,1,historical_frozen_417,"{""EA"": 1.0, ""LA"": 1.0}",53d39b24c9d04fa8152803ddfde322ba527dd3fb161b9fca8a2272a42b9d297e
slot_af48dcf671303f07aeaf2ff06c1b4d1580463bb34c8325a71c9e879cf99d05af,slot_af48dcf671303f07aeaf2ff06c1b4d1580463bb34c8325a71c9e879cf99d05af,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index8,2,historical_frozen_417,"{""EA"": 1.0, ""LA"": 1.0}",09787fc18bdfb800660ab8984c779427c0c5c376a6f79d1cd782d6a1780ea7e3
slot_586f4cf39d635c435d253320efd3cff9d469bf9ebaa113827fe3173e8c4b3bc4,slot_586f4cf39d635c435d253320efd3cff9d469bf9ebaa113827fe3173e8c4b3bc4,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q34,0,historical_frozen_417,"{""F1"": 0.0}",76a8253aeea62578e927b257f0ebf6f13bd90b298e53f03331800d815208653f
slot_542bbe16624b5407a9330bbf343c9284e2c4f360b1cd94772a15693de5dc44c5,slot_542bbe16624b5407a9330bbf343c9284e2c4f360b1cd94772a15693de5dc44c5,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q26,0,historical_frozen_417,"{""F1"": 0.0}",04340bab05b25798de21db49c1ce83f58624c92ca93bd749286f43769cc6b169
slot_48f18f55856bf9eb53dc43dad47ce76d2fefa38c81e34d55a48b82351520e247,slot_48f18f55856bf9eb53dc43dad47ce76d2fefa38c81e34d55a48b82351520e247,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q2,0,historical_frozen_417,"{""F1"": 1.0}",5b1a8aec903106758be525c03ee962dbbff81cedcdde2d3fae3c184d5fa9dde5
slot_2be9ff2f804edd12e7eda540f509a8322b6ac621f144fa4d2df14ec564cdfa20,slot_2be9ff2f804edd12e7eda540f509a8322b6ac621f144fa4d2df14ec564cdfa20,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q12,0,historical_frozen_417,"{""F1"": 1.0}",12e5dccf8d486b5707895b2d25b8538981e469c18f447ed31085efa5ed6ea48b
slot_06bb5e82b4fe974961a5373dbf125fc30391cf0250d8398fc766831df5c58ac1,slot_06bb5e82b4fe974961a5373dbf125fc30391cf0250d8398fc766831df5c58ac1,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index3,0,historical_frozen_417,"{""EA"": 0.9411764705882353, ""LA"": 0.8823529411764706}",45a0c9587e2e6bda9136d32fd3b3a6d76337825dd906f0a16b38139f0dc860e5
slot_756e2aba672ea4fd4646521e6b2024ac9e7ff3c7156a167c7b20f8c889d83144,slot_756e2aba672ea4fd4646521e6b2024ac9e7ff3c7156a167c7b20f8c889d83144,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index3,1,historical_frozen_417,"{""EA"": 0.9411764705882353, ""LA"": 0.8823529411764706}",030f7397512831aaf6988542eb5dc16c568f8d4518f607772655d49e7699af91
slot_20ad71a6c0f36c3ad6182aee258845288f35e85cd41daccd0d3f4256432cd59b,slot_20ad71a6c0f36c3ad6182aee258845288f35e85cd41daccd0d3f4256432cd59b,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index3,2,historical_frozen_417,"{""EA"": 0.0, ""LA"": 0.0}",58184a274f5a1f4f206c5c924c1f991f81c238a6e3366bc4877ab679fb751147
slot_dec23fe57c3a87fc05d9301924ba985f00a8ec7ea1bd8b5a2d13fec5b081a73a,slot_dec23fe57c3a87fc05d9301924ba985f00a8ec7ea1bd8b5a2d13fec5b081a73a,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q32,0,historical_frozen_417,"{""F1"": 0.5}",c0bc1e2c8a62e83bde0f4b12c75eaef5fe9d5bc4926f4f014627632623904795
slot_0e9a8f9587ef7ca186479f6801dc020bfd713fab1ab9145bf91c58c103c29ee2,slot_0e9a8f9587ef7ca186479f6801dc020bfd713fab1ab9145bf91c58c103c29ee2,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q35,0,historical_frozen_417,"{""F1"": 0.0}",93e99e00303c512488c53dde1726afcb0fc884ec4f16da9bee5eddac1fa44eb6
slot_e2baae169f142ff330fdd3d32bab41e64cf3531a8c82a78813659e92bef80a9d,slot_e2baae169f142ff330fdd3d32bab41e64cf3531a8c82a78813659e92bef80a9d,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q15,0,historical_frozen_417,"{""F1"": 0.0}",a3f1c0da32f4810ba1db67005b49ecdb4aa7b03766d74ead06260b44cf9bfee3
slot_7975caa03237c3df5e55577f2097df3d609a8e140994d3ca83ecdf057635bc4f,slot_7975caa03237c3df5e55577f2097df3d609a8e140994d3ca83ecdf057635bc4f,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q25,0,historical_frozen_417,"{""F1"": 0.15384615384615385}",b148333f49772a6fdd391c89f28e4008840dfc8a81de06d855faa26bbc38fd50
slot_35350190da715d1d6cd310cca6287cc4360fa7b1047a399d154a0d46f8503eed,slot_35350190da715d1d6cd310cca6287cc4360fa7b1047a399d154a0d46f8503eed,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q3,0,historical_frozen_417,"{""F1"": 1.0}",8350c2814604c6cff6cb73d753afe0413b0452f20bfe22a03d62d1049aa1ada5
slot_9b4d796cb10df3b955f098f5b60c404c4873ea66146af1df4e70bbde47770af4,slot_9b4d796cb10df3b955f098f5b60c404c4873ea66146af1df4e70bbde47770af4,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q0,0,historical_frozen_417,"{""F1"": 0.4}",250ee13c3c97f99499840f93dab2c205648f691b5556e33dd8a2c1a876b44fc4
slot_00b54f7b6b931e7aa5abe3c6062bdc0b7d42bdd31813216499cf0ec15151506c,slot_00b54f7b6b931e7aa5abe3c6062bdc0b7d42bdd31813216499cf0ec15151506c,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q15,0,historical_frozen_417,"{""F1"": 0.0}",d647817d0af29f314f4cb38defaacf6f2bb0b34fbf45358291b8c29b95769ddc
slot_ad628da7218c1af915401a8527248f2a3bf701f09504a6e2912953a7384d8c55,slot_ad628da7218c1af915401a8527248f2a3bf701f09504a6e2912953a7384d8c55,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index3,0,historical_frozen_417,"{""EA"": 0.7058823529411765, ""LA"": 0.8235294117647058}",3edc6ab12576342400a9826ba876f47d18ac312b2a07004077698f683ea1f756
slot_b93e1f15a0bcf2da3abf87b1a496cb6af8038ee5b3114720f6b275fafc1c304f,slot_b93e1f15a0bcf2da3abf87b1a496cb6af8038ee5b3114720f6b275fafc1c304f,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index3,1,historical_frozen_417,"{""EA"": 0.7647058823529411, ""LA"": 0.7647058823529411}",2b6853577e090e8d1e148fcbfb559070d02d68a9339496a98f78869e821658f8
slot_070578eda31abcee09f9426f9ba7db9cc7f1476cf84dc3868fb934dd6da089ea,slot_070578eda31abcee09f9426f9ba7db9cc7f1476cf84dc3868fb934dd6da089ea,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index3,2,historical_frozen_417,"{""EA"": 0.0, ""LA"": 0.0}",5477cb91745aa2ad6611c4f96950a0419f8a5976398a1c5c868f56d5606e731c
slot_7fb2892b34d7b4d87c787b7838c0452803a37932e56e73344f28e230626837d0,slot_7fb2892b34d7b4d87c787b7838c0452803a37932e56e73344f28e230626837d0,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q14,0,historical_frozen_417,"{""F1"": 1.0}",6131d6ee46694815c27dc1e3eb816d38c7bc9369810eb59f360ee57efbc5b384
slot_bc45fd2e1b0580af61b7114c123b8f98083f1c73698bf8ea992ad3bcb5174dff,slot_bc45fd2e1b0580af61b7114c123b8f98083f1c73698bf8ea992ad3bcb5174dff,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q12,0,historical_frozen_417,"{""F1"": 0.4}",1a5c296ae48fa91d798eeaff79227dba21c5bcb3f381e6ab18187d802a77620f
slot_50b04aeb02d689ff1bf9cf75ef8b479b2923b26be171ae2a481805b5ba2d6df1,slot_50b04aeb02d689ff1bf9cf75ef8b479b2923b26be171ae2a481805b5ba2d6df1,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q3,0,historical_frozen_417,"{""F1"": 1.0}",39bdce435bd397e229be59aab1907acf3627389fdc805964027955d91ea3a861
slot_303675369a6ed92cd5978f5c755bc6a92fae3627088df3f8fcafac7b6d5e2f79,slot_303675369a6ed92cd5978f5c755bc6a92fae3627088df3f8fcafac7b6d5e2f79,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q36,0,historical_frozen_417,"{""F1"": 0.0}",59d58dac88c5450192387aa6a3fb290eaa80738686317c7ffa058753942a753d
slot_ff2e0fbdeae433eafa0db78a9772370ec80bfe12ee49fd1c5fd35b00bfc52fb3,slot_ff2e0fbdeae433eafa0db78a9772370ec80bfe12ee49fd1c5fd35b00bfc52fb3,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q23,0,historical_frozen_417,"{""F1"": 1.0}",831b5e952e7a6dbdd4baebbdf718348c44909bb6983e81c7b3e5327d304dd4b4
slot_70625eee8d571d2a851f3d86b85fb89f84bba3524de9db133ff4799bea6552ee,slot_70625eee8d571d2a851f3d86b85fb89f84bba3524de9db133ff4799bea6552ee,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q34,0,historical_frozen_417,"{""F1"": 0.16666666666666669}",32017fc7a474c6e8dc2ceaad0069ca6fb927ab40f40531ef7af2071016593f95
slot_822ec8e4ba40e0d37b3bb3d8e789ba750d54ef350e9ed61803aa1b97668d3c4c,slot_822ec8e4ba40e0d37b3bb3d8e789ba750d54ef350e9ed61803aa1b97668d3c4c,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q27,0,historical_frozen_417,"{""F1"": 0.0}",342875a04150a7ce45c8525e6d71fc5cfd6167bb9f4720223a9fa136e89d3b53
slot_1992d7ec34526be978f60bb512f9c6a62794be90efcdcb936fc189241406a51a,slot_1992d7ec34526be978f60bb512f9c6a62794be90efcdcb936fc189241406a51a,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q3,0,historical_frozen_417,"{""F1"": 0.6666666666666666}",3b1f5f5e2a47481eb72fb8dff7f5d6ff7c053712d276fc7f74250e29bdf71935
slot_52db8c694aeb38ef35f8c2f1152fd4af749eb5099252233e9565c16b024a79fa,slot_52db8c694aeb38ef35f8c2f1152fd4af749eb5099252233e9565c16b024a79fa,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q12,0,historical_frozen_417,"{""F1"": 0.0}",30b1908750ed6f771c0256731bf27010618a0d825ded3ccb7126c7b782c6baa0
slot_19cd54ddaa55f731a28fea1d6186aca972a497f9b4d3f3bc55c298628975ec58,slot_19cd54ddaa55f731a28fea1d6186aca972a497f9b4d3f3bc55c298628975ec58,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q5,0,historical_frozen_417,"{""F1"": 1.0}",b89e6bd1a1f5473ac959eb928880ae164dc81118d5dca279a7d1d7fa18da243e
slot_7a5ec377161fde56f8529adccaed9adccbdb87f1e758ae9dc4c3caa23e99bd9d,slot_7a5ec377161fde56f8529adccaed9adccbdb87f1e758ae9dc4c3caa23e99bd9d,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q21,0,historical_frozen_417,"{""F1"": 0.0}",037838526b32461fb8d2bf5a0e550fe83b32a591261d6141a41917d85d9030f3
slot_3a00b0ef68bf98d0b8f6f1466631bba8caba2baee32e28f169713c0edfa8a909,slot_3a00b0ef68bf98d0b8f6f1466631bba8caba2baee32e28f169713c0edfa8a909,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q23,0,historical_frozen_417,"{""F1"": 0.6666666666666666}",f1cf0e4faafaa9d7f289edfd1393354bd310ef6baadafa7294fd1b01adf7718c
slot_dfd3e86bd5e079eaca6af28a83ac3f11127f33269d71bee576f52ce130b0cc68,slot_dfd3e86bd5e079eaca6af28a83ac3f11127f33269d71bee576f52ce130b0cc68,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q24,0,historical_frozen_417,"{""F1"": 1.0}",ccf6c7fcc187bbc8f4b42a579a8a9668c5de5e612f822f0cb04b65e61bb5eff0
slot_b9535f8b859bb66bc8766735108d1ca3224f75a64a4549b7d08005bf957e78e1,slot_b9535f8b859bb66bc8766735108d1ca3224f75a64a4549b7d08005bf957e78e1,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q3,0,historical_frozen_417,"{""F1"": 0.5}",6b4daab0a270f5461899c22fd212435df02aab5dcf0ae32e950ef9a36b61c019
slot_7b10fdef6fdea8479713772ea68fbff2f7d44f3efd1fca41722e1dcabebdd800,slot_7b10fdef6fdea8479713772ea68fbff2f7d44f3efd1fca41722e1dcabebdd800,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q8,0,historical_frozen_417,"{""F1"": 0.0}",720c235fd75aa07464306386f1226f2481105fbd7d59f1dbef630aa15faafc3e
slot_dd18edd1e7152273c1f6383ebb6282acdf69b06d4447acb29431e4a313b7b4b4,slot_dd18edd1e7152273c1f6383ebb6282acdf69b06d4447acb29431e4a313b7b4b4,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q13,0,historical_frozen_417,"{""F1"": 1.0}",77970043d64b177824db0dbfdf3c126e7801ff6236a56b02fa50d62d62da3e5d
slot_07e541ffe4efacc907c3eada6591d4b33a4063576646348f031efce8ece0402b,slot_07e541ffe4efacc907c3eada6591d4b33a4063576646348f031efce8ece0402b,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q34,0,historical_frozen_417,"{""F1"": 0.0}",c6ccfab138f88923a8c862cb279dba8561e0d4d5e4de9a32d3ebd8b4d1c6d679
slot_2f9f4fa0f86e22f4d87fd31d8a7b50bf508613fec0aff1f941decf2fc660a6e6,slot_2f9f4fa0f86e22f4d87fd31d8a7b50bf508613fec0aff1f941decf2fc660a6e6,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q10,0,historical_frozen_417,"{""F1"": 0.0}",71e662205686776288f3c7b973f411333fd1b2ebe3636f45a70da9981d6b385c
slot_ee6a888ed1290d787dd9ae7301cf7d6637c89dc513a50ced1b67cbf8249fa36f,slot_ee6a888ed1290d787dd9ae7301cf7d6637c89dc513a50ced1b67cbf8249fa36f,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q16,0,historical_frozen_417,"{""F1"": 0.0}",b0cea4291cb67bdb3964901567400d42902a04910a19a93c8a87c6674796eb7f
slot_5e1313fb6d1fa3a2fedd4faa65c90c45188cb149aa37d1fa822fc0e33312101e,slot_5e1313fb6d1fa3a2fedd4faa65c90c45188cb149aa37d1fa822fc0e33312101e,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q7,0,historical_frozen_417,"{""F1"": 1.0}",f19f7aa04a8adfce78f8919ed9dd55ced3891291b708df7786ebd0cea1bc134e
slot_81f94c6165ab0629e422de2eaff2ff48a86b1a0b4fefc0b77d87c056fa16bede,slot_81f94c6165ab0629e422de2eaff2ff48a86b1a0b4fefc0b77d87c056fa16bede,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q19,0,historical_frozen_417,"{""F1"": 0.0}",a172bfe11d605fbdbd69dd565a346e09ec300d41c0bd5ad73d668e42fdd9a0ad
slot_e17c43738f4e37ddd85eeca05d9e2b1fdb70b855d6d3563690f1db8c8c473f4b,slot_e17c43738f4e37ddd85eeca05d9e2b1fdb70b855d6d3563690f1db8c8c473f4b,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index1,0,historical_frozen_417,"{""EA"": 1.0, ""LA"": 0.9411764705882353}",f43d4e5c4f7348926cb2f20be2a25be27ac51477217a35db06d6776d25be296a
slot_8af7d051f66dee308e22173dde84ac6013f04afc67c952a921c3dfce0971d9fe,slot_8af7d051f66dee308e22173dde84ac6013f04afc67c952a921c3dfce0971d9fe,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index1,1,historical_frozen_417,"{""EA"": 1.0, ""LA"": 0.9411764705882353}",87c51ebc9cf6a20ae4790da51ab1aa37151bcea73766ad1b5133893ae7180872
slot_99987279c8e43c792f6763539bd3de86cae7a797885e065ce41399460f1f3bd2,slot_99987279c8e43c792f6763539bd3de86cae7a797885e065ce41399460f1f3bd2,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index1,2,historical_frozen_417,"{""EA"": 1.0, ""LA"": 0.9411764705882353}",d902c6a17284e7079decae320b080f2e83776ff075c706e26a556be9fca6eea1
slot_7b34c2008e01675ecc7ddc3b30c1e0361896fba1c21811ef9690c195157ae77d,slot_7b34c2008e01675ecc7ddc3b30c1e0361896fba1c21811ef9690c195157ae77d,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q19,0,historical_frozen_417,"{""F1"": 0.0}",914943f43c917b1cae95ada347a37f5b940441120b9cffa606a7048d1ba852a2
slot_3fe1e9f1d49cb45e068565be15bf96164b4568e4907b42bf03ef54f718f99f31,slot_3fe1e9f1d49cb45e068565be15bf96164b4568e4907b42bf03ef54f718f99f31,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q15,0,historical_frozen_417,"{""F1"": 0.0}",883008112528848d1c3499676ed0cc67e45f3be3e026948dc0523f66033d98dc
slot_226107b3f32f53394b5bf155e0b01531fb732cc99c8a3c036ea15f75b6d91959,slot_226107b3f32f53394b5bf155e0b01531fb732cc99c8a3c036ea15f75b6d91959,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q2,0,historical_frozen_417,"{""F1"": 0.0}",e417c70f54052c4dd1dc8857fc323535976b3655e091aecd1f3d1320825c6e56
slot_23e4999697a8128d8c1357142cd4752c743e6bc7176c14777677771fefeff431,slot_23e4999697a8128d8c1357142cd4752c743e6bc7176c14777677771fefeff431,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q1,0,historical_frozen_417,"{""F1"": 1.0}",3250b712d16cc57b78b4b91529133730d5a496acfd67dbf12022c53ff7d8ac9d
slot_35bcdbf75289c91da3959912c3e96845e3d323ad5ff21e8263b6af98375bd0a9,slot_35bcdbf75289c91da3959912c3e96845e3d323ad5ff21e8263b6af98375bd0a9,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q31,0,historical_frozen_417,"{""F1"": 0.0}",d8147ad001feaa591123e5bcf8814bd0a39e5eaca7f3a8da18a9090d216f543d
slot_4ccce9d3275ebd335884a66f3795ff69c066cfc5c7af167f7ae6d26e80f6f43a,slot_4ccce9d3275ebd335884a66f3795ff69c066cfc5c7af167f7ae6d26e80f6f43a,thinking_historical_reference,tuning,cost_moderate,single,1,max,historical,hpobench:nasbench201:imagenet16-120,0,historical_frozen_417,"{""Gap"": 96.63267128405795, ""Gap0"": 96.63267128405795, ""RawPerf"": 0.46400000006781683}",63a824021547e0a1d864a986ff5be3e3cc4fac905614b92960e96f60dd356ce7
slot_a99a180acf56acfad5f3d76b609ccbbda32c06c3e30da242168718464db0fffc,slot_a99a180acf56acfad5f3d76b609ccbbda32c06c3e30da242168718464db0fffc,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q5,0,historical_frozen_417,"{""F1"": 1.0}",b6ca38609c9371d59423fd91ac1fe0f929cd7b5827494ce85de5dc1da87954bc
slot_81ad697a6acd7b6e4aa1ffafda813ffce4a2d3c4c0ef7fcc49eee6aa9afd908b,slot_81ad697a6acd7b6e4aa1ffafda813ffce4a2d3c4c0ef7fcc49eee6aa9afd908b,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index5,0,historical_frozen_417,"{""EA"": 0.8235294117647058, ""LA"": 0.8235294117647058}",db853c58542754928f79f1c0daf7ccb3c1b9908c3952eb2a30f8f344b8470994
slot_3da62955d5efcb0b338a4cc03f26d6ab23b601837bed679ff354a77eda460860,slot_3da62955d5efcb0b338a4cc03f26d6ab23b601837bed679ff354a77eda460860,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index5,1,historical_frozen_417,"{""EA"": 0.0, ""LA"": 0.0}",d6a6fe2f2331309e9708f390aac9f4cbd32b0beec9eb7d6dcd7270c16a7c42c7
slot_c2b388b2ad44f62b2aecd57100a320ee78f3548a820d6cca2a96f041ed619236,slot_c2b388b2ad44f62b2aecd57100a320ee78f3548a820d6cca2a96f041ed619236,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index5,2,historical_frozen_417,"{""EA"": 0.7647058823529411, ""LA"": 0.7647058823529411}",c0c09cbb97fdcc589f3c2a418becd7f2303703679e4c4c680e4f821120eec217
slot_1c55888e7bb56ac52733f7943092db238b74416d411e4bca4fc79192efd16982,slot_1c55888e7bb56ac52733f7943092db238b74416d411e4bca4fc79192efd16982,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q16,0,historical_frozen_417,"{""F1"": 0.5714285714285715}",d69f46b176d8b6ec0b3a6915c3409b2c65a9e3406ababf9a2ea15433416c1962
slot_ab62c715f74647d80046620f277c4c5a5a664376aec7ef17c35dc658d0ec0574,slot_ab62c715f74647d80046620f277c4c5a5a664376aec7ef17c35dc658d0ec0574,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q35,0,historical_frozen_417,"{""F1"": 0.0}",5f4ea28b93ad411e1c265e8d714145c2f41b2bb5c998ef3c7c7b81034b8c933b
slot_4dae320aab1fb065eedf17fe32f6af83f942d6e67861791db9da28c32f28dee7,slot_4dae320aab1fb065eedf17fe32f6af83f942d6e67861791db9da28c32f28dee7,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q11,0,historical_frozen_417,"{""F1"": 1.0}",fb2d6b5d088d7546168cbc62cd8dfb1b1cd4870cb5866c503a300628e2891c21
slot_06e40a0f443916d73367c55b1c435017161437751a9a5af4495b9a12c70dfc69,slot_06e40a0f443916d73367c55b1c435017161437751a9a5af4495b9a12c70dfc69,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q1,0,historical_frozen_417,"{""F1"": 1.0}",1476ca59139886fcceb3cfcc32d1964bd0991eac21d3f13d5129f806ff652fbb
slot_bda0e4f115dfca40bd23f111b1df86bb594567c27c229244c2eacb356b470018,slot_bda0e4f115dfca40bd23f111b1df86bb594567c27c229244c2eacb356b470018,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q31,0,historical_frozen_417,"{""F1"": 0.33333333333333337}",19f238bad3753154d41cfc0ed065481a9ede4b0a8eaff9682af9479104bdd548
slot_5f7a30e4229af22b18217533352d02a7ca730a9a7dcf789a2b7534edc9f51bc3,slot_5f7a30e4229af22b18217533352d02a7ca730a9a7dcf789a2b7534edc9f51bc3,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q2,0,historical_frozen_417,"{""F1"": 1.0}",dbea75f9d8eba1bf92d927ea1ef0a530f507a15bbdd07f8e4fa0bb455cab4a1d
