scientific_slot_id,source_scientific_slot_id,study_group,scenario,regime,strategy,reported_agents,effort,cohort,item,repeat,derivation,metrics,job_id,logical_additive_cost
slot_e15aa54ed8d1ad3147bcc997fcd2367ee7450502f909674cdfcf130287ef42a0,slot_e15aa54ed8d1ad3147bcc997fcd2367ee7450502f909674cdfcf130287ef42a0,thinking_same_version,restricted_search,cost_free,single,1,low,same_version_low,phantom_seed3/q26,0,direct,"{""F1"": 1.0}",job_67c3cfacce80761828eb40646786e4be560007a6bde75dc26c7b5b9df191b556,"{""cached_input_tokens"": null, ""input_tokens"": 47142.0, ""output_tokens"": 1008.0, ""reasoning_tokens"": 691.0, ""total_tokens"": 48150.0}"
slot_3458de011da97c3f130ea30785036ca179bf99cdf439acb7ac488f9b44379aef,slot_3458de011da97c3f130ea30785036ca179bf99cdf439acb7ac488f9b44379aef,thinking_same_version,restricted_search,cost_free,single,1,max,same_version_max,phantom_seed3/q26,0,direct,"{""F1"": 0.0}",job_31c6edc83996101d65839efc853718232322c718303d3437c7230ac052fb64ba,"{""cached_input_tokens"": null, ""input_tokens"": 105756.0, ""output_tokens"": 18372.0, ""reasoning_tokens"": 17279.0, ""total_tokens"": 124128.0}"
slot_b50a29ae8903ccde7b3757a4583f7c4655c23560e9955e657195bb8f4fdd923c,slot_b50a29ae8903ccde7b3757a4583f7c4655c23560e9955e657195bb8f4fdd923c,thinking_same_version,tuning,cost_free,single,1,low,same_version_low,hpobench:nasbench201:cifar100,0,direct,"{""Gap"": 84.24719771297923, ""Gap0"": 84.24719771297923, ""RawPerf"": 0.7158}",job_28688c37801a6955a04224aeca36c581054635a050ccc308c5815f64765b42dc,"{""cached_input_tokens"": null, ""input_tokens"": 22473.0, ""output_tokens"": 1289.0, ""reasoning_tokens"": 169.0, ""total_tokens"": 23762.0}"
slot_d11f15f47de6b46052fef1cfad45b35603801e33076ffe7dec21343562a075ba,slot_d11f15f47de6b46052fef1cfad45b35603801e33076ffe7dec21343562a075ba,thinking_same_version,tuning,cost_free,single,1,max,same_version_max,hpobench:nasbench201:cifar100,0,direct,"{""Gap"": 100.0, ""Gap0"": 100.0, ""RawPerf"": 0.7350333333333333}",job_6fdc85c57fb1dc2663cb660dbc48726239a34d7b530852a1963651e248eb0e28,"{""cached_input_tokens"": null, ""input_tokens"": 255516.0, ""output_tokens"": 18043.0, ""reasoning_tokens"": 15025.0, ""total_tokens"": 273559.0}"
slot_42b3ff99f2f9bb1aad961cebf56b8ca402e281a680b80a11f107693dae04f904,slot_42b3ff99f2f9bb1aad961cebf56b8ca402e281a680b80a11f107693dae04f904,thinking_same_version,restricted_search,cost_moderate,single,1,low,same_version_low,phantom_seed2/q16,0,direct,"{""F1"": 0.6666666666666666}",job_fa242c7975e9361cff83ad7a013bee884a62edca6260a45ba7df9adeba2da029,"{""cached_input_tokens"": null, ""input_tokens"": 4634.0, ""output_tokens"": 349.0, ""reasoning_tokens"": 237.0, ""total_tokens"": 4983.0}"
slot_6224d869afdcfbcdcb3020f67669f2be3403c85b3a93e3928ebb81e3c19c1937,slot_6224d869afdcfbcdcb3020f67669f2be3403c85b3a93e3928ebb81e3c19c1937,thinking_same_version,restricted_search,cost_moderate,single,1,max,same_version_max,phantom_seed2/q16,0,direct,"{""F1"": 1.0}",job_7c8b42927fc789f52c26f3d427679d7896088792447d2d20e5c03ddd006ba04c,"{""cached_input_tokens"": null, ""input_tokens"": 16725.0, ""output_tokens"": 1349.0, ""reasoning_tokens"": 1059.0, ""total_tokens"": 18074.0}"
slot_3696e61f42a09670a4e5587324d1cfc99b7351e2b047c7f844766e421d651f09,slot_3696e61f42a09670a4e5587324d1cfc99b7351e2b047c7f844766e421d651f09,thinking_same_version,restricted_search,cost_moderate,single,1,low,same_version_low,phantom_seed2/q23,0,direct,"{""F1"": 0.0}",job_8eab07e84f5f522e7ce6d3bfd067398275069194183a8a33565168c966fdc7b3,"{""cached_input_tokens"": null, ""input_tokens"": 7766.0, ""output_tokens"": 281.0, ""reasoning_tokens"": 182.0, ""total_tokens"": 8047.0}"
slot_166d68bf07aefedeb17d835cbe9011476921caf8f98ee701412b47db17e92670,slot_166d68bf07aefedeb17d835cbe9011476921caf8f98ee701412b47db17e92670,thinking_same_version,restricted_search,cost_moderate,single,1,max,same_version_max,phantom_seed2/q23,0,direct,"{""F1"": 0.6666666666666666}",job_4bee52b104b8c9be8461ab7fea29408a62fb47cf84acd7aec5ba06ce12ad7759,"{""cached_input_tokens"": null, ""input_tokens"": 11351.0, ""output_tokens"": 1050.0, ""reasoning_tokens"": 840.0, ""total_tokens"": 12401.0}"
slot_da9709618b6a614e89834c6f45d35eba52eae2ecc606f1319cf08dc12fc85086,slot_da9709618b6a614e89834c6f45d35eba52eae2ecc606f1319cf08dc12fc85086,thinking_same_version,restricted_search,cost_moderate,single,1,low,same_version_low,phantom_seed2/q22,0,direct,"{""F1"": 0.0}",job_931f2eb93e0d96a06df0caac9e10ae7af80cfd54b71a3db8e9b21fabaf0a8287,"{""cached_input_tokens"": null, ""input_tokens"": 20361.0, ""output_tokens"": 367.0, ""reasoning_tokens"": 204.0, ""total_tokens"": 20728.0}"
slot_501c1b49fa77581c3594d352bad1e3935cf17bcbd1e577e52379e1423e5e08b5,slot_501c1b49fa77581c3594d352bad1e3935cf17bcbd1e577e52379e1423e5e08b5,thinking_same_version,restricted_search,cost_moderate,single,1,max,same_version_max,phantom_seed2/q22,0,direct,"{""F1"": 0.0}",job_9a170ba54f25abd5062ae6a73f0297f07488cd2eee0e5d04a25240530379ed4b,"{""cached_input_tokens"": null, ""input_tokens"": 33372.0, ""output_tokens"": 4246.0, ""reasoning_tokens"": 3674.0, ""total_tokens"": 37618.0}"
slot_a9f67a4992a9b6f80f35a50c4a9dcfa6a292b47e77a08e2dbf78f52cff4b4134,slot_a9f67a4992a9b6f80f35a50c4a9dcfa6a292b47e77a08e2dbf78f52cff4b4134,thinking_same_version,restricted_search,cost_moderate,single,1,low,same_version_low,phantom_seed3/q30,0,direct,"{""F1"": 1.0}",job_ec68514e11f59951375b98085832b29e3ec442a05776cdbff32e5abc3b94bbf2,"{""cached_input_tokens"": null, ""input_tokens"": 3390.0, ""output_tokens"": 103.0, ""reasoning_tokens"": 45.0, ""total_tokens"": 3493.0}"
slot_87dffcceec3c197e538c1f55bc7e0bd78c1a2ebd7dc9b855625806cac9c41410,slot_87dffcceec3c197e538c1f55bc7e0bd78c1a2ebd7dc9b855625806cac9c41410,thinking_same_version,restricted_search,cost_moderate,single,1,max,same_version_max,phantom_seed3/q30,0,direct,"{""F1"": 1.0}",job_553e1398fe023363244f30d6c43b7c7cbe271ede113841a9ff45ba03cca8f09f,"{""cached_input_tokens"": null, ""input_tokens"": 4396.0, ""output_tokens"": 1022.0, ""reasoning_tokens"": 890.0, ""total_tokens"": 5418.0}"
slot_27c425f8ad9d83936cd3157c6d9b6e9d7e46652da6157065e3f08820994b6068,slot_27c425f8ad9d83936cd3157c6d9b6e9d7e46652da6157065e3f08820994b6068,thinking_same_version,evidence_audit,cost_tight,single,1,low,same_version_low,contract-nli/index1,0,direct,"{""EA"": 0.7058823529411765, ""LA"": 0.8823529411764706}",job_5f1f217f8de2d567d6fb67da21573fb95b46bf8b49678b4fe1a89a77d7b3ee99,"{""cached_input_tokens"": null, ""input_tokens"": 18400.0, ""output_tokens"": 825.0, ""reasoning_tokens"": 366.0, ""total_tokens"": 19225.0}"
slot_65c2947edea5f1b04f7ee7e5544cd124200be2635057964d2e6a9ae2b32e9d55,slot_65c2947edea5f1b04f7ee7e5544cd124200be2635057964d2e6a9ae2b32e9d55,thinking_same_version,evidence_audit,cost_tight,single,1,max,same_version_max,contract-nli/index1,0,direct,"{""EA"": 0.7647058823529411, ""LA"": 0.8823529411764706}",job_e3756f3a6f2345ab508b3c253dd436cf81098a91235db8a5dfcd25eb8cef0730,"{""cached_input_tokens"": null, ""input_tokens"": 49732.0, ""output_tokens"": 22893.0, ""reasoning_tokens"": 21814.0, ""total_tokens"": 72625.0}"
slot_ba03e1f5b8f19a9030c1a27099bc8b85400a125c9b8118647881aeb49e0e16ac,slot_ba03e1f5b8f19a9030c1a27099bc8b85400a125c9b8118647881aeb49e0e16ac,thinking_same_version,evidence_audit,cost_tight,single,1,low,same_version_low,contract-nli/index1,1,direct,"{""EA"": 0.7647058823529411, ""LA"": 0.8823529411764706}",job_fb692eb3b4d47ff82d60e33e5c8f55585481f7cfe5e1862cda55bd9571ed4904,"{""cached_input_tokens"": null, ""input_tokens"": 22961.0, ""output_tokens"": 763.0, ""reasoning_tokens"": 262.0, ""total_tokens"": 23724.0}"
slot_24cc4cf25d4a985b0a81b7b06300054582390d4026263125952cc45a3b017e1b,slot_24cc4cf25d4a985b0a81b7b06300054582390d4026263125952cc45a3b017e1b,thinking_same_version,evidence_audit,cost_tight,single,1,max,same_version_max,contract-nli/index1,1,direct,"{""EA"": 0.7647058823529411, ""LA"": 0.8823529411764706}",job_01aab7dddc4ed10c8d6cc8d45f203c21f03f53431310ce3c3f546a02dc32c9f2,"{""cached_input_tokens"": null, ""input_tokens"": 27052.0, ""output_tokens"": 5746.0, ""reasoning_tokens"": 5137.0, ""total_tokens"": 32798.0}"
slot_272cdc2dd7dfa13f9a79a4f35b1b0a63e1606353a853bc4dc026e92f11b4f446,slot_272cdc2dd7dfa13f9a79a4f35b1b0a63e1606353a853bc4dc026e92f11b4f446,thinking_same_version,evidence_audit,cost_tight,single,1,low,same_version_low,contract-nli/index1,2,direct,"{""EA"": 0.7647058823529411, ""LA"": 0.8823529411764706}",job_8ae0ec2e89122c5cffccab780412dae9c50917a11cda6ae8bf6e0e030c7a14c4,"{""cached_input_tokens"": null, ""input_tokens"": 18166.0, ""output_tokens"": 759.0, ""reasoning_tokens"": 302.0, ""total_tokens"": 18925.0}"
slot_2a905f03712442da1e6404a65fd8bbb1298f37305873d317e14aef6e1e8d3bc7,slot_2a905f03712442da1e6404a65fd8bbb1298f37305873d317e14aef6e1e8d3bc7,thinking_same_version,evidence_audit,cost_tight,single,1,max,same_version_max,contract-nli/index1,2,direct,"{""EA"": 0.7647058823529411, ""LA"": 0.8823529411764706}",job_40c0609312afeebd674f75fcac77526f16ef46be2c588f8d7b30b9cbaf2fbc87,"{""cached_input_tokens"": null, ""input_tokens"": 55060.0, ""output_tokens"": 27826.0, ""reasoning_tokens"": 26723.0, ""total_tokens"": 82886.0}"
slot_35b1ffdf07b627151d9072ab0fad9c4ae967eeb791404473d844db4b334a07fe,slot_35b1ffdf07b627151d9072ab0fad9c4ae967eeb791404473d844db4b334a07fe,thinking_same_version,evidence_audit,cost_moderate,single,1,low,same_version_low,contract-nli/index0,0,direct,"{""EA"": 0.35294117647058826, ""LA"": 0.8823529411764706}",job_92371bd3ef664c5526d3eb2436aef7652626ebefc933e45904c7138b5384e6d4,"{""cached_input_tokens"": null, ""input_tokens"": 59908.0, ""output_tokens"": 1844.0, ""reasoning_tokens"": 1175.0, ""total_tokens"": 61752.0}"
slot_4363db681c20e284a9a3139c3ddf061b9fa28d3411bd484ecb7ca82a2e4a632f,slot_4363db681c20e284a9a3139c3ddf061b9fa28d3411bd484ecb7ca82a2e4a632f,thinking_same_version,evidence_audit,cost_moderate,single,1,max,same_version_max,contract-nli/index0,0,direct,"{""EA"": 0.5882352941176471, ""LA"": 0.8823529411764706}",job_9eae8203fe3723647c4dd768cc2e35133bc004626ed225e480a0ae6e276d885e,"{""cached_input_tokens"": null, ""input_tokens"": 418547.0, ""output_tokens"": 93615.0, ""reasoning_tokens"": 92081.0, ""total_tokens"": 512162.0}"
slot_f159cee55fa4a804c56d5bc1804d907ba198bbdbd39f762fd25a2ef0e22220e2,slot_f159cee55fa4a804c56d5bc1804d907ba198bbdbd39f762fd25a2ef0e22220e2,thinking_same_version,evidence_audit,cost_moderate,single,1,low,same_version_low,contract-nli/index0,1,direct,"{""EA"": 0.47058823529411764, ""LA"": 0.8823529411764706}",job_b32878ec989e235c3a5d86f36e763f1560066c2dd776b8ac9998c1f54f9c5078,"{""cached_input_tokens"": null, ""input_tokens"": 61134.0, ""output_tokens"": 1787.0, ""reasoning_tokens"": 1072.0, ""total_tokens"": 62921.0}"
slot_ec1a36100424edaaf86c955fa4e22b2bc2bc25498823c3fceb4a711628dc4be6,slot_ec1a36100424edaaf86c955fa4e22b2bc2bc25498823c3fceb4a711628dc4be6,thinking_same_version,evidence_audit,cost_moderate,single,1,max,same_version_max,contract-nli/index0,1,direct,"{""EA"": 0.5882352941176471, ""LA"": 0.8823529411764706}",job_0cdd1d09254d93717bb6c6dbf1070ecf74e995f738b9be7fd0d4eb79f850b01d,"{""cached_input_tokens"": null, ""input_tokens"": 695946.0, ""output_tokens"": 103290.0, ""reasoning_tokens"": 101857.0, ""total_tokens"": 799236.0}"
slot_39dc74c415616909730cfcd21de1b7df255aad18018b8ef4fa9d6153f9cabae5,slot_39dc74c415616909730cfcd21de1b7df255aad18018b8ef4fa9d6153f9cabae5,thinking_same_version,evidence_audit,cost_moderate,single,1,low,same_version_low,contract-nli/index0,2,direct,"{""EA"": 0.47058823529411764, ""LA"": 0.8823529411764706}",job_28da8f45a3fdf7081ace00127712da0630d7b50fdda34731c5f6df6ab755c6f7,"{""cached_input_tokens"": null, ""input_tokens"": 60206.0, ""output_tokens"": 1936.0, ""reasoning_tokens"": 1261.0, ""total_tokens"": 62142.0}"
slot_cea21655ef065c8209bc87ac44947062b1b013ff0a03e00fdf5826c663c94891,slot_cea21655ef065c8209bc87ac44947062b1b013ff0a03e00fdf5826c663c94891,thinking_same_version,evidence_audit,cost_moderate,single,1,max,same_version_max,contract-nli/index0,2,direct,"{""EA"": 0.4117647058823529, ""LA"": 0.8823529411764706}",job_6acf4b0471781f5c99d6c60e52e4a5eec1925a315a55341d0419e485b05c2646,"{""cached_input_tokens"": null, ""input_tokens"": 553679.0, ""output_tokens"": 103362.0, ""reasoning_tokens"": 101956.0, ""total_tokens"": 657041.0}"
slot_4455e0143e4f0faf7e1a25acf68ecb5ae2c3dde07935f77ed4bfc3dc50862796,slot_4455e0143e4f0faf7e1a25acf68ecb5ae2c3dde07935f77ed4bfc3dc50862796,thinking_same_version,restricted_search,cost_moderate,single,1,low,same_version_low,phantom_seed2/q7,0,direct,"{""F1"": 0.6}",job_5d2bbde5bdcbe8a51e717013613ba8baa5b9fe86d5c14b7c77c767d20dc77daa,"{""cached_input_tokens"": null, ""input_tokens"": 8111.0, ""output_tokens"": 721.0, ""reasoning_tokens"": 539.0, ""total_tokens"": 8832.0}"
slot_eec44bcd519eabb2a646594b50252c41d48f0fec7a6aa589f17038e5565d2983,slot_eec44bcd519eabb2a646594b50252c41d48f0fec7a6aa589f17038e5565d2983,thinking_same_version,restricted_search,cost_moderate,single,1,max,same_version_max,phantom_seed2/q7,0,direct,"{""F1"": 1.0}",job_a869b3d2ec79babd0692c5a00824240f15e96f1e4ba1c0daf1890499bfe43b96,"{""cached_input_tokens"": null, ""input_tokens"": 18041.0, ""output_tokens"": 1885.0, ""reasoning_tokens"": 1535.0, ""total_tokens"": 19926.0}"
slot_963dfe78eb19029c3ad4c4348ccd27361ebf38794bd18ca1b3c2f850c17bdf49,slot_963dfe78eb19029c3ad4c4348ccd27361ebf38794bd18ca1b3c2f850c17bdf49,thinking_same_version,tuning,cost_tight,single,1,low,same_version_low,hpobench:nasbench101:B,0,direct,"{""Gap"": 96.59373446819055, ""Gap0"": 96.59373446819055, ""RawPerf"": 0.9402710994084676}",job_46854d82d7d7d775586fa46796e2ab62da0287f509583273b3d82a1c72a8b8f4,"{""cached_input_tokens"": null, ""input_tokens"": 35175.0, ""output_tokens"": 1933.0, ""reasoning_tokens"": 512.0, ""total_tokens"": 37108.0}"
slot_bbf61d63c87ccc223023b704143fd7eb4dacd408cf64d1458c34831eba418625,slot_bbf61d63c87ccc223023b704143fd7eb4dacd408cf64d1458c34831eba418625,thinking_same_version,tuning,cost_tight,single,1,max,same_version_max,hpobench:nasbench101:B,0,direct,"{""Gap"": 60.86727490599377, ""Gap0"": 60.86727490599377, ""RawPerf"": 0.8492254217465719}",job_f453692d81b808abfbb3bcba448911620f68c56423917288182f10fa2f7ba260,"{""cached_input_tokens"": null, ""input_tokens"": 82142.0, ""output_tokens"": 68306.0, ""reasoning_tokens"": 66842.0, ""total_tokens"": 150448.0}"
slot_35181096f6924cab68f380133028a190a58ecc43b27499b1c87cc7c1da381779,slot_35181096f6924cab68f380133028a190a58ecc43b27499b1c87cc7c1da381779,thinking_same_version,restricted_search,cost_moderate,single,1,low,same_version_low,phantom_seed2/q14,0,direct,"{""F1"": 0.5}",job_191210d8407b60c66a3a71dab5e49799213eec3bc73a8ee5e0082fc3c43012c0,"{""cached_input_tokens"": null, ""input_tokens"": 6609.0, ""output_tokens"": 500.0, ""reasoning_tokens"": 347.0, ""total_tokens"": 7109.0}"
slot_a97866c4cd17d92f5740076bb810f64d89ddc68fb7d03eb884ec5abb896591ad,slot_a97866c4cd17d92f5740076bb810f64d89ddc68fb7d03eb884ec5abb896591ad,thinking_same_version,restricted_search,cost_moderate,single,1,max,same_version_max,phantom_seed2/q14,0,direct,"{""F1"": 1.0}",job_639a1ba294a0e9a64e2a9b66c96bc341d16ca92cdb27a3275bd5c8ebb7e6876e,"{""cached_input_tokens"": null, ""input_tokens"": 24086.0, ""output_tokens"": 2715.0, ""reasoning_tokens"": 2386.0, ""total_tokens"": 26801.0}"
slot_88429f86c0d62ec9ee9adaf8f53e17257df6c88062dde1a351aa56f9b3604f04,slot_88429f86c0d62ec9ee9adaf8f53e17257df6c88062dde1a351aa56f9b3604f04,thinking_same_version,restricted_search,cost_tight,single,1,low,same_version_low,phantom_seed2/q0,0,direct,"{""F1"": 1.0}",job_e1b0d92b840d190f19658a08c1a22b2319d31d0c3332e3ce3fc2c83041399350,"{""cached_input_tokens"": null, ""input_tokens"": 3482.0, ""output_tokens"": 214.0, ""reasoning_tokens"": 162.0, ""total_tokens"": 3696.0}"
slot_98e3af2bdc7c7e00d6326687f56892733cc5bfa16baafefc03d446acd5cd1f3c,slot_98e3af2bdc7c7e00d6326687f56892733cc5bfa16baafefc03d446acd5cd1f3c,thinking_same_version,restricted_search,cost_tight,single,1,max,same_version_max,phantom_seed2/q0,0,direct,"{""F1"": 1.0}",job_e92a8b260d32af2f473a773a84e2dc3ff5961ebe643abaae07b7c651ccea639a,"{""cached_input_tokens"": null, ""input_tokens"": 6454.0, ""output_tokens"": 1551.0, ""reasoning_tokens"": 1306.0, ""total_tokens"": 8005.0}"
slot_6a7bae14df36482a340980c59f3e50411657b3df0e947d6bdbce6203a2bdfa6c,slot_6a7bae14df36482a340980c59f3e50411657b3df0e947d6bdbce6203a2bdfa6c,thinking_same_version,tuning,cost_tight,single,1,low,same_version_low,hpobench:nasbench101:C,0,direct,"{""Gap"": 99.17890576397308, ""Gap0"": 99.17890576397308, ""RawPerf"": 0.9409388502438863}",job_a38ebaddac879ee1574aa5a11857b1bf129e319a19f6238f9d6fd0b386c85227,"{""cached_input_tokens"": null, ""input_tokens"": 27889.0, ""output_tokens"": 2763.0, ""reasoning_tokens"": 622.0, ""total_tokens"": 30652.0}"
slot_d1d1b92fb47f7c0bac4e417f9b6a56e45894a0af407dc1a815b9d4f68d4107ef,slot_d1d1b92fb47f7c0bac4e417f9b6a56e45894a0af407dc1a815b9d4f68d4107ef,thinking_same_version,tuning,cost_tight,single,1,max,same_version_max,hpobench:nasbench101:C,0,direct,"{""Gap"": 98.64725589383129, ""Gap0"": 98.64725589383129, ""RawPerf"": 0.9379340211550394}",job_9494f05e80e78d8379fd4fb9d19b31558ba7b3f7d1b7ebaa7a927c564ca808bd,"{""cached_input_tokens"": null, ""input_tokens"": 92543.0, ""output_tokens"": 49359.0, ""reasoning_tokens"": 45464.0, ""total_tokens"": 141902.0}"
slot_726b1da45908bec0957e7c7129c2c4d28604c64bd916f23c89078e102d4c4dbe,slot_726b1da45908bec0957e7c7129c2c4d28604c64bd916f23c89078e102d4c4dbe,thinking_same_version,restricted_search,cost_free,single,1,low,same_version_low,phantom_seed2/q35,0,direct,"{""F1"": 0.0}",job_d786b56080e5ba216047cd9eccabe84fa820adebc4925b52776a14955161db97,"{""cached_input_tokens"": null, ""input_tokens"": 172680.0, ""output_tokens"": 7484.0, ""reasoning_tokens"": 7078.0, ""total_tokens"": 180164.0}"
slot_669530067d83dcd7257a49a896b0c002f2881ae866f3093eebb93ab9b030f415,slot_669530067d83dcd7257a49a896b0c002f2881ae866f3093eebb93ab9b030f415,thinking_same_version,restricted_search,cost_free,single,1,max,same_version_max,phantom_seed2/q35,0,direct,"{""F1"": 0.0}",job_40db2cb7240a224492c622b6fb5bd7572578fa24e04158aefccb1f6a0c5bb84b,"{""cached_input_tokens"": null, ""input_tokens"": 997718.0, ""output_tokens"": 70564.0, ""reasoning_tokens"": 68771.0, ""total_tokens"": 1068282.0}"
slot_cff84654ce738723cf7e9946dc93c7c9beafae2ec04970fbe0e8dbd0898cce05,slot_cff84654ce738723cf7e9946dc93c7c9beafae2ec04970fbe0e8dbd0898cce05,thinking_same_version,restricted_search,cost_free,single,1,low,same_version_low,phantom_seed2/q29,0,direct,"{""F1"": 0.0}",job_d345eeef6da5fc51ad2d96892fe51d3257278739db2a98feac384859b33ebd79,"{""cached_input_tokens"": null, ""input_tokens"": 4856.0, ""output_tokens"": 472.0, ""reasoning_tokens"": 419.0, ""total_tokens"": 5328.0}"
slot_73769bdc0089d869d55f439aba2049305ea72f503d00e9016ae9ceaae172cbd7,slot_73769bdc0089d869d55f439aba2049305ea72f503d00e9016ae9ceaae172cbd7,thinking_same_version,restricted_search,cost_free,single,1,max,same_version_max,phantom_seed2/q29,0,direct,"{""F1"": 0.0}",job_63a04b12aa84a5c6f67fd78649610970dd7317d5a844eb51b983f62355b86f46,"{""cached_input_tokens"": null, ""input_tokens"": 291663.0, ""output_tokens"": 44969.0, ""reasoning_tokens"": 43766.0, ""total_tokens"": 336632.0}"
slot_7d0aed1f198d82b1b97dcdcbb2e07ed74b6e0901c8cebf482f5ff07e97a381b5,slot_7d0aed1f198d82b1b97dcdcbb2e07ed74b6e0901c8cebf482f5ff07e97a381b5,thinking_same_version,evidence_audit,cost_moderate,single,1,low,same_version_low,contract-nli/index1,0,direct,"{""EA"": 0.7058823529411765, ""LA"": 0.8823529411764706}",job_94452338c1c3fa10e6b94aee69d9f80cedd773a8f967caa7690df54495898acf,"{""cached_input_tokens"": null, ""input_tokens"": 18092.0, ""output_tokens"": 844.0, ""reasoning_tokens"": 401.0, ""total_tokens"": 18936.0}"
slot_8ad0b8612c81f519ba854eac6d8d1a6f31900974df44377c9577e48df4879aac,slot_8ad0b8612c81f519ba854eac6d8d1a6f31900974df44377c9577e48df4879aac,thinking_same_version,evidence_audit,cost_moderate,single,1,max,same_version_max,contract-nli/index1,0,direct,"{""EA"": 0.8823529411764706, ""LA"": 0.8823529411764706}",job_6447cd8b95d8b70757669e4b7e314efab237f6733d7db70e6d096934132f5cd5,"{""cached_input_tokens"": null, ""input_tokens"": 114346.0, ""output_tokens"": 16122.0, ""reasoning_tokens"": 14328.0, ""total_tokens"": 130468.0}"
slot_f736f37467d0a786acba49e38aa6f599cbe84adc8b2100a4a974751cd2f7fc7c,slot_f736f37467d0a786acba49e38aa6f599cbe84adc8b2100a4a974751cd2f7fc7c,thinking_same_version,evidence_audit,cost_moderate,single,1,low,same_version_low,contract-nli/index1,1,direct,"{""EA"": 0.0, ""LA"": 0.0}",job_c270d44ab4eef7944c9e9c70ee6d5c2d73ee2a0b3d598301e2a8a1d6c7df2be5,"{""cached_input_tokens"": null, ""input_tokens"": 4319.0, ""output_tokens"": 298.0, ""reasoning_tokens"": 135.0, ""total_tokens"": 4617.0}"
slot_37d0f9a95397617845113662ad0f3bfc33a4b567ffaf919ddd1d07f86708eb61,slot_37d0f9a95397617845113662ad0f3bfc33a4b567ffaf919ddd1d07f86708eb61,thinking_same_version,evidence_audit,cost_moderate,single,1,max,same_version_max,contract-nli/index1,1,direct,"{""EA"": 0.8823529411764706, ""LA"": 0.8823529411764706}",job_c3d34533da1440018989d08fb549f4201ae2422394e21d1824cb4e9160cb6680,"{""cached_input_tokens"": null, ""input_tokens"": 135564.0, ""output_tokens"": 20082.0, ""reasoning_tokens"": 18673.0, ""total_tokens"": 155646.0}"
slot_233ff89dd2650e3167835fca0b02cce260854851c8040a22530b3cdb58f302a2,slot_233ff89dd2650e3167835fca0b02cce260854851c8040a22530b3cdb58f302a2,thinking_same_version,evidence_audit,cost_moderate,single,1,low,same_version_low,contract-nli/index1,2,direct,"{""EA"": 0.8235294117647058, ""LA"": 0.8823529411764706}",job_d5790e613ebacffe0a503e4486e48b8a11be0a36626c3fb65a48ca1a52332489,"{""cached_input_tokens"": null, ""input_tokens"": 48062.0, ""output_tokens"": 1056.0, ""reasoning_tokens"": 455.0, ""total_tokens"": 49118.0}"
slot_20794cada1d639aeb6ee2db2aa29f26f2e7168086cf8e3dc5e441c7cb7a6e48e,slot_20794cada1d639aeb6ee2db2aa29f26f2e7168086cf8e3dc5e441c7cb7a6e48e,thinking_same_version,evidence_audit,cost_moderate,single,1,max,same_version_max,contract-nli/index1,2,direct,"{""EA"": 0.8235294117647058, ""LA"": 0.8823529411764706}",job_6b9183fe285ffae20f1112a19a2e3a4dfbd268b71e28c375ebe12d187b04db51,"{""cached_input_tokens"": null, ""input_tokens"": 116944.0, ""output_tokens"": 13239.0, ""reasoning_tokens"": 12203.0, ""total_tokens"": 130183.0}"
slot_e227fc0c6c72304397761c968f5a6cc70b339106736e3daca99d32cd524caf15,slot_e227fc0c6c72304397761c968f5a6cc70b339106736e3daca99d32cd524caf15,thinking_same_version,restricted_search,cost_free,single,1,low,same_version_low,phantom_seed2/q28,0,direct,"{""F1"": 0.0}",job_e87d7e4c99895c8a476c24893de10f1d79cfa63aef7fb93fe9d3954bf236533b,"{""cached_input_tokens"": null, ""input_tokens"": 23690.0, ""output_tokens"": 878.0, ""reasoning_tokens"": 606.0, ""total_tokens"": 24568.0}"
slot_db846888b1fe74730e7ae0cc85a2a23ee4a17065d56725e6f5cac3d5b4ac3dd2,slot_db846888b1fe74730e7ae0cc85a2a23ee4a17065d56725e6f5cac3d5b4ac3dd2,thinking_same_version,restricted_search,cost_free,single,1,max,same_version_max,phantom_seed2/q28,0,direct,"{""F1"": 1.0}",job_80949ec7fdbfa3da0a1edf987045b033672c6b47358d886ed5adb8fff1287f96,"{""cached_input_tokens"": null, ""input_tokens"": 111447.0, ""output_tokens"": 14969.0, ""reasoning_tokens"": 13767.0, ""total_tokens"": 126416.0}"
slot_552029db9136a33adbe5f8122225bd190b0dca51e13cb24f994a6fac9e681ed1,slot_552029db9136a33adbe5f8122225bd190b0dca51e13cb24f994a6fac9e681ed1,thinking_same_version,evidence_audit,cost_free,single,1,low,same_version_low,contract-nli/index7,0,direct,"{""EA"": 1.0, ""LA"": 0.9411764705882353}",job_d081b13b48050490f3599d13af15de474d0bacb13e0f6ee52c14f5f2feebad10,"{""cached_input_tokens"": null, ""input_tokens"": 97417.0, ""output_tokens"": 1716.0, ""reasoning_tokens"": 719.0, ""total_tokens"": 99133.0}"
slot_4adf37fdefea54e5b555df2e7eba47c01121a35f70144888f2e464a61b103433,slot_4adf37fdefea54e5b555df2e7eba47c01121a35f70144888f2e464a61b103433,thinking_same_version,evidence_audit,cost_free,single,1,max,same_version_max,contract-nli/index7,0,direct,"{""EA"": 1.0, ""LA"": 1.0}",job_633d7197e3a0bb1bc7d602ff92fd995cbe9d740e355162c56deceed50e3b13ff,"{""cached_input_tokens"": null, ""input_tokens"": 1448863.0, ""output_tokens"": 65446.0, ""reasoning_tokens"": 63273.0, ""total_tokens"": 1514309.0}"
