model,budget,doc_index,doc_id,order,source_cohort,trace_path,trace_sha256,trace_bytes,hypothesis_count,label_acc,evidence_acc,joint_acc,label_correct_wrong_evidence_rate,correct_label_wrong_evidence_conditional,tool_calls,visible_tool_calls,distinct_hypotheses,repeat_calls,gold_nonempty_query_calls,gold_empty_query_calls,feedback_correct,feedback_incomplete,feedback_irrelevant,first_fixed_example,last_feedback_not_exact,termination_reason,answer_source,agent_steps,simulated_feedback_cost,budget_limit,budget_fraction,residual_less_than_min_call,residual_at_least_max_call,zero_feedback,visible_distinct_hypotheses,visible_repeat_calls,visible_feedback_correct,visible_feedback_incomplete,visible_feedback_irrelevant,visible_last_feedback_not_exact,hidden_result_count,natural_answer,time_budget_exceeded,max_steps_reached,visible_nonempty_query_calls,nonempty_n,nonempty_label_correct,nonempty_evidence_exact,nonempty_joint_correct,nonempty_label_correct_wrong_evidence,nonempty_missing_any,nonempty_extra_any,nonempty_evidence_precision,nonempty_evidence_recall,nonempty_queried,nonempty_correct_label_wrong_evidence_conditional,empty_n,empty_label_correct,empty_evidence_exact,empty_joint_correct,empty_label_correct_wrong_evidence,empty_missing_any,empty_extra_any,empty_evidence_precision,empty_evidence_recall,empty_queried,empty_correct_label_wrong_evidence_conditional
glm-5.3,cost_tight,12,25,1,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_12_r1_s2201.json,885e95e0e9c50e3c877157bc3e6f39beb69aa3957b805c5cb6f3d214af70fea8,433865,17,0.8823529411764706,0.5294117647058824,0.5294117647058824,0.35294117647058826,0.4,3,3,3,0,0,3,0,0,3,1,1,natural_answer,natural_model_answer,4,899.9074795935303,900.0,0.999897199548367,1,0,0,3,0,0,0,3,1,0,1,0,0,0,7,1,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.9285714285714286,0.6428571428571429,0,0.8571428571428571,10,0.8,0.8,0.8,0,0,0.2,0.8,1.0,0.3,0.0
glm-5.3,cost_tight,12,25,2,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,701e3cc6b0a13ab99d56a927beb56179faa191d06a297761eb1af233a35f699b,346552,17,0.8823529411764706,0.5294117647058824,0.5294117647058824,0.35294117647058826,0.4,3,2,3,0,1,2,0,0,3,1,1,time_budget_exceeded,forced_model_answer,3,936.5466991905123,900.0,1.0406074435450137,1,0,0,2,0,0,0,2,1,1,0,1,0,0,7,1,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.9285714285714286,0.6428571428571429,0,0.8571428571428571,10,0.8,0.8,0.8,0,0,0.2,0.8,1.0,0.2,0.0
glm-5.3,cost_free,2,4,0,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index2-doc4/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_2_r0_s2200.json,6e6b08f04ccedf49630887a4294d389e61191b0466e10daef84abb28cca15fc7,565910,17,1.0,1.0,1.0,0.0,0.0,26,26,17,9,8,18,17,2,7,1,1,natural_answer,natural_model_answer,27,7804.817948359996,,,,,0,17,9,17,2,7,1,0,1,0,0,8,6,1,1,1,0,0,0,1.0,1.0,1,0.0,11,1,1,1,0,0,0,1.0,1.0,1,0.0
glm-5.3,cost_free,2,4,1,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index2-doc4/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,58abd086da4ac5c537312b5ffa66c59d819e5ac3badb68f53bd130f4a66e90e3,275192,17,1.0,1.0,1.0,0.0,0.0,24,24,17,7,8,16,17,2,5,1,0,natural_answer,natural_model_answer,25,7199.4640599843115,,,,,0,17,7,17,2,5,0,0,1,0,0,8,6,1,1,1,0,0,0,1.0,1.0,1,0.0,11,1,1,1,0,0,0,1.0,1.0,1,0.0
glm-5.3,cost_free,2,4,2,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index2-doc4/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_2_r2_s2202.json,895fe998dfd68d943edd65d8d323354c981b307d3fa70a261103188731bfa932,597066,17,1.0,1.0,1.0,0.0,0.0,28,28,17,11,9,19,17,3,8,1,0,natural_answer,natural_model_answer,29,8416.107356818393,,,,,0,17,11,17,3,8,0,0,1,0,0,9,6,1,1,1,0,0,0,1.0,1.0,1,0.0,11,1,1,1,0,0,0,1.0,1.0,1,0.0
glm-5.3,cost_moderate,2,4,0,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index2-doc4/cost_moderate/single/glm-5.3_cost_moderate/traces-v2/evidence_audit_cc-large_2_r0_s2200.json,3580f4be46e663a37c58d13c16f4c96d0f3e23e61113674672f536fd3d5da3eb,794866,17,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.0,9,9,8,1,4,5,4,0,5,1,0,natural_answer,natural_model_answer,10,2726.2213303148746,3000.0,0.9087404434382915,1,0,0,8,1,4,0,5,0,0,1,0,0,4,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0.16666666666666666,0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.0,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,0,0,0.09090909090909091,0.9090909090909091,1.0,0.36363636363636365,0.0
glm-5.3,cost_moderate,2,4,1,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index2-doc4/cost_moderate/single/glm-5.3_cost_moderate/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,b6a037b7b05eedb7021a246210d8c670fcbeb67a416a4c7a7d09f45fca2b0eee,1165911,17,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.0,0.0,9,9,6,3,2,7,2,0,7,1,1,natural_answer,natural_model_answer,10,2736.012623598799,3000.0,0.9120042078662663,1,0,0,6,3,2,0,7,1,0,1,0,0,2,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0.16666666666666666,0,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.0,11,1,1,1,0,0,0,1.0,1.0,0.45454545454545453,0.0
glm-5.3,cost_moderate,2,4,2,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index2-doc4/cost_moderate/single/glm-5.3_cost_moderate/traces-v2/evidence_audit_cc-large_2_r2_s2202.json,4dbad2a0d23ed312e2ed4bf16a402a69b1499b6e06e9392dd9a8a16c94d17fa3,568513,17,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.0,10,9,9,1,5,5,5,0,5,1,0,time_budget_exceeded,forced_model_answer,11,3018.3589680865407,3000.0,1.006119656028847,1,0,0,8,1,4,0,5,1,1,0,1,0,4,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0.16666666666666666,0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.0,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,0,0,0.09090909090909091,0.9090909090909091,1.0,0.36363636363636365,0.0
glm-5.3,cost_tight,2,4,0,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index2-doc4/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_2_r0_s2200.json,41fabda4756e75651ba03b2958d26b71971fa250bade8b51832ba707c7519f74,360622,17,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.0,0.0,3,2,3,0,0,3,0,0,3,1,1,time_budget_exceeded,forced_model_answer,3,917.6184026617557,900.0,1.0195760029575063,1,0,0,2,0,0,0,2,1,1,0,1,0,0,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0.16666666666666666,0,0.8333333333333334,0.8333333333333334,0,0.0,11,0.7272727272727273,0.7272727272727273,0.7272727272727273,0,0,0.2727272727272727,0.7272727272727273,1.0,0.18181818181818182,0.0
glm-5.3,cost_tight,2,4,1,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index2-doc4/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,6ae8501ed16b1a3cbdc06032adf25e16eb6ae9ac39e3077b4870d5fbf63c74d9,406034,17,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0,0.0,3,2,3,0,0,3,0,0,3,1,1,time_budget_exceeded,forced_model_answer,3,917.6184026617557,900.0,1.0195760029575063,1,0,0,2,0,0,0,2,1,1,0,1,0,0,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0.16666666666666666,0,0.8333333333333334,0.8333333333333334,0,0.0,11,0.8181818181818182,0.8181818181818182,0.8181818181818182,0,0,0.18181818181818182,0.8181818181818182,1.0,0.18181818181818182,0.0
glm-5.3,cost_tight,2,4,2,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index2-doc4/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_2_r2_s2202.json,bf126a27d322e8e0be7d4e91624ebcedc19b434f0f43f543432607df23b59e74,709948,17,0.0,0.0,0.0,0.0,,3,2,3,0,0,3,0,0,3,1,1,time_budget_exceeded,,3,917.6184026617557,900.0,1.0195760029575063,1,0,0,2,0,0,0,2,1,1,0,1,0,0,6,0,0,0,0,1,0,0.0,0.0,0,,11,0,0,0,0,0,0,1.0,1.0,0.18181818181818182,
glm-5.3,cost_free,3,5,0,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index3-doc5/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_3_r0_s2200.json,0c5d425b68b19707705bf135bae5652c17d848ef4047e96ac9b2afa4ce811d60,343943,17,0.9411764705882353,1.0,0.9411764705882353,0.0,0.0,25,25,17,8,8,17,17,3,5,1,0,natural_answer,natural_model_answer,27,7429.5199711527675,,,,,0,17,8,17,3,5,0,0,1,0,0,8,5,0.8,1,0.8,0,0,0,1.0,1.0,1,0.0,12,1,1,1,0,0,0,1.0,1.0,1,0.0
glm-5.3,cost_free,3,5,1,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index3-doc5/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_3_r1_s2201.json,ad4c90ea385341e2e7b986ebe2398b7983c87d3b979b6b534c648b74b5a3d860,818003,17,0.9411764705882353,1.0,0.9411764705882353,0.0,0.0,27,27,17,10,9,18,17,2,8,1,0,natural_answer,natural_model_answer,28,8059.11915352568,,,,,0,17,10,17,2,8,0,0,1,0,0,9,5,0.8,1,0.8,0,0,0,1.0,1.0,1,0.0,12,1,1,1,0,0,0,1.0,1.0,1,0.0
glm-5.3,cost_free,3,5,2,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index3-doc5/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,e9611a6f9aeea63421c16d52d1a9b03ab0f47ef29b35da6409dad8232212af9d,549556,17,0.9411764705882353,1.0,0.9411764705882353,0.0,0.0,26,26,17,9,9,17,17,3,6,1,0,natural_answer,natural_model_answer,27,7761.054467419162,,,,,0,17,9,17,3,6,0,0,1,0,0,9,5,0.8,1,0.8,0,0,0,1.0,1.0,1,0.0,12,1,1,1,0,0,0,1.0,1.0,1,0.0
glm-5.3,cost_moderate,3,5,0,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index3-doc5/cost_moderate/single/glm-5.3_cost_moderate/traces-v2/evidence_audit_cc-large_3_r0_s2200.json,887a2468c1eb7a2012ec38e29552d4b87a9edaca0ae92ce9bd3f26875ecc5be7,250933,17,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.0,0.0,10,10,9,1,5,5,4,1,5,1,1,natural_answer,natural_model_answer,11,2934.521359335631,3000.0,0.9781737864452104,1,0,0,9,1,4,1,5,1,0,1,0,0,5,5,0.8,1,0.8,0,0,0,1.0,1.0,0.8,0.0,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,0,0,0.08333333333333333,0.9166666666666666,1.0,0.4166666666666667,0.0
glm-5.3,cost_moderate,3,5,1,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index3-doc5/cost_moderate/single/glm-5.3_cost_moderate/traces-v2/evidence_audit_cc-large_3_r1_s2201.json,5d78fcc180f7f5a506b6bd7e3f6bf2d222af016a24c7ab67ad4bb5b8e38dc8eb,582389,17,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.0,0.0,10,10,8,2,6,4,2,2,6,1,0,natural_answer,natural_model_answer,11,2934.990919753909,3000.0,0.9783303065846364,1,0,0,8,2,2,2,6,0,0,1,0,0,6,5,0.8,1,0.8,0,0,0,1.0,1.0,0.8,0.0,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,0,0,0.08333333333333333,0.9166666666666666,1.0,0.3333333333333333,0.0
glm-5.3,cost_moderate,3,5,2,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index3-doc5/cost_moderate/single/glm-5.3_cost_moderate/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,db3278bd2e9418483b70d95ad408475911f76f5c3e13b9e57d0eef4c2976bad6,400651,17,0.0,0.0,0.0,0.0,,10,10,6,4,5,5,4,2,4,1,0,natural_answer,natural_model_answer,12,2930.484019815922,3000.0,0.9768280066053072,1,0,0,6,4,4,2,4,0,0,1,0,0,5,5,0,0,0,0,1,0,0.0,0.0,0.8,,12,0,0,0,0,0,0,1.0,1.0,0.16666666666666666,
glm-5.3,cost_tight,3,5,0,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index3-doc5/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_3_r0_s2200.json,be29ed8b93517cd3a252b5644cdc1a1a708309334d016998e38b336946810344,413320,17,0.8235294117647058,0.7058823529411765,0.7058823529411765,0.11764705882352941,0.14285714285714285,3,2,3,0,2,1,1,0,2,1,0,time_budget_exceeded,forced_model_answer,3,917.3263723868877,900.0,1.0192515248743197,1,0,0,2,0,0,0,2,1,1,0,1,0,1,5,0.8,0.4,0.4,0.4,0.4,0.2,0.9,0.8,0.2,0.5,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0.16666666666666666,0.8333333333333334,1.0,0.08333333333333333,0.0
glm-5.3,cost_tight,3,5,1,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index3-doc5/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_3_r1_s2201.json,0f13c9477e7589a3b52e7d231a462e17d9390e05f0ed6e2149588dd391c5117d,700450,17,0.7647058823529411,0.7647058823529411,0.7058823529411765,0.058823529411764705,0.07692307692307693,3,3,3,0,2,1,0,2,1,1,1,natural_answer,natural_model_answer,5,875.1763031259179,900.0,0.9724181145843532,1,0,0,3,0,0,2,1,1,0,1,0,0,2,5,0.8,0.8,0.6,0.2,0.2,0.2,0.8,0.8,0.4,0.25,12,0.75,0.75,0.75,0,0,0.25,0.75,1.0,0.08333333333333333,0.0
glm-5.3,cost_tight,3,5,2,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index3-doc5/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,246080054766537760e3f59a323000317de821ac49b636411c609640a8ecfdc3,428987,17,0.0,0.0,0.0,0.0,,3,3,3,0,1,2,0,1,2,1,1,natural_answer,natural_model_answer,5,874.3627953249961,900.0,0.9715142170277734,1,0,0,3,0,0,1,2,1,0,1,0,0,1,5,0,0,0,0,1,0,0.0,0.0,0.2,,12,0,0,0,0,0,0,1.0,1.0,0.16666666666666666,
glm-5.3,cost_free,4,6,0,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_4_r0_s2200.json,5cef925d148c262d2c9efcabaa06317597dc7adbe7d5a27c275e40e4bc0ecc5b,387191,17,0.0,0.0,0.0,0.0,,26,26,17,9,18,8,17,5,4,1,0,natural_answer,natural_model_answer,27,7772.369290925562,,,,,0,17,9,17,5,4,0,0,1,0,0,18,11,0,0,0,0,1,0,0.0,0.0,1,,6,0,0,0,0,0,0,1.0,1.0,1,
glm-5.3,cost_free,4,6,1,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_4_r1_s2201.json,81f08010106644c6f2f67f4c2af06a58278724c231c1706485b42791a3c68a2d,303224,17,0.0,0.0,0.0,0.0,,26,26,17,9,19,7,17,2,7,1,0,natural_answer,natural_model_answer,27,7782.114151213318,,,,,0,17,9,17,2,7,0,0,1,0,0,19,11,0,0,0,0,1,0,0.0,0.0,1,,6,0,0,0,0,0,0,1.0,1.0,1,
glm-5.3,cost_free,4,6,2,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_4_r2_s2202.json,26ab9ec1bff737afaaa4ee7bc5f971352eda4d3eb2429047f04002e2a99a9976,247975,17,1.0,1.0,1.0,0.0,0.0,24,24,17,7,17,7,17,2,5,1,0,natural_answer,natural_model_answer,25,7153.412250541151,,,,,0,17,7,17,2,5,0,0,1,0,0,17,11,1,1,1,0,0,0,1.0,1.0,1,0.0,6,1,1,1,0,0,0,1.0,1.0,1,0.0
glm-5.3,cost_moderate,4,6,0,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_moderate/single/glm-5.3_cost_moderate/traces-v2/evidence_audit_cc-large_4_r0_s2200.json,305264e78f19b073004fe53a3c738d182e17b1974305b94916c96190abee9c1e,347605,17,1.0,0.9411764705882353,0.9411764705882353,0.058823529411764705,0.058823529411764705,10,10,6,4,8,2,3,2,5,1,1,natural_answer,natural_model_answer,11,2960.3357961028814,3000.0,0.9867785987009605,1,0,0,6,4,3,2,5,1,0,1,0,0,8,11,1,0.9090909090909091,0.9090909090909091,0.09090909090909091,0.09090909090909091,0,1.0,0.9545454545454546,0.45454545454545453,0.09090909090909091,6,1,1,1,0,0,0,1.0,1.0,0.16666666666666666,0.0
glm-5.3,cost_moderate,4,6,1,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_moderate/single/glm-5.3_cost_moderate/traces-v2/evidence_audit_cc-large_4_r1_s2201.json,124ff84fe58498d9a8142321c3fcb8a7cc7e236d0640b4bb8ec08c3212d8eaff,443635,17,1.0,0.8235294117647058,0.8235294117647058,0.17647058823529413,0.17647058823529413,10,10,6,4,8,2,4,0,6,1,0,natural_answer,natural_model_answer,11,2996.8048836756498,3000.0,0.9989349612252166,1,0,0,6,4,4,0,6,0,0,1,0,0,8,11,1,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.2727272727272727,0,1.0,0.8636363636363636,0.36363636363636365,0.2727272727272727,6,1,1,1,0,0,0,1.0,1.0,0.3333333333333333,0.0
glm-5.3,cost_moderate,4,6,2,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_moderate/single/glm-5.3_cost_moderate/traces-v2/evidence_audit_cc-large_4_r2_s2202.json,748d4097fa79790761c0d2d2d5380ce85d561877579a33986c426ff4d13e95af,632854,17,0.0,0.0,0.0,0.0,,10,10,7,3,8,2,2,1,7,1,1,natural_answer,natural_model_answer,11,2934.9683220125735,3000.0,0.9783227740041912,1,0,0,7,3,2,1,7,1,0,1,0,0,8,11,0,0,0,0,1,0,0.0,0.0,0.45454545454545453,,6,0,0,0,0,0,0,1.0,1.0,0.3333333333333333,
glm-5.3,cost_tight,4,6,0,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_4_r0_s2200.json,08e97605ea753bbd80973ad27e5fa1006e7915bc9b80be5cf578adc32ec82da3,364149,17,1.0,0.7058823529411765,0.7058823529411765,0.29411764705882354,0.29411764705882354,3,3,3,0,2,1,2,0,1,1,0,natural_answer,natural_model_answer,4,883.046267637983,900.0,0.9811625195977588,1,0,0,3,0,2,0,1,0,0,1,0,0,2,11,1,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.8636363636363636,0.7727272727272727,0.18181818181818182,0.45454545454545453,6,1,1,1,0,0,0,1.0,1.0,0.16666666666666666,0.0
glm-5.3,cost_tight,4,6,1,glm_original,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_4_r1_s2201.json,2dc6004876a19e4ef579ba3d6390525fd1b30e0dd670c5d07f47ca97b7d2f938,330347,17,0.9411764705882353,0.6470588235294118,0.6470588235294118,0.29411764705882354,0.3125,3,3,3,0,1,2,0,0,3,1,1,natural_answer,natural_model_answer,4,890.8339914306998,900.0,0.9898155460341109,1,0,0,3,0,0,0,3,1,0,1,0,0,1,11,0.9090909090909091,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.18181818181818182,0.7272727272727273,0.5909090909090909,0.09090909090909091,0.5,6,1,1,1,0,0,0,1.0,1.0,0.3333333333333333,0.0
