model,doc_index,order,hypothesis,gold_evidence_ids,free_first_partial_and_tight_final_ids,free_feedback_calls,free_exact_feedback_seen,free_trace,tight_trace
glm-5.3,1,1,nda-1,"[15, 16, 17]",[17],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index1-doc2/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index1-doc2/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_1_r1_s2201.json
glm-5.3,10,1,nda-4,"[43, 45]",[45],4,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index10-doc23/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_10_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index10-doc23/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_10_r1_s2201.json
glm-5.3,10,1,nda-8,"[47, 53, 54, 55]","[53, 54, 55]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index10-doc23/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_10_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index10-doc23/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_10_r1_s2201.json
glm-5.3,10,2,nda-8,"[47, 53, 54, 55]","[53, 54, 55]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index10-doc23/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_10_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index10-doc23/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_10_r2_s2202.json
glm-5.3,10,2,nda-20,"[83, 84, 85, 86]","[83, 84, 85]",9,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index10-doc23/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_10_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index10-doc23/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_10_r2_s2202.json
glm-5.3,11,1,nda-3,"[11, 12]",[12],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_11_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_11_r1_s2201.json
glm-5.3,11,1,nda-2,"[11, 12, 13, 14, 15]",[12],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_11_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_11_r1_s2201.json
glm-5.3,11,2,nda-2,"[11, 12, 13, 14, 15]","[11, 12]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_11_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_11_r2_s2202.json
glm-5.3,12,1,nda-13,"[25, 28]",[28],3,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_12_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_12_r1_s2201.json
glm-5.3,12,1,nda-4,"[32, 35]",[35],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_12_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_12_r1_s2201.json
glm-5.3,4,2,nda-12,"[14, 18]",[18],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_4_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_4_r2_s2202.json
glm-5.3,4,2,nda-2,"[12, 13]",[12],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_4_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_4_r2_s2202.json
glm-5.3,5,0,nda-4,"[9, 10]",[10],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index5-doc8/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_5_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index5-doc8/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_5_r0_s2200.json
glm-5.3,5,2,nda-4,"[9, 10]",[10],4,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index5-doc8/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_5_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index5-doc8/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_5_r2_s2202.json
glm-5.3,6,0,nda-4,"[15, 17]",[17],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_6_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_6_r0_s2200.json
glm-5.3,6,0,nda-12,"[24, 31]",[31],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_6_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_6_r0_s2200.json
glm-5.3,6,2,nda-12,"[24, 31]",[31],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_6_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_6_r2_s2202.json
glm-5.3,6,2,nda-5,"[15, 18, 19, 20, 36]","[18, 19, 20]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_6_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_6_r2_s2202.json
glm-5.3,6,2,nda-4,"[15, 17]",[17],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_6_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index6-doc11/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_6_r2_s2202.json
glm-5.3,7,1,nda-19,"[22, 29]",[29],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index7-doc18/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_7_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index7-doc18/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_7_r1_s2201.json
glm-5.3,8,1,nda-13,"[24, 27]",[27],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_8_r1_s2201.json
glm-5.3,8,1,nda-19,"[31, 32, 62]",[62],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_8_r1_s2201.json
glm-5.3,8,1,nda-20,"[42, 43, 44, 45, 46]","[43, 44, 45]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_8_r1_s2201.json
glm-5.3,8,1,nda-4,"[31, 33]",[33],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_8_r1_s2201.json
glm-5.3,8,1,nda-5,"[16, 37, 38]","[16, 38]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_8_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index8-doc21/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_8_r1_s2201.json
glm-5.3,9,0,nda-4,"[16, 18]",[18],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_9_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_9_r0_s2200.json
glm-5.3,9,0,nda-12,"[23, 27]",[27],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_9_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_9_r0_s2200.json
glm-5.3,9,0,nda-19,"[16, 17, 64]",[64],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_9_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_9_r0_s2200.json
glm-5.3,9,1,nda-19,"[16, 17, 64]",[64],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_9_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_9_r1_s2201.json
glm-5.3,9,1,nda-5,"[16, 19]",[19],1,0,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_free/single/glm-5.3_cost_free/traces-v2/evidence_audit_cc-large_9_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/expgym/evidence_audit/audit-index9-doc22/cost_tight/single/glm-5.3_cost_tight/traces-v2/evidence_audit_cc-large_9_r1_s2201.json
gpt-5.6-sol,12,0,nda-4,"[32, 35]",[35],3,1,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_1bbb8c120a7b8bed3b499a913c4807999fa3530fe628f3abe1f0fbd8a81eea1b/result/gpt-5.6-sol_cost_free/traces-v2/evidence_audit_cc-large_12_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_68827769f90309b9b4a1a25ce0fb3d1cd68d0c7ab6dadf2d9ca424abf38c38b3/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_12_r0_s2200.json
gpt-5.6-sol,9,0,nda-4,"[16, 18]",[18],2,1,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_5d1ebb7bf62806c6ac4dd0c4fc0f2b0e551a304466f07bb0a912d01803ec2a20/result/gpt-5.6-sol_cost_free/traces-v2/evidence_audit_cc-large_9_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_79e005cf5a8d30de9bc543bbdc81c00b1d99107d424c605201cade4c1e7019d2/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_9_r0_s2200.json
gpt-5.6-sol,9,0,nda-19,"[16, 17, 64]",[64],2,1,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_5d1ebb7bf62806c6ac4dd0c4fc0f2b0e551a304466f07bb0a912d01803ec2a20/result/gpt-5.6-sol_cost_free/traces-v2/evidence_audit_cc-large_9_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_79e005cf5a8d30de9bc543bbdc81c00b1d99107d424c605201cade4c1e7019d2/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_9_r0_s2200.json
gpt-5.6-sol,10,2,nda-8,"[47, 53, 54, 55]","[53, 54, 55]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_865f4b48ad18ee2d77e9537c1cc42df7948a8a3c105e2f8e78e155ac4903425d/result/gpt-5.6-sol_cost_free/traces-v2/evidence_audit_cc-large_10_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_b898167c49226ca8a0cdc465e86982e8e075d961071ccc7171a292af339bf5e4/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_10_r2_s2202.json
