model,budget,doc_index,doc_id,order,source_cohort,trace_path,hypothesis,position,gold_label,gold_nonempty,gold_size,submitted_size,valid_hypothesis_submission,label_correct,evidence_exact,joint_correct,label_correct_wrong_evidence,missing_count,extra_count,overlap_count,missing_any,extra_any,evidence_precision,evidence_recall,feedback_calls,visible_feedback_calls,queried,ever_exact_proposal,submitted_exactly_verified,first_proposal_exact,wrong_first_final_exact,exact_seen_final_wrong,revised_after_wrong,final_changed_from_first,gold_evidence_ids,submitted_evidence_ids,first_visible_evidence_ids,first_visible_feedback_status
gpt-5.6-sol,cost_moderate,4,6,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_352ea76d0f8f73a5f1964bbf673c3936aac7f0b5f77e71d3a31e57deb4491df7/result/gpt-5.6-sol_cost_moderate/traces-v2/evidence_audit_cc-large_4_r1_s2201.json,nda-5,14,Entailment,1,1,0,1,0,0,0,0,1,0,0,1,0,0.0,0.0,0,0,0,0,0,,0,0,0,0,[24],[],,
gpt-5.6-sol,cost_moderate,4,6,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_352ea76d0f8f73a5f1964bbf673c3936aac7f0b5f77e71d3a31e57deb4491df7/result/gpt-5.6-sol_cost_moderate/traces-v2/evidence_audit_cc-large_4_r1_s2201.json,nda-11,15,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,0,0,0,1,0,0,1,[],[],"[3, 7]",Contain Irrelevant Evidences
gpt-5.6-sol,cost_moderate,4,6,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_352ea76d0f8f73a5f1964bbf673c3936aac7f0b5f77e71d3a31e57deb4491df7/result/gpt-5.6-sol_cost_moderate/traces-v2/evidence_audit_cc-large_4_r1_s2201.json,nda-8,16,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,3,5,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3b046cc77e6448adf281480b0fd49b599969b93ce71de8943ecc23171480d425/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,nda-19,0,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,3,5,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3b046cc77e6448adf281480b0fd49b599969b93ce71de8943ecc23171480d425/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,nda-8,1,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[21],[21],,
gpt-5.6-sol,cost_tight,3,5,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3b046cc77e6448adf281480b0fd49b599969b93ce71de8943ecc23171480d425/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,nda-11,2,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,0,0,0,1,0,0,1,[],[],"[3, 7]",Contain Irrelevant Evidences
gpt-5.6-sol,cost_tight,3,5,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3b046cc77e6448adf281480b0fd49b599969b93ce71de8943ecc23171480d425/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,nda-12,3,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,3,5,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3b046cc77e6448adf281480b0fd49b599969b93ce71de8943ecc23171480d425/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,nda-1,4,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,3,5,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3b046cc77e6448adf281480b0fd49b599969b93ce71de8943ecc23171480d425/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,nda-16,5,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,3,5,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3b046cc77e6448adf281480b0fd49b599969b93ce71de8943ecc23171480d425/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,nda-10,6,Entailment,1,2,0,1,0,0,0,0,2,0,0,1,0,0.0,0.0,0,0,0,0,0,,0,0,0,0,"[5, 9]",[],,
gpt-5.6-sol,cost_tight,3,5,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3b046cc77e6448adf281480b0fd49b599969b93ce71de8943ecc23171480d425/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,nda-2,7,NotMentioned,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],[6],,
gpt-5.6-sol,cost_tight,3,5,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3b046cc77e6448adf281480b0fd49b599969b93ce71de8943ecc23171480d425/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,nda-15,8,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,3,5,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3b046cc77e6448adf281480b0fd49b599969b93ce71de8943ecc23171480d425/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,nda-20,9,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,3,5,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3b046cc77e6448adf281480b0fd49b599969b93ce71de8943ecc23171480d425/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,nda-18,10,NotMentioned,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],[13],,
gpt-5.6-sol,cost_tight,3,5,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3b046cc77e6448adf281480b0fd49b599969b93ce71de8943ecc23171480d425/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,nda-7,11,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[3],[3],,
gpt-5.6-sol,cost_tight,3,5,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3b046cc77e6448adf281480b0fd49b599969b93ce71de8943ecc23171480d425/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,nda-13,12,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,3,5,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3b046cc77e6448adf281480b0fd49b599969b93ce71de8943ecc23171480d425/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,nda-5,13,Entailment,1,1,2,1,1,0,0,1,0,1,1,0,1,0.5,1.0,0,0,0,0,0,,0,0,0,0,[3],"[3, 6]",,
gpt-5.6-sol,cost_tight,3,5,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3b046cc77e6448adf281480b0fd49b599969b93ce71de8943ecc23171480d425/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,nda-17,14,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,3,5,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3b046cc77e6448adf281480b0fd49b599969b93ce71de8943ecc23171480d425/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,nda-4,15,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,3,5,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3b046cc77e6448adf281480b0fd49b599969b93ce71de8943ecc23171480d425/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,nda-3,16,Contradiction,1,2,1,1,0,0,0,0,1,0,1,1,0,1.0,0.5,0,0,0,0,0,,0,0,0,0,"[5, 6]",[6],,
gpt-5.6-sol,cost_tight,2,4,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3c3695399c28740cb2b823eb55f3581f1868c9dd6d12bb98289e38da667757d7/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,nda-13,0,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,2,4,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3c3695399c28740cb2b823eb55f3581f1868c9dd6d12bb98289e38da667757d7/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,nda-10,1,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,2,4,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3c3695399c28740cb2b823eb55f3581f1868c9dd6d12bb98289e38da667757d7/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,nda-12,2,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,2,4,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3c3695399c28740cb2b823eb55f3581f1868c9dd6d12bb98289e38da667757d7/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,nda-16,3,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,2,4,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3c3695399c28740cb2b823eb55f3581f1868c9dd6d12bb98289e38da667757d7/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,nda-3,4,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[7],[7],,
gpt-5.6-sol,cost_tight,2,4,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3c3695399c28740cb2b823eb55f3581f1868c9dd6d12bb98289e38da667757d7/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,nda-17,5,NotMentioned,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],[12],,
gpt-5.6-sol,cost_tight,2,4,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3c3695399c28740cb2b823eb55f3581f1868c9dd6d12bb98289e38da667757d7/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,nda-15,6,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[12],[12],,
gpt-5.6-sol,cost_tight,2,4,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3c3695399c28740cb2b823eb55f3581f1868c9dd6d12bb98289e38da667757d7/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,nda-2,7,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,2,4,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3c3695399c28740cb2b823eb55f3581f1868c9dd6d12bb98289e38da667757d7/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,nda-19,8,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[13],[13],,
gpt-5.6-sol,cost_tight,2,4,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3c3695399c28740cb2b823eb55f3581f1868c9dd6d12bb98289e38da667757d7/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,nda-18,9,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,2,4,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3c3695399c28740cb2b823eb55f3581f1868c9dd6d12bb98289e38da667757d7/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,nda-20,10,Contradiction,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[11],[11],,
gpt-5.6-sol,cost_tight,2,4,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3c3695399c28740cb2b823eb55f3581f1868c9dd6d12bb98289e38da667757d7/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,nda-4,11,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[5],[5],,
gpt-5.6-sol,cost_tight,2,4,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3c3695399c28740cb2b823eb55f3581f1868c9dd6d12bb98289e38da667757d7/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,nda-1,12,Contradiction,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[7],[7],,
gpt-5.6-sol,cost_tight,2,4,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3c3695399c28740cb2b823eb55f3581f1868c9dd6d12bb98289e38da667757d7/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,nda-7,13,NotMentioned,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],[10],,
gpt-5.6-sol,cost_tight,2,4,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3c3695399c28740cb2b823eb55f3581f1868c9dd6d12bb98289e38da667757d7/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,nda-5,14,NotMentioned,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],[6],,
gpt-5.6-sol,cost_tight,2,4,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3c3695399c28740cb2b823eb55f3581f1868c9dd6d12bb98289e38da667757d7/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,nda-11,15,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,0,0,0,1,0,0,1,[],[],"[3, 7]",Contain Irrelevant Evidences
gpt-5.6-sol,cost_tight,2,4,1,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3c3695399c28740cb2b823eb55f3581f1868c9dd6d12bb98289e38da667757d7/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_2_r1_s2201.json,nda-8,16,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,9,22,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4044a55e7993a6f67cd7c049ffb111a7f9fc415cadc5ff8cca5da94cd20aa2f3/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_9_r2_s2202.json,nda-19,0,Entailment,1,3,2,1,1,0,0,1,1,0,2,1,0,1.0,0.6666666666666666,2,1,1,0,0,0,0,0,0,1,"[16, 17, 64]","[17, 64]",[64],Evidence Incomplete
gpt-5.6-sol,cost_tight,9,22,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4044a55e7993a6f67cd7c049ffb111a7f9fc415cadc5ff8cca5da94cd20aa2f3/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_9_r2_s2202.json,nda-8,1,Entailment,1,1,0,1,0,0,0,0,1,0,0,1,0,0.0,0.0,0,0,0,0,0,,0,0,0,0,[40],[],,
gpt-5.6-sol,cost_tight,9,22,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4044a55e7993a6f67cd7c049ffb111a7f9fc415cadc5ff8cca5da94cd20aa2f3/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_9_r2_s2202.json,nda-11,2,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,0,0,0,1,0,0,1,[],[],"[3, 7]",Contain Irrelevant Evidences
gpt-5.6-sol,cost_tight,9,22,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4044a55e7993a6f67cd7c049ffb111a7f9fc415cadc5ff8cca5da94cd20aa2f3/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_9_r2_s2202.json,nda-12,3,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,"[23, 27]","[23, 27]",,
gpt-5.6-sol,cost_tight,9,22,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4044a55e7993a6f67cd7c049ffb111a7f9fc415cadc5ff8cca5da94cd20aa2f3/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_9_r2_s2202.json,nda-1,4,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[12],[12],,
gpt-5.6-sol,cost_tight,9,22,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4044a55e7993a6f67cd7c049ffb111a7f9fc415cadc5ff8cca5da94cd20aa2f3/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_9_r2_s2202.json,nda-16,5,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,9,22,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4044a55e7993a6f67cd7c049ffb111a7f9fc415cadc5ff8cca5da94cd20aa2f3/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_9_r2_s2202.json,nda-10,6,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,9,22,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4044a55e7993a6f67cd7c049ffb111a7f9fc415cadc5ff8cca5da94cd20aa2f3/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_9_r2_s2202.json,nda-2,7,Entailment,1,1,1,1,0,1,0,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[12],[12],,
gpt-5.6-sol,cost_tight,9,22,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4044a55e7993a6f67cd7c049ffb111a7f9fc415cadc5ff8cca5da94cd20aa2f3/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_9_r2_s2202.json,nda-15,8,Entailment,1,1,2,1,1,0,0,1,0,1,1,0,1,0.5,1.0,0,0,0,0,0,,0,0,0,0,[31],"[29, 31]",,
gpt-5.6-sol,cost_tight,9,22,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4044a55e7993a6f67cd7c049ffb111a7f9fc415cadc5ff8cca5da94cd20aa2f3/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_9_r2_s2202.json,nda-20,9,NotMentioned,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],[33],,
gpt-5.6-sol,cost_tight,9,22,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4044a55e7993a6f67cd7c049ffb111a7f9fc415cadc5ff8cca5da94cd20aa2f3/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_9_r2_s2202.json,nda-18,10,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,
gpt-5.6-sol,cost_tight,9,22,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4044a55e7993a6f67cd7c049ffb111a7f9fc415cadc5ff8cca5da94cd20aa2f3/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_9_r2_s2202.json,nda-7,11,Contradiction,1,2,2,1,0,0,0,0,2,2,0,1,1,0.0,0.0,0,0,0,0,0,,0,0,0,0,"[16, 19]","[8, 9]",,
gpt-5.6-sol,cost_tight,9,22,2,gpt_original,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4044a55e7993a6f67cd7c049ffb111a7f9fc415cadc5ff8cca5da94cd20aa2f3/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_9_r2_s2202.json,nda-13,12,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,"[23, 26]","[23, 26]",,
