model,source,question_id,family,free_score,tight_score,score_change,free_visible,tight_visible,free_unique_articles,tight_unique_articles,shared_articles,common_article_prefix,same_first_article,tight_is_free_prefix,tight_term,free_term,free_slot_id,tight_slot_id
gpt-5.6-sol,phantom_seed3,28,whatis,1.0,0.0,-1.0,14,3,14,3,3,3,True,True,time_budget_exceeded,natural_answer,dc5599fb0212004f35cd318f,5c8d097cd5381154e82a71e3
gpt-5.6-sol,phantom_seed2,13,whois,0.0,0.0,0.0,24,6,6,3,3,3,True,False,natural_answer,natural_answer,fad784a08a100e2a779a62a1,0ba9a917ba9955e1fb69a171
gpt-5.6-sol,phantom_seed2,12,whois,1.0,0.0,-1.0,4,3,4,3,3,3,True,True,time_budget_exceeded,natural_answer,26114fd00a2a06c9f35991ab,6856533959b14f629970bcc2
gpt-5.6-sol,phantom_seed3,21,whatis,1.0,0.8,-0.19999999999999996,4,3,4,3,3,3,True,True,time_budget_exceeded,natural_answer,6da8b3f0d4674885ade8a07a,98b9ac2af903b1cdc308ee33
gpt-5.6-sol,phantom_seed2,23,whatis,0.6666666666666666,0.6666666666666666,0.0,6,3,6,3,3,3,True,True,natural_answer,natural_answer,b7125d6abb28c1cf9254e713,67e5eb16a04a278f5bf0c8a1
gpt-5.6-sol,phantom_seed3,34,whatis,0.0,0.0,0.0,16,3,11,2,2,3,True,True,time_budget_exceeded,natural_answer,79faac4ca681332e18e79ffe,f3c3538be641e07138470110
gpt-5.6-sol,phantom_seed2,8,whois,1.0,0.6666666666666666,-0.33333333333333337,18,4,18,3,3,2,True,False,natural_answer,natural_answer,a4a3f136932763b1ecd98214,c7844e478f37cd22f85f5e5f
gpt-5.6-sol,phantom_seed2,6,whois,1.0,0.0,-1.0,7,2,7,2,2,2,True,True,time_budget_exceeded,natural_answer,9db80b6834a0475c70a7dd0d,e137efbc5006cca84785d102
gpt-5.6-sol,phantom_seed2,19,whois,0.0,0.0,0.0,12,3,12,3,3,3,True,True,time_budget_exceeded,natural_answer,1b1886e8db85eab62927de06,15b702765bcfcabed5746d14
gpt-5.6-sol,phantom_seed3,19,whatis,1.0,0.0,-1.0,7,3,7,3,3,3,True,True,time_budget_exceeded,natural_answer,e56f37840aff904da48e3909,3985381b0c81a2b6e3bfec16
gpt-5.6-sol,phantom_seed3,12,whois,0.0,0.0,0.0,12,4,5,2,2,4,True,True,time_budget_exceeded,natural_answer,bc756aafa8e47ac0c29b24cc,fcad81e0ccfdd18852eb149b
gpt-5.6-sol,phantom_seed2,5,whois,1.0,0.0,-1.0,12,2,12,2,2,2,True,True,time_budget_exceeded,natural_answer,29837e0e25a6ab42edcb7fec,aec98433a4f549a24a09c0fc
gpt-5.6-sol,phantom_seed3,11,whois,1.0,1.0,0.0,4,3,3,3,3,2,True,False,natural_answer,natural_answer,b0d807e915b04efb485b34af,2a4003b976ca78db16355cbb
gpt-5.6-sol,phantom_seed3,22,whatis,1.0,0.0,-1.0,7,3,7,3,3,3,True,True,natural_answer,natural_answer,1ec5706d9fae41b131e870b3,4c1184abf011a9e10bffe388
gpt-5.6-sol,phantom_seed3,23,whatis,1.0,0.0,-1.0,28,4,27,3,3,1,True,False,time_budget_exceeded,natural_answer,7b18c6d713cfbe38ec534d5d,aba00ee17a0ff53c3ffe7dfe
gpt-5.6-sol,phantom_seed2,20,whatis,1.0,0.0,-1.0,6,3,6,3,3,3,True,True,time_budget_exceeded,natural_answer,0a4583c38eba942bcdd379bc,782b900a5722e719f25b443e
gpt-5.6-sol,phantom_seed3,4,whois,1.0,1.0,0.0,9,4,8,3,3,4,True,True,time_budget_exceeded,natural_answer,ceb9543c201e8b2e6028aaeb,213b66bd46de044e659408f9
gpt-5.6-sol,phantom_seed3,35,whatis,0.0,0.0,0.0,15,2,11,2,2,2,True,True,time_budget_exceeded,natural_answer,74ccc714193697675d22ff01,7c411d637bcb6bf84fbf4438
gpt-5.6-sol,phantom_seed2,28,whatis,1.0,0.0,-1.0,19,3,19,3,3,3,True,True,time_budget_exceeded,natural_answer,0f366894cf0b5a0419ce2bbc,4801926f85c59dde8b98ae6c
gpt-5.6-sol,phantom_seed2,35,whatis,0.0,0.0,0.0,25,3,23,2,2,3,True,True,time_budget_exceeded,natural_answer,9caf5b6b0a9493f89751737e,72bbc0399fe200c4f3b2036d
gpt-5.6-sol,phantom_seed2,2,whois,1.0,0.0,-1.0,12,3,11,3,3,1,True,False,time_budget_exceeded,natural_answer,b9405ff6aab0b317e17d7e2f,521f48ae4cc1c3a3777bdb8a
gpt-5.6-sol,phantom_seed2,32,whatis,0.0,0.0,0.0,19,8,8,3,3,5,True,False,time_budget_exceeded,natural_answer,b323cb782ebb4c83723a03a7,d187f5189223ac62ab478d17
gpt-5.6-sol,phantom_seed3,18,whois,0.0,0.0,0.0,28,4,18,2,2,4,True,True,time_budget_exceeded,natural_answer,97d230df1c98ad32b812bbd0,c67363ad1eb3ed2e4c29284b
gpt-5.6-sol,phantom_seed2,30,whatis,0.0,0.0,0.0,6,3,4,3,3,3,True,True,time_budget_exceeded,natural_answer,2027391ddd214fbeffbd2765,f48fe3ecafd2d007b9d84115
gpt-5.6-sol,phantom_seed3,5,whois,1.0,0.0,-1.0,9,3,9,3,3,3,True,True,time_budget_exceeded,natural_answer,8feedac4f871f2e8dcae394e,b19bd3d93050aa1c80f62231
gpt-5.6-sol,phantom_seed2,3,whois,1.0,0.0,-1.0,12,2,12,2,2,2,True,True,time_budget_exceeded,natural_answer,12696f242d45f75110a4005f,5eb184cb4645843581bdc3d2
gpt-5.6-sol,phantom_seed2,29,whatis,0.0,0.0,0.0,10,3,6,2,2,2,True,False,time_budget_exceeded,natural_answer,6f001bda0bd2a2c0d374c1af,55ccb02a90f00123cd3f0e0c
gpt-5.6-sol,phantom_seed2,24,whatis,0.6666666666666666,0.6666666666666666,0.0,4,2,3,2,2,2,True,True,time_budget_exceeded,natural_answer,592e9af41a4794157648e7bc,80d3f91b2d03d6fb2892e6e5
gpt-5.6-sol,phantom_seed3,15,whois,0.0,0.0,0.0,9,2,6,2,2,2,True,True,time_budget_exceeded,natural_answer,318aaa956ae9eccf4c63865b,c1a4fdf581936afe9540d3e2
gpt-5.6-sol,phantom_seed2,14,whois,1.0,1.0,0.0,5,3,5,3,3,3,True,True,time_budget_exceeded,natural_answer,d2eb271c46eea1a1594e197e,7a15065eb9ed899fc16512ba
gpt-5.6-sol,phantom_seed3,13,whois,1.0,0.0,-1.0,3,2,3,2,2,2,True,True,time_budget_exceeded,natural_answer,2a00f444edcaaa5aab7e31b4,a7fecb30275897183197b377
kimi-k3,phantom_seed2,0,whois,1.0,1.0,0.0,5,3,5,3,3,2,True,False,natural_answer,natural_answer,5107aa5014bb2ec9434a41fb,c807129cf90d8c75bf5e5228
kimi-k3,phantom_seed2,1,whois,1.0,0.0,-1.0,9,3,9,3,3,3,True,True,time_budget_exceeded,natural_answer,66759679d3e8d195b6157030,fea594c3bdf6844f65b759d5
kimi-k3,phantom_seed2,10,whois,0.0,0.0,0.0,25,4,8,3,2,2,True,False,natural_answer,natural_answer,90df45348a85ab4994d8a04d,c6718dfba7cbf5bbcaff060f
kimi-k3,phantom_seed2,11,whois,0.0,0.0,0.0,6,3,3,3,3,3,True,True,natural_answer,natural_answer,8c407d9d409b53f71eed9ade,ee01a3f1bf8320b078c5de31
kimi-k3,phantom_seed2,12,whois,1.0,0.0,-1.0,4,3,4,3,3,3,True,True,time_budget_exceeded,natural_answer,dc7dfe155e7220910618ba56,cd5b64fb71ab2222a5180673
kimi-k3,phantom_seed2,13,whois,0.0,0.0,0.0,30,5,16,2,2,3,True,False,time_budget_exceeded,max_steps_reached,25e187d22ff72b79edc8cd42,257eab306a65daffc3122f45
kimi-k3,phantom_seed2,14,whois,1.0,0.5,-0.5,5,3,5,3,3,1,True,False,time_budget_exceeded,natural_answer,73257545396e1a33079fe55b,9633a89a62c557603cc72f63
kimi-k3,phantom_seed2,15,whois,0.0,0.0,0.0,7,3,7,3,3,3,True,True,time_budget_exceeded,natural_answer,f4ce77be1cbcb055a7a22f77,1c1a13afa87bf20af9f7b2c9
kimi-k3,phantom_seed2,16,whois,1.0,0.0,-1.0,9,2,9,2,2,2,True,True,time_budget_exceeded,natural_answer,44e8e6b57fd8b2dc7c9d99f0,44977fc91c858156365d58ff
kimi-k3,phantom_seed2,17,whois,0.0,0.0,0.0,29,3,25,3,3,1,True,False,time_budget_exceeded,natural_answer,83a673a762088f419df90ad7,7f9d3662e3574967383c0ebf
kimi-k3,phantom_seed2,18,whois,0.0,0.0,0.0,19,4,12,2,2,4,True,True,time_budget_exceeded,natural_answer,44cf969eadae90481b6257e8,d208ca1a333cc170c71aa78b
kimi-k3,phantom_seed2,19,whois,0.0,0.0,0.0,16,3,14,3,3,3,True,True,time_budget_exceeded,natural_answer,1fd5bf378f747fe0420170e6,1d31fc516511a77c49f4eba8
kimi-k3,phantom_seed2,2,whois,1.0,0.0,-1.0,11,3,11,3,3,3,True,True,time_budget_exceeded,natural_answer,41796ff2d24a81f96893e904,19dfe40851d3a401d192bbab
kimi-k3,phantom_seed2,20,whatis,1.0,0.0,-1.0,6,3,6,3,3,3,True,True,time_budget_exceeded,natural_answer,eea63ceb758b0d4c5fc123f7,6d2af14afd2f509c342cd533
kimi-k3,phantom_seed2,21,whatis,1.0,0.0,-1.0,13,3,13,3,3,3,True,True,time_budget_exceeded,natural_answer,52994725a427369fd5c8266c,ea4f85c9fc77d710090ee51e
kimi-k3,phantom_seed2,22,whatis,1.0,0.0,-1.0,16,2,16,2,2,2,True,True,time_budget_exceeded,natural_answer,f4dc8c16078a82d651ce21a3,50c83f8c57ebcdea96772eec
kimi-k3,phantom_seed2,23,whatis,0.6666666666666666,0.6666666666666666,0.0,10,3,9,3,3,3,True,True,natural_answer,natural_answer,9f05c449c58818067f7166a2,9fcc85be40996c7bd019528b
kimi-k3,phantom_seed2,24,whatis,1.0,0.6666666666666666,-0.33333333333333337,9,2,9,2,2,2,True,True,time_budget_exceeded,natural_answer,7d2637264233e3fe39edf164,3b7c340ce36b1bbdadb03ba4
kimi-k3,phantom_seed2,25,whatis,1.0,0.0,-1.0,23,2,23,2,2,2,True,True,time_budget_exceeded,natural_answer,e6454b9977a63bac0a5211a9,80be8ccb032c98edcffe6511
kimi-k3,phantom_seed2,26,whatis,0.0,0.0,0.0,17,2,17,2,2,2,True,True,time_budget_exceeded,natural_answer,2cdf114955b526f76f2f08ce,8396bf3df9027ee53eabf659
kimi-k3,phantom_seed2,27,whatis,0.0,0.0,0.0,23,2,23,2,2,2,True,True,time_budget_exceeded,natural_answer,b8621d16bee77f21e7f24473,574a441db783a6710ed94ab6
kimi-k3,phantom_seed2,28,whatis,1.0,0.0,-1.0,19,3,19,3,3,3,True,True,time_budget_exceeded,natural_answer,c40f35551e4da0625d828399,343ed3c784d97e36c77f186c
kimi-k3,phantom_seed2,29,whatis,0.0,0.0,0.0,14,5,13,2,2,2,True,False,time_budget_exceeded,natural_answer,a678dd7fd12ecd07d2366e74,3653f381b82b948a5fd6975c
kimi-k3,phantom_seed2,3,whois,1.0,0.0,-1.0,12,2,12,2,2,2,True,True,time_budget_exceeded,natural_answer,5e915b87413312f1e5d328ec,f1d02f97e21dec34ebeeefd1
kimi-k3,phantom_seed2,30,whatis,0.125,0.0,-0.125,13,3,9,3,3,3,True,True,time_budget_exceeded,natural_answer,b66289af0e2e2267ce54baee,c5ead1db2eef543f70f10e1a
kimi-k3,phantom_seed2,31,whatis,0.33333333333333337,0.33333333333333337,0.0,11,4,7,3,3,2,True,False,natural_answer,natural_answer,049e24286640e983a5775617,1ce641ca07538b034aab9d08
kimi-k3,phantom_seed2,32,whatis,0.0,0.0,0.0,15,5,8,3,3,3,True,False,natural_answer,natural_answer,36bf8b3c5f7aed18c1b59723,fcffb9ea5f9e689206031d5c
kimi-k3,phantom_seed2,33,whatis,1.0,0.0,-1.0,7,3,7,3,3,3,True,True,time_budget_exceeded,natural_answer,aa5e0284517ebfb8fe28b780,f8d818b8507ede0e8cb361e1
kimi-k3,phantom_seed2,34,whatis,0.16666666666666669,0.0,-0.16666666666666669,9,3,9,3,3,3,True,True,time_budget_exceeded,natural_answer,5df997eb2065b136a102289b,5773c77e0f33e37b004a3e72
kimi-k3,phantom_seed2,35,whatis,0.0,0.0,0.0,18,2,17,2,2,1,True,False,time_budget_exceeded,natural_answer,cfb7d671acc1af1bbee4aecf,c25a6934faf0f15419cc638a
kimi-k3,phantom_seed2,4,whois,1.0,0.6666666666666666,-0.33333333333333337,8,2,8,2,2,2,True,True,time_budget_exceeded,natural_answer,3bec829be02c21ff97d2f3f4,120fe5dbd9790baa923f5c28
kimi-k3,phantom_seed2,5,whois,1.0,0.0,-1.0,12,2,12,2,2,2,True,True,time_budget_exceeded,natural_answer,2846cae2c8bf86b6a4fb0bc1,4239c0c859a5ee8c83b84398
kimi-k3,phantom_seed2,6,whois,1.0,0.0,-1.0,7,2,7,2,2,2,True,True,time_budget_exceeded,natural_answer,5162122e2ef047b646c893c4,905c2001293ab498feaa44c0
kimi-k3,phantom_seed2,7,whois,1.0,0.0,-1.0,9,3,9,3,3,3,True,True,time_budget_exceeded,natural_answer,17896043a5415a493409ce60,4b58d36b0ac3e470eb63c6d7
kimi-k3,phantom_seed2,8,whois,1.0,0.6666666666666666,-0.33333333333333337,20,3,20,3,3,2,True,False,natural_answer,natural_answer,96deabc5cef2ba5d3ef756dd,c2a5301043de7597a2457e0e
kimi-k3,phantom_seed2,9,whois,1.0,0.0,-1.0,14,3,14,3,3,3,True,True,time_budget_exceeded,natural_answer,63d6e446c61a92ff9a93ab4f,47eeacac7dacb10a9f335e2a
kimi-k3,phantom_seed3,0,whois,1.0,0.4,-0.6,6,2,6,2,2,2,True,True,time_budget_exceeded,natural_answer,072e42e1658b363503cd2af5,5dbe3ff38f33a3500e52491a
kimi-k3,phantom_seed3,1,whois,0.6666666666666666,0.6666666666666666,0.0,3,2,3,2,2,2,True,True,time_budget_exceeded,natural_answer,566fe763e9c6a70df1a28bfc,f9e425d68dd17f83e7dab1f6
kimi-k3,phantom_seed3,10,whois,0.23529411764705882,0.23529411764705882,0.0,3,2,3,2,2,2,True,True,time_budget_exceeded,natural_answer,c3fb1b1825beeaa98caaf92a,f1ae1078f35de7811084db24
kimi-k3,phantom_seed3,11,whois,1.0,1.0,0.0,4,3,4,3,3,3,True,True,natural_answer,natural_answer,77812025f6eb1e4fa296cde3,247372c1cb7f2f32db29cbe6
kimi-k3,phantom_seed3,12,whois,0.2222222222222222,0.0,-0.2222222222222222,30,5,17,2,2,3,True,False,time_budget_exceeded,max_steps_reached,acd64370a8dc73c3c1926768,7867895520b01574a70240d3
kimi-k3,phantom_seed3,13,whois,1.0,0.0,-1.0,3,2,3,2,2,2,True,True,time_budget_exceeded,natural_answer,52c093af37d5073ec55266d0,a6314bb327b7086f23ccc8d0
kimi-k3,phantom_seed3,14,whois,1.0,0.0,-1.0,8,2,8,2,2,2,True,True,time_budget_exceeded,natural_answer,9223ffad5d27b2852a37dda9,3f7622072361951d0c5d55ea
kimi-k3,phantom_seed3,15,whois,0.0,0.0,0.0,30,2,20,2,2,2,True,True,time_budget_exceeded,max_steps_reached,182d168839361e3155d6d02b,c7e2e630f159a7b9f8c7b9df
kimi-k3,phantom_seed3,16,whois,0.5714285714285715,0.0,-0.5714285714285715,21,6,15,3,3,2,True,False,natural_answer,natural_answer,c9872bb04b5385877209b1a2,40deff0d9894146f2e91f6ec
kimi-k3,phantom_seed3,17,whois,0.0,0.0,0.0,30,6,17,3,3,2,True,False,natural_answer,max_steps_reached,963cd349b6bcf32b4dea1e27,e68eba52e39c4685d8874297
kimi-k3,phantom_seed3,18,whois,0.0,0.0,0.0,21,3,19,2,2,1,True,False,time_budget_exceeded,natural_answer,dfd28463f5ba305a72cdf7fe,a094b2b9e7fe82a779c6a14e
kimi-k3,phantom_seed3,19,whatis,0.6666666666666666,0.0,-0.6666666666666666,7,3,7,3,3,3,True,True,natural_answer,natural_answer,3a925688a0cd62295bc33fc9,15bb357134b989dbd690b46c
kimi-k3,phantom_seed3,2,whois,1.0,0.0,-1.0,5,3,5,3,3,3,True,True,time_budget_exceeded,natural_answer,67072800c98eca69d1902f4b,86571536bfab512757ef584f
kimi-k3,phantom_seed3,20,whatis,1.0,0.4,-0.6,9,2,9,2,2,2,True,True,time_budget_exceeded,natural_answer,12571cbc3c3467e28569fc06,6565ef832a6c6e774aeca034
kimi-k3,phantom_seed3,21,whatis,0.8,0.8,0.0,7,3,7,3,3,3,True,True,time_budget_exceeded,natural_answer,7f085d7eb09ec71530953674,a4cb889e638248b36b4c2730
kimi-k3,phantom_seed3,22,whatis,1.0,0.0,-1.0,7,2,7,2,2,2,True,True,time_budget_exceeded,natural_answer,1006b973da55cad15b6f839b,dac0f43e5e77485b5fd88e99
kimi-k3,phantom_seed3,23,whatis,1.0,0.0,-1.0,27,3,27,3,3,3,True,True,time_budget_exceeded,natural_answer,d09945e0c8e8ca309179f3b2,d7fb7b5d27e215d7aa329c4f
kimi-k3,phantom_seed3,24,whatis,1.0,0.0,-1.0,23,3,23,3,3,2,True,False,time_budget_exceeded,natural_answer,9dc27f7e16f1c6d8621c1df7,5f2079262a4dd48f809b8a81
kimi-k3,phantom_seed3,25,whatis,1.0,0.0,-1.0,18,2,17,2,2,2,True,True,time_budget_exceeded,natural_answer,441e99902d3b437a75529d50,8e8e4d8a5b10760b9a44d9db
kimi-k3,phantom_seed3,26,whatis,1.0,0.0,-1.0,19,3,19,3,3,3,True,True,time_budget_exceeded,natural_answer,a4421a9dfcc0fffe1fdda692,fd528f5179e150c54abf8175
kimi-k3,phantom_seed3,27,whatis,0.2857142857142857,0.0,-0.2857142857142857,24,4,23,3,3,3,True,False,time_budget_exceeded,natural_answer,89ce455ed54769bca3b0fd69,0feceb6b4704ae7cc755e3e9
kimi-k3,phantom_seed3,28,whatis,1.0,0.0,-1.0,14,3,14,3,3,3,True,True,time_budget_exceeded,natural_answer,297f6bee2ca38b787800606b,23738d6e1d8f31ba2092eba3
kimi-k3,phantom_seed3,29,whatis,1.0,1.0,0.0,3,3,3,3,3,3,True,True,natural_answer,natural_answer,c8dbc91cb4a1c249d29d4214,33137a46eb1adb6208948ce8
kimi-k3,phantom_seed3,3,whois,1.0,0.5,-0.5,13,2,13,2,2,2,True,True,time_budget_exceeded,natural_answer,bda8b90c962b7b8a9be82d3a,56b661554d361966c610f641
kimi-k3,phantom_seed3,30,whatis,1.0,1.0,0.0,3,3,3,3,3,3,True,True,natural_answer,natural_answer,cd07dc8eac15cb2b2d76cf65,ebe776b47a7d07016fc669e7
kimi-k3,phantom_seed3,31,whatis,0.5,0.0,-0.5,6,2,6,2,2,2,True,True,time_budget_exceeded,natural_answer,a4cd4bcece293a526c03c839,03792d7912ac4a0d34f335a8
kimi-k3,phantom_seed3,32,whatis,1.0,0.0,-1.0,9,2,9,2,2,2,True,True,time_budget_exceeded,natural_answer,f0b8f836733692bed61d42ed,82e55112d82914ff66fb5f04
kimi-k3,phantom_seed3,33,whatis,0.0,0.0,0.0,25,3,19,3,3,2,True,False,time_budget_exceeded,natural_answer,dc5319afcf5e76ce4eeb9403,e6b4c3b2a55052f4fc166887
kimi-k3,phantom_seed3,34,whatis,0.0,0.0,0.0,30,2,22,2,2,2,True,True,time_budget_exceeded,max_steps_reached,d67832ad3f27ce310f1ffce8,d5d253b62c856fc12102bd34
kimi-k3,phantom_seed3,35,whatis,0.0,0.0,0.0,24,2,12,2,2,2,True,True,time_budget_exceeded,natural_answer,2ab694ad484a6c0aa7fe2699,ab2990d611f07f5f194d02ac
kimi-k3,phantom_seed3,36,whatis,0.18181818181818182,0.0,-0.18181818181818182,12,7,9,3,2,3,True,False,natural_answer,natural_answer,a863b1eb4ac30aaff8708b27,e88c95f1620c2d951b904923
kimi-k3,phantom_seed3,4,whois,1.0,1.0,0.0,9,3,9,3,3,3,True,True,natural_answer,natural_answer,05a431c851be1233f4602192,77c814dee12b0a6d17dc3715
kimi-k3,phantom_seed3,5,whois,1.0,0.0,-1.0,9,3,9,3,3,2,True,False,time_budget_exceeded,natural_answer,cfabafb5c7645f44ed5fcf63,856887e68cab458dd59b2048
kimi-k3,phantom_seed3,6,whois,1.0,0.0,-1.0,30,3,30,3,2,2,True,False,time_budget_exceeded,max_steps_reached,bbcf1d2d001f0fab5b1fa33e,959c950d336fd0ac5e62887d
kimi-k3,phantom_seed3,7,whois,1.0,0.0,-1.0,14,3,14,3,3,3,True,True,time_budget_exceeded,natural_answer,0806268dd7fbe75bf9f8b3f5,385c01c8f08c41aa7ddba52b
kimi-k3,phantom_seed3,8,whois,0.0,0.0,0.0,15,3,15,3,3,3,True,True,time_budget_exceeded,natural_answer,c7b1016934b4883bb7de87c6,02e071e4b537c86ad017cbf6
kimi-k3,phantom_seed3,9,whois,1.0,0.0,-1.0,25,3,25,3,3,3,True,True,time_budget_exceeded,natural_answer,e83affddcf574cec4d6819a7,3bcfbd3396c979bf93bca9f3
qwen3.8-2.4t-a95b-fp8,phantom_seed3,6,whois,1.0,0.0,-1.0,30,2,28,2,2,2,True,True,time_budget_exceeded,max_steps_reached,43b31edd35b3b0199b3882c3,031311219cadc955471c9032
qwen3.8-2.4t-a95b-fp8,phantom_seed2,29,whatis,0.0,0.0,0.0,29,8,18,2,2,1,True,False,time_budget_exceeded,max_steps_reached,9bf8a00ea87ae41f95345390,526ce10f549aed22f5eb6928
qwen3.8-2.4t-a95b-fp8,phantom_seed2,5,whois,0.5454545454545454,0.0,-0.5454545454545454,19,2,19,2,2,2,True,True,time_budget_exceeded,natural_answer,cdd630ae92175522f5b8065d,77f15a8aaecca83de167475d
qwen3.8-2.4t-a95b-fp8,phantom_seed3,13,whois,1.0,0.0,-1.0,3,2,3,2,2,2,True,True,time_budget_exceeded,natural_answer,b9a5f641da1bc565e76bb855,78872baa20cf29de735d21e3
qwen3.8-2.4t-a95b-fp8,phantom_seed2,33,whatis,1.0,0.0,-1.0,7,3,7,3,3,3,True,True,time_budget_exceeded,natural_answer,b79313146cd7eacca01132d0,b127d9241b875c4ae5eaa2a3
qwen3.8-2.4t-a95b-fp8,phantom_seed2,21,whatis,1.0,0.0,-1.0,13,5,13,3,3,1,True,False,natural_answer,natural_answer,316f9e1a38b94896cfba85c8,c21f274619bd341c82be73f2
qwen3.8-2.4t-a95b-fp8,phantom_seed2,19,whois,0.0,0.0,0.0,12,3,12,3,3,3,True,True,time_budget_exceeded,natural_answer,e852a22efda41e0419c09cf0,e31ce8ec0e325f787f1250dc
qwen3.8-2.4t-a95b-fp8,phantom_seed2,4,whois,1.0,0.6666666666666666,-0.33333333333333337,7,3,7,3,2,1,True,False,natural_answer,natural_answer,be54127abc7cb77d0ac9a17a,b9a5045ba89578f25bab36b8
qwen3.8-2.4t-a95b-fp8,phantom_seed3,30,whatis,1.0,1.0,0.0,3,3,3,3,3,3,True,True,natural_answer,natural_answer,2aad0a99eea37c00941a94d0,b4a13f71c7823724b80b319a
qwen3.8-2.4t-a95b-fp8,phantom_seed3,0,whois,1.0,0.4,-0.6,6,2,6,2,2,2,True,True,time_budget_exceeded,natural_answer,3b295a9c36cc06b5f39d23e1,48431c38e3e590359e5f7379
qwen3.8-2.4t-a95b-fp8,phantom_seed3,11,whois,1.0,1.0,0.0,4,4,3,3,3,2,True,False,natural_answer,natural_answer,0d07311d6f1b99ad5e5ff77a,9faa5f74e52b0a4132e3a5cf
qwen3.8-2.4t-a95b-fp8,phantom_seed3,10,whois,0.23529411764705882,0.23529411764705882,0.0,3,2,3,2,2,2,True,True,time_budget_exceeded,natural_answer,1344602f5cbb934e3b72c0be,3b2934d2c4194245a9acd472
qwen3.8-2.4t-a95b-fp8,phantom_seed3,35,whatis,0.0,0.0,0.0,29,2,20,2,2,2,True,True,time_budget_exceeded,max_steps_reached,4e107aa52fa8cb2297d4d633,aea45372cba88a014683a6f1
qwen3.8-2.4t-a95b-fp8,phantom_seed2,11,whois,0.5555555555555556,0.0,-0.5555555555555556,15,3,9,3,3,1,True,False,natural_answer,natural_answer,2f73a207d0537dac5c78b982,8fcb2e16047c1cf82cffa19a
qwen3.8-2.4t-a95b-fp8,phantom_seed2,32,whatis,0.0,0.0,0.0,30,5,19,3,2,3,True,False,natural_answer,max_steps_reached,78faa18c3782fdaf22dea12a,b54f3ad3e9baf2ac4d3a2338
qwen3.8-2.4t-a95b-fp8,phantom_seed3,22,whatis,1.0,0.0,-1.0,7,3,7,3,3,3,True,True,time_budget_exceeded,natural_answer,203f28a66e8c22e462e41fda,9ba8eb87f913341544063ba8
qwen3.8-2.4t-a95b-fp8,phantom_seed3,4,whois,1.0,1.0,0.0,7,3,7,3,3,3,True,True,natural_answer,natural_answer,cf4f2b2b1e2c4416bbab80d6,2b50d3d1af7d3d8db3e5c6ef
qwen3.8-2.4t-a95b-fp8,phantom_seed2,27,whatis,0.0,0.0,0.0,18,2,18,2,2,1,True,False,time_budget_exceeded,natural_answer,04f08a8cf6d43f5a867b32d8,f54142026556504bc0d78989
qwen3.8-2.4t-a95b-fp8,phantom_seed3,24,whatis,0.0,0.0,0.0,18,3,18,3,3,3,True,True,time_budget_exceeded,natural_answer,09610b240b1e34b48bc7bfe6,6f27d81eeba4ba72f8f3f12d
qwen3.8-2.4t-a95b-fp8,phantom_seed3,27,whatis,0.0,0.0,0.0,17,2,17,2,2,1,True,False,time_budget_exceeded,natural_answer,ba304d158586ff9561b2a7d3,219d80eb5526a632a73a7fe9
qwen3.8-2.4t-a95b-fp8,phantom_seed2,26,whatis,0.0,0.0,0.0,17,3,17,3,3,2,True,False,time_budget_exceeded,natural_answer,6c580093ffe9da4682119193,b8a002c31097b195cede18c4
qwen3.8-2.4t-a95b-fp8,phantom_seed3,20,whatis,0.0,0.0,0.0,9,2,9,2,2,2,True,True,time_budget_exceeded,natural_answer,7445db24501b51028b2b0ba8,1af7ff2cdf83dcd2d03f5559
qwen3.8-2.4t-a95b-fp8,phantom_seed3,1,whois,1.0,0.6666666666666666,-0.33333333333333337,3,2,3,2,2,2,True,True,natural_answer,natural_answer,a3a3a98aeb3b1984364aab22,f6c5d3d3c6b6120353699ee9
qwen3.8-2.4t-a95b-fp8,phantom_seed3,26,whatis,1.0,0.0,-1.0,16,3,16,3,3,2,True,False,time_budget_exceeded,natural_answer,2b832d3193f56f5e790b5d90,a9e5bfda338bd31bf86d763f
qwen3.8-2.4t-a95b-fp8,phantom_seed2,22,whatis,1.0,0.0,-1.0,17,2,16,2,2,2,True,True,time_budget_exceeded,natural_answer,f5ef83ab64c9aac07114caad,d5ec50ad7ab9e851dc472e5f
qwen3.8-2.4t-a95b-fp8,phantom_seed3,12,whois,0.0,0.0,0.0,29,8,14,2,2,4,True,False,time_budget_exceeded,max_steps_reached,4befe81926337f7617f6f489,48294856edbd669b4a0fc69b
qwen3.8-2.4t-a95b-fp8,phantom_seed2,18,whois,0.0,0.0,0.0,30,7,14,2,2,3,True,False,time_budget_exceeded,max_steps_reached,118b925109f9ca891c3f84a7,f3b514cb8b17b506b1fc9161
qwen3.8-2.4t-a95b-fp8,phantom_seed2,15,whois,0.0,0.0,0.0,19,3,18,3,3,3,True,True,natural_answer,aborted,62f392d987c4c844ce7ad47b,69ff4c343891c8f1ac531abb
qwen3.8-2.4t-a95b-fp8,phantom_seed2,14,whois,1.0,1.0,0.0,5,3,5,3,3,3,True,True,time_budget_exceeded,natural_answer,62698abe12ca1595d75febf7,f712b5768fc39ff11538585d
qwen3.8-2.4t-a95b-fp8,phantom_seed2,10,whois,0.0,0.0,0.0,21,6,12,3,1,3,True,False,time_budget_exceeded,natural_answer,e6096bca62babd074d91aa10,4b43be38cc42b221c17312a7
