model,regime,strategy,question_index,agent_id,feedback_attempts,feedback_visible,withheld,unique_query_attempts,unique_visible_queries,hypothesis_attempts,visible_hypotheses,invalid_payload_attempts,own_verified_correct_queries,peer_snapshot_count,peer_verified_correct_queries,peer_only_verified_correct_queries,final_matches_peer_only_verified,final_matches_peer_only_verified_nonempty,final_answer_parsed,final_answer_hypotheses,evidence_acc,label_acc,termination_reason,result_path
gpt-5.6-sol,cost_tight,cached,7,3,2,2,0,2,2,2,2,0,0,0,0,0,0,0,1,17,0.7647058823529411,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_77715dbbf560633fb6f2339a7cabd5052688d69c05ae9af4e6f21fe7b8ea5cef/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,8,0,3,2,1,3,2,2,1,0,1,0,0,0,0,0,1,17,0.29411764705882354,0.9411764705882353,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3548e11f8f4c3f35b1a780b18a345a9f0a16a0dafbd988a9afdb84d1860fda5c/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,8,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.5882352941176471,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3548e11f8f4c3f35b1a780b18a345a9f0a16a0dafbd988a9afdb84d1860fda5c/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,8,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.47058823529411764,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3548e11f8f4c3f35b1a780b18a345a9f0a16a0dafbd988a9afdb84d1860fda5c/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,8,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.35294117647058826,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3548e11f8f4c3f35b1a780b18a345a9f0a16a0dafbd988a9afdb84d1860fda5c/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,9,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.5294117647058824,0.7647058823529411,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_90f42a4932bf3f68603ceef4223314bc6d594836243a7c9b2d1f80ae53be6c0f/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,9,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.5294117647058824,0.7647058823529411,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_90f42a4932bf3f68603ceef4223314bc6d594836243a7c9b2d1f80ae53be6c0f/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,9,2,3,3,0,3,3,2,2,0,1,0,0,0,0,0,1,17,0.47058823529411764,0.7647058823529411,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_90f42a4932bf3f68603ceef4223314bc6d594836243a7c9b2d1f80ae53be6c0f/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,9,3,3,3,0,3,3,3,3,0,1,0,0,0,0,0,1,17,0.5294117647058824,0.7647058823529411,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_90f42a4932bf3f68603ceef4223314bc6d594836243a7c9b2d1f80ae53be6c0f/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,10,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.35294117647058826,0.8235294117647058,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_658929c0d84e95d46075cd90e39d3778db2be3365a9831b160ce70343dd119fa/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,10,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.4117647058823529,0.8235294117647058,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_658929c0d84e95d46075cd90e39d3778db2be3365a9831b160ce70343dd119fa/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,10,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.35294117647058826,0.8235294117647058,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_658929c0d84e95d46075cd90e39d3778db2be3365a9831b160ce70343dd119fa/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,10,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.35294117647058826,0.8235294117647058,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_658929c0d84e95d46075cd90e39d3778db2be3365a9831b160ce70343dd119fa/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,11,0,3,3,0,3,3,1,1,0,0,0,0,0,0,0,1,17,0.058823529411764705,0.5294117647058824,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_392c2a2e347aba562bcb91863915b900d94829544af3f031c44e9fbdb1d010f2/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,11,1,2,2,0,2,2,2,2,0,0,0,0,0,0,0,1,17,0.35294117647058826,0.8235294117647058,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_392c2a2e347aba562bcb91863915b900d94829544af3f031c44e9fbdb1d010f2/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,11,2,3,2,1,3,2,2,1,0,0,0,0,0,0,0,1,17,0.47058823529411764,0.8235294117647058,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_392c2a2e347aba562bcb91863915b900d94829544af3f031c44e9fbdb1d010f2/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,11,3,3,3,0,3,3,2,2,0,2,0,0,0,0,0,1,17,0.35294117647058826,0.8235294117647058,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_392c2a2e347aba562bcb91863915b900d94829544af3f031c44e9fbdb1d010f2/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,12,0,3,2,1,3,2,3,2,0,1,0,0,0,0,0,0,0,0.0,0.0,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_c1b1eb1090b5148564044fc4fa77c6a8f6e43963f3ebac5244bb21a45a494f29/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,12,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.47058823529411764,0.7647058823529411,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_c1b1eb1090b5148564044fc4fa77c6a8f6e43963f3ebac5244bb21a45a494f29/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,12,2,3,2,1,3,2,3,2,0,0,0,0,0,0,0,1,17,0.5294117647058824,0.8823529411764706,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_c1b1eb1090b5148564044fc4fa77c6a8f6e43963f3ebac5244bb21a45a494f29/result/cached/result.json
gpt-5.6-sol,cost_tight,cached,12,3,3,2,1,3,2,3,2,0,0,0,0,0,0,0,1,17,0.35294117647058826,0.6470588235294118,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_c1b1eb1090b5148564044fc4fa77c6a8f6e43963f3ebac5244bb21a45a494f29/result/cached/result.json
gpt-5.6-sol,cost_tight,naive,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.0,0.5882352941176471,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_a2e6149c83d168eac360284a33abf30db0846d289380fe0489aa78a2296ba6de/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,0,1,3,2,1,3,2,2,1,0,0,0,0,0,0,0,1,17,0.4117647058823529,0.9411764705882353,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_a2e6149c83d168eac360284a33abf30db0846d289380fe0489aa78a2296ba6de/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,0,2,3,2,1,3,2,2,1,0,1,0,0,0,0,0,1,17,0.4117647058823529,0.9411764705882353,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_a2e6149c83d168eac360284a33abf30db0846d289380fe0489aa78a2296ba6de/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,0,3,3,2,1,3,2,3,2,0,1,0,0,0,0,0,1,17,0.5294117647058824,0.9411764705882353,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_a2e6149c83d168eac360284a33abf30db0846d289380fe0489aa78a2296ba6de/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.5882352941176471,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_a0f055e70875dcbf34849848997b42fa7d124a90a1f7f45cb21ec93e39d7539e/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.0,0.6470588235294118,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_a0f055e70875dcbf34849848997b42fa7d124a90a1f7f45cb21ec93e39d7539e/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,1,2,3,3,0,3,3,2,2,0,2,0,0,0,0,0,1,17,0.17647058823529413,0.5882352941176471,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_a0f055e70875dcbf34849848997b42fa7d124a90a1f7f45cb21ec93e39d7539e/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,1,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.0,0.6470588235294118,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_a0f055e70875dcbf34849848997b42fa7d124a90a1f7f45cb21ec93e39d7539e/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,2,0,2,2,0,2,2,2,2,0,0,0,0,0,0,0,1,17,0.7058823529411765,0.7058823529411765,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_c3cba697daaa91952fb311f121d0cdee60762e156d800cef353f2f709d54c92c/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,2,1,3,2,1,3,2,3,2,0,0,0,0,0,0,0,1,17,0.7647058823529411,0.7647058823529411,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_c3cba697daaa91952fb311f121d0cdee60762e156d800cef353f2f709d54c92c/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,2,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.7647058823529411,0.7058823529411765,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_c3cba697daaa91952fb311f121d0cdee60762e156d800cef353f2f709d54c92c/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,2,3,3,2,1,3,2,3,2,0,0,0,0,0,0,0,1,17,0.7647058823529411,0.7647058823529411,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_c3cba697daaa91952fb311f121d0cdee60762e156d800cef353f2f709d54c92c/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,3,0,3,3,0,3,3,2,2,0,1,0,0,0,0,0,1,17,0.5882352941176471,0.6470588235294118,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_cbbf572c0cb27e5c3a8cce92c1b60b10ed887906ab928d7b6a1e5e6e6a330a8c/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,3,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.7058823529411765,0.8235294117647058,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_cbbf572c0cb27e5c3a8cce92c1b60b10ed887906ab928d7b6a1e5e6e6a330a8c/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,3,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,1,17,0.8235294117647058,0.8235294117647058,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_cbbf572c0cb27e5c3a8cce92c1b60b10ed887906ab928d7b6a1e5e6e6a330a8c/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,3,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.7058823529411765,0.8235294117647058,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_cbbf572c0cb27e5c3a8cce92c1b60b10ed887906ab928d7b6a1e5e6e6a330a8c/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,4,0,2,2,0,2,2,2,2,0,0,0,0,0,0,0,1,17,0.5882352941176471,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_b1aa7357ed7f07d4f6363d04a7bea675ab92ee238f9425e0a9b1df7dd57dc8e3/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,4,1,3,3,0,3,3,3,3,0,0,0,0,0,0,0,1,17,0.6470588235294118,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_b1aa7357ed7f07d4f6363d04a7bea675ab92ee238f9425e0a9b1df7dd57dc8e3/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,4,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.6470588235294118,0.8235294117647058,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_b1aa7357ed7f07d4f6363d04a7bea675ab92ee238f9425e0a9b1df7dd57dc8e3/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,4,3,3,2,1,3,2,3,2,0,1,0,0,0,0,0,1,17,0.5294117647058824,0.8235294117647058,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_b1aa7357ed7f07d4f6363d04a7bea675ab92ee238f9425e0a9b1df7dd57dc8e3/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,5,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.8235294117647058,0.7647058823529411,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_7dc7b36a31d3bfc709cb4a6d625d482560610d4df8ddbd0156a756ae7728f923/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,5,1,3,2,1,3,2,2,2,0,0,0,0,0,0,0,1,17,0.8823529411764706,0.8823529411764706,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_7dc7b36a31d3bfc709cb4a6d625d482560610d4df8ddbd0156a756ae7728f923/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,5,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.8823529411764706,0.8235294117647058,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_7dc7b36a31d3bfc709cb4a6d625d482560610d4df8ddbd0156a756ae7728f923/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,5,3,3,2,1,3,2,2,2,0,0,0,0,0,0,0,1,17,0.8235294117647058,0.8235294117647058,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_7dc7b36a31d3bfc709cb4a6d625d482560610d4df8ddbd0156a756ae7728f923/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,6,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.7058823529411765,0.8235294117647058,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_b2179d3f749524eb38938ef77fedf4dbae2954ff7ecb50fc4d25904a79c488c2/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,6,1,3,3,0,3,3,2,2,0,0,0,0,0,0,0,1,17,0.6470588235294118,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_b2179d3f749524eb38938ef77fedf4dbae2954ff7ecb50fc4d25904a79c488c2/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,6,2,3,2,1,3,2,2,2,0,0,0,0,0,0,0,1,17,0.6470588235294118,0.8823529411764706,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_b2179d3f749524eb38938ef77fedf4dbae2954ff7ecb50fc4d25904a79c488c2/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,6,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,16,0.5294117647058824,0.8235294117647058,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_b2179d3f749524eb38938ef77fedf4dbae2954ff7ecb50fc4d25904a79c488c2/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,7,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.5882352941176471,0.7058823529411765,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_ca7e3de32ce8464c4a287fbc63f685e3e0fef1b80e64be321dcc50a0e5064dcf/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,7,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_ca7e3de32ce8464c4a287fbc63f685e3e0fef1b80e64be321dcc50a0e5064dcf/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,7,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.29411764705882354,0.35294117647058826,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_ca7e3de32ce8464c4a287fbc63f685e3e0fef1b80e64be321dcc50a0e5064dcf/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,7,3,3,3,0,3,3,3,3,0,0,0,0,0,0,0,1,15,0.5294117647058824,0.5294117647058824,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_ca7e3de32ce8464c4a287fbc63f685e3e0fef1b80e64be321dcc50a0e5064dcf/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,8,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.47058823529411764,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_1268dabd6033945f4874af94375443f5741454a6bf4b2634d7a5294c3506213a/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,8,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.35294117647058826,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_1268dabd6033945f4874af94375443f5741454a6bf4b2634d7a5294c3506213a/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,8,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.7647058823529411,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_1268dabd6033945f4874af94375443f5741454a6bf4b2634d7a5294c3506213a/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,8,3,3,2,1,3,2,2,2,0,0,0,0,0,0,0,1,17,0.35294117647058826,1.0,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_1268dabd6033945f4874af94375443f5741454a6bf4b2634d7a5294c3506213a/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,9,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.5294117647058824,0.7647058823529411,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_ebfa18deabab9a57cb988839994166244ca80edb31f373a37ebd3d9c48416860/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,9,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.47058823529411764,0.7647058823529411,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_ebfa18deabab9a57cb988839994166244ca80edb31f373a37ebd3d9c48416860/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,9,2,3,3,0,3,3,2,2,0,1,0,0,0,0,0,1,17,0.47058823529411764,0.8235294117647058,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_ebfa18deabab9a57cb988839994166244ca80edb31f373a37ebd3d9c48416860/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,9,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,17,0.4117647058823529,0.7647058823529411,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_ebfa18deabab9a57cb988839994166244ca80edb31f373a37ebd3d9c48416860/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,10,0,3,2,1,3,2,3,2,0,0,0,0,0,0,0,1,17,0.35294117647058826,0.8235294117647058,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_5e7391078f5ada4fdc817545061d15512665c0bea4151db808c8782e58b201ef/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,10,1,3,2,1,3,2,3,2,0,0,0,0,0,0,0,1,17,0.29411764705882354,0.7647058823529411,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_5e7391078f5ada4fdc817545061d15512665c0bea4151db808c8782e58b201ef/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,10,2,3,2,1,3,2,3,2,0,0,0,0,0,0,0,1,17,0.35294117647058826,0.8235294117647058,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_5e7391078f5ada4fdc817545061d15512665c0bea4151db808c8782e58b201ef/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,10,3,3,2,1,3,2,3,2,0,1,0,0,0,0,0,1,17,0.35294117647058826,0.8235294117647058,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_5e7391078f5ada4fdc817545061d15512665c0bea4151db808c8782e58b201ef/result/naive/result.json
gpt-5.6-sol,cost_tight,naive,11,0,3,3,0,3,3,1,1,0,1,0,0,0,0,0,1,17,0.17647058823529413,0.47058823529411764,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_f73e8f592b29c44597c94ebb032f495b723204ca0d940036e15df1723350a725/result/naive/result.json
