model,source,question_id,family,free_score,tight_score,score_change,free_visible,tight_visible,free_unique_articles,tight_unique_articles,shared_articles,common_article_prefix,same_first_article,tight_is_free_prefix,tight_term,free_term,tight_trace_path,free_trace_path
gpt-5.6-sol,phantom_seed2,27,whatis,0.0,0.0,0.0,10,2,8,2,2,1,True,False,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_935f17cda1da630a7d3994c3d7214a0d684177a42e8a08123cfa5433e7964ad3/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_27_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_1d7356f30a1845b8c6207393bafcb2b2c584ae7073b350893a534183d8ff688f/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_27_r0_s2200.json
gpt-5.6-sol,phantom_seed2,18,whois,0.0,0.0,0.0,14,6,5,2,2,3,True,False,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_64ccb016bc05ce4c5cfb2a558cf5579f29ec49e9a1235119a533771c142fa470/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_18_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_1e23de5570f39f181ebfdab3972717c6186bdb9530ec83622f2e5644ae826208/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_18_r0_s2200.json
gpt-5.6-sol,phantom_seed2,1,whois,1.0,0.0,-1.0,9,4,9,3,3,2,True,False,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_7ca475f40700e120c1223150d159b1e453c6dd076ebbcd9c51f9ef1a65fdb137/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_1_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_210c18c595a46c7bda8cc45ce4b3e74177d1967109a71987ef8b892aa7c22d37/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_1_r0_s2200.json
gpt-5.6-sol,phantom_seed3,26,whatis,1.0,0.0,-1.0,19,4,19,3,3,2,True,False,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_6e5ebc7a4627ef25c90bc2c908ed206ed1d5a0ded0b23fefc1cb5159ee0dfae6/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_26_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_233a9e41953175982343809c6b6032f1864753f505bcaa8974ad30e06907c368/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_26_r0_s2200.json
gpt-5.6-sol,phantom_seed3,0,whois,1.0,0.4,-0.6,6,2,6,2,2,2,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_de170fd48bc5d8c676a8e8a6c177b6c16f009f9513c811ed4f777f90d5648dd4/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_0_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_23dc73e8408c777851043e1205100ed33a0698d62e1c2b389e5a3575dc82ad55/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_0_r0_s2200.json
gpt-5.6-sol,phantom_seed3,33,whatis,0.0,0.0,0.0,8,3,6,3,3,3,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_31b3732c69b89a843e2639a496a71fc8b02eb3070a3ac957b0325d3fe21e128d/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_33_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_24b0529dbfca67da598cb5abacd0b068a7393ab55ace8233091c08e7bdc377cc/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_33_r0_s2200.json
gpt-5.6-sol,phantom_seed3,8,whois,0.0,0.0,0.0,17,3,15,3,3,3,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_2523801ac26ed48e409bbe98162122a03a090cc5109cf3f89c3eaeb7f3e17c05/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_8_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_253aa65aac330fb0377537c16ab667c1c59e8a93881184e91e4e37a69950d004/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_8_r0_s2200.json
gpt-5.6-sol,phantom_seed2,22,whatis,1.0,0.0,-1.0,16,2,16,2,2,2,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_8372e6fc1778bb220ed67ea440fe48fe87e271fc3a3d14870adab6296a27b176/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_22_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_25bd4a7b8bce796a48e77ca352f321570d384199bbcc8cdcf4cccbf32d10beb2/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_22_r0_s2200.json
gpt-5.6-sol,phantom_seed3,9,whois,1.0,0.0,-1.0,19,3,18,2,2,2,True,False,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_bee68052f970b8ec25cd0e0d585c7a2a8de82373587474cd4edacf1a01a9d7bb/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_9_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_283e2183f0cef4628c5709d83e6db12e2a17c38d1df87f7899a5efd38bbe1118/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_9_r0_s2200.json
gpt-5.6-sol,phantom_seed2,11,whois,0.0,0.0,0.0,4,3,3,3,3,3,True,True,natural_answer,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_b4fc77eed01bbc08a7dd5ee363182b1e5ca618a7504c9c25a3e94b6d3e97dd04/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_11_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_2d95b2e65c756e1be5c1c78bd3c459e448128ea57e180166e0944a18c37e26fd/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_11_r0_s2200.json
gpt-5.6-sol,phantom_seed2,4,whois,1.0,0.6666666666666666,-0.33333333333333337,7,2,7,2,2,2,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_815412c2ebe5b58391e99413b9f80bbf802da2cbaf69063353e26e1671cdd7bb/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_4_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_2f778e3b7e484b1dd9625748dfdbd833f18d49bae7aff3b26638667e18b7676e/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_4_r0_s2200.json
gpt-5.6-sol,phantom_seed3,17,whois,0.0,0.0,0.0,30,9,18,3,2,4,True,False,natural_answer,max_steps_reached,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_456b943186092dbeb685d3efebf57da472ab52b43e01fc5782715615b7d48dd2/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_17_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_361bfbccc3dd3a24f37b0299463b94f25b97c3a120c6018e0e1d60f3f37137b9/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_17_r0_s2200.json
gpt-5.6-sol,phantom_seed3,6,whois,0.25,0.0,-0.25,30,2,30,2,2,2,True,True,time_budget_exceeded,max_steps_reached,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_d9fbd4e350001936e5e4b34fc0d773981b1cf874b31789178a443ebf3ea92093/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_6_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3fbb88632b8a963d3593b87b8e0c214524be5631d605a1bcbc004a4839585cec/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_6_r0_s2200.json
gpt-5.6-sol,phantom_seed2,0,whois,1.0,1.0,0.0,5,3,5,3,3,2,True,False,natural_answer,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_deb1fb896a1441b1d1cd1d7f9260d00ba5b791bfed087eb8f6629439f33c34d3/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_0_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4d48d7eb5394cb6282a22f3b0fc79e731a5420570042bf9ddddfb73cd1d87418/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_0_r0_s2200.json
gpt-5.6-sol,phantom_seed3,32,whatis,1.0,0.0,-1.0,8,2,8,2,2,2,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_0811cdca4d74a53d9f5d5b7e701cbe6c17d4fb6c1b41aeb5f09cfd8de983d087/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_32_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4ea9fad4a7c973317dc01e2d4d4935d9d5936085149f0e52a399a621855e4ead/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_32_r0_s2200.json
gpt-5.6-sol,phantom_seed2,31,whatis,0.33333333333333337,0.0,-0.33333333333333337,10,6,6,3,2,2,True,False,natural_answer,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_70bf06d0a25fbb10a9667316c636a357125a91578cbb54c78adc68e3e7ff3ef9/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_31_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_55384681476663233ce27c092c822f1c90f90167263605741aad102a92ee3bf7/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_31_r0_s2200.json
gpt-5.6-sol,phantom_seed3,20,whatis,1.0,0.4,-0.6,9,2,9,2,2,2,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_62a7c9587778ca934dc5c307aa1e19764bb4039667e4fca526f1c7c83bb5d54d/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_20_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_58eb8c6c2b4203f4336106d32ae8833153cbbafe61b7b66db4a1280fc79a0cb3/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_20_r0_s2200.json
gpt-5.6-sol,phantom_seed2,10,whois,0.0,0.0,0.0,13,10,6,3,2,4,True,False,natural_answer,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_9b0a6f75d7752e654d119735f3a4d17e0eaef41707194ab02b84e908b1bfbd81/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_10_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_5a8a87b77399fdc0a638c9c9a5733ed985c40197ee9519698b699edd008eb965/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_10_r0_s2200.json
gpt-5.6-sol,phantom_seed3,14,whois,1.0,0.0,-1.0,8,2,8,2,2,2,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_a8d6b32269b2fcdb85f441552680a0c73fcbf197fabf1281e1edbd5da29a2c60/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_14_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_5c59868c9b0a8272b846b837199df6e1ce981c0635ea6cf018a7b6f9904db918/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_14_r0_s2200.json
gpt-5.6-sol,phantom_seed3,27,whatis,1.0,0.0,-1.0,22,4,21,3,3,4,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_d657834a8c1ad05abb4df2372cf56c67a9de46192c8438c2c01b318d36cd01e6/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_27_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_5e09aa70ab73d7564fc11252d6049227ed75be87f995c77fc69c34d3296e6373/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_27_r0_s2200.json
gpt-5.6-sol,phantom_seed3,7,whois,1.0,0.0,-1.0,12,3,12,3,3,3,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_976179d8efed5eb5bc50d4da72e85aad2bbed43a4baeeb4e3755b4a0cc751f20/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_7_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_676bb4095ff848209c72ab7269633d02d528ca0875e7e4a89a049a504f24d26b/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_7_r0_s2200.json
gpt-5.6-sol,phantom_seed3,30,whatis,1.0,1.0,0.0,3,3,3,3,3,3,True,True,natural_answer,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_74a1219439af1a5bdbe4264917de9d3778ed204da720a82fb3c3455fc2abda4b/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_30_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_6968113c4efcfa8647dd638309b33e6d3ef8b50a5f08e40ca9613b2fe0622392/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_30_r0_s2200.json
gpt-5.6-sol,phantom_seed3,31,whatis,0.5,0.0,-0.5,6,3,6,2,2,1,True,False,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_8c1ffba42835a284f04f8d6be97b13b1726577ee12892cacb9bf21f580c6f071/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_31_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_6a3917f099a5df8fad35c8f448e1be4f819f3eb1001c9de31aa0d9b7a94ba6cb/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_31_r0_s2200.json
gpt-5.6-sol,phantom_seed3,36,whatis,0.5714285714285715,0.0,-0.5714285714285715,12,11,10,3,2,3,True,False,natural_answer,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_a53ae7a735335c36649355a64722ffaf65afebbe6a35a3438f40057e7031f45a/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_36_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_6c5a01504dcf534b775ca99cb828446367ea8a8718832902f4cea229b640abf6/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_36_r0_s2200.json
gpt-5.6-sol,phantom_seed2,26,whatis,1.0,0.0,-1.0,18,4,17,3,3,1,True,False,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_e9dbc9574b8ced837d9e5bd96142c12dec762381df32844bf2b5da4bd7bcc7a9/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_26_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_6cbad1ed053133b665a102d1f0f98f098560dd1b1b342b52509e5e74fb185c1d/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_26_r0_s2200.json
gpt-5.6-sol,phantom_seed3,2,whois,1.0,0.0,-1.0,5,3,5,3,3,3,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_360da717df72df62a3fa2af07bf63949945bba8f84371276eb300d0c8f5e5c58/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_2_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_6d37201fcefd5e8acabb50179af9699007549fbbf54df1d4eb1e8d71b6375546/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_2_r0_s2200.json
gpt-5.6-sol,phantom_seed2,16,whois,1.0,0.0,-1.0,9,3,9,3,3,2,True,False,natural_answer,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_41d06afad461da79867368db3347108f9ba41161823837578a3792fede5f63e7/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_16_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_6dbb278b9b8ba5d8ab6653a4e8b562f8197f7a5b684f210eabfea1729f862a39/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_16_r0_s2200.json
gpt-5.6-sol,phantom_seed3,25,whatis,0.7499999999999999,0.18181818181818182,-0.5681818181818181,12,2,12,2,2,2,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_63d11fd95c65a2df9599dbc8d251b53b3b5b965f659280cae4ecb5062a08c293/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_25_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_6e16ba2980fc984cedaeeb29f619b8a2001abc823ff738158620c05fd29ed67b/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_25_r0_s2200.json
gpt-5.6-sol,phantom_seed2,9,whois,1.0,0.0,-1.0,12,4,11,3,3,2,True,False,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_233bf7bdb382e8c77ec43ee2bab0f75e33a996ed113283af60e5665e0efe0eb0/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_9_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_713cdf2129f806ad23cbe5506a25bf60b936ee5f749b295ca31a5ca2c4b3cca9/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_9_r0_s2200.json
gpt-5.6-sol,phantom_seed3,10,whois,0.23529411764705882,0.23529411764705882,0.0,3,2,3,2,2,2,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_a6b81a5568d850956db2f506ba85ac2128a233f2b62d12c1e7c3e806b5ffdb1a/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_10_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_72798fade05e0a49c6aa634ccb2a3be0520aa166d32e8e87d9808c21ae7d8934/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_10_r0_s2200.json
gpt-5.6-sol,phantom_seed3,16,whois,0.0,0.0,0.0,12,8,4,3,3,3,True,False,natural_answer,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_13171c82217613da259de34b17e4025842adf78c6791062d73b672e857b5ba67/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_16_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_75029fb4693c3319322fb07aa6ca2896b344b078933f4b1461e4d64014a78063/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_16_r0_s2200.json
gpt-5.6-sol,phantom_seed2,25,whatis,0.5882352941176471,0.0,-0.5882352941176471,11,2,11,2,2,2,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_0ffb287a6c235456038e886cff7e1f39d17c0561602a3a9b1d803bea98c5dbe2/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_25_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_7652a2cdd1c61cc60fba84437f8ed34c187a9032870c3c9ad72d4cc0396e4e94/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_25_r0_s2200.json
gpt-5.6-sol,phantom_seed3,1,whois,1.0,0.6666666666666666,-0.33333333333333337,4,2,4,2,2,2,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_20a49b394183ab03d04d412767d8db5a912da00be2a384ccb704c5edec8f5e5a/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_1_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_775661267dd703956d6269f2807b2507e652484ca3d8aa0fa7a90a80fc59be9b/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_1_r0_s2200.json
gpt-5.6-sol,phantom_seed3,24,whatis,1.0,0.0,-1.0,19,3,18,3,3,3,True,True,time_budget_exceeded,natural_answer,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_a70ef60a5b01868ead9e9b92efde147df4bffdbcec2299adc26082869b0c00fa/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_24_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_777f6bde4f42ce71ebd11effe656f614d6d4ad57566f8a28f31939a9966d5760/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_24_r0_s2200.json
