model,cohort,regime,family,source,question_id,score,termination_reason,answer_source,agent_steps,llm_calls,forced_calls,attempted_feedback,visible_feedback,visible_article_calls,unique_visible_articles,repeat_article_deliveries,repeat_article_via_new_query,repeat_article_via_same_query,paid_feedback_calls,zero_cost_calls,withheld_feedback,withheld_charge_seconds,feedback_charge_seconds,total_cost_seconds,budget_seconds,budget_utilization,protocol_failures,trace_path,trace_sha256
gpt-5.6-sol,gpt_original,cost_moderate,whatis,phantom_seed2,27,0.0,time_budget_exceeded,forced_model_answer,11,12,1,11,10,10,9,1,1,0,10,1,1,289.87713189795613,3025.828148657456,3025.828148657456,3000.0,1.0086093828858187,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_0c2e6c97568fb9d5ab14913a6deec71b16ffc5fb4d36345d7968d48257e000cd/result/gpt-5.6-sol_cost_moderate/traces-v2/restricted_search_phantom_seed2_27_r0_s2200.json,38031dade3f6e459a3cafd5bba9b5aed94340e19d5f9fb9b18e2f6b8f5851544
gpt-5.6-sol,gpt_original,cost_tight,whatis,phantom_seed2,28,0.0,time_budget_exceeded,forced_model_answer,4,5,1,4,3,3,3,0,0,0,4,0,1,304.4357260502875,1188.704685298726,1188.704685298726,900.0,1.3207829836652512,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_0c8e3e5caa60cd0910377abd6cba0b870eca8de9f4ef9ef86d89261386d06c92/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_28_r0_s2200.json,4bb72ceae4cfe1d71317f17586f65aff2ddcf1f62a9554236ec275f91218c80d
gpt-5.6-sol,gpt_original,cost_moderate,whatis,phantom_seed2,29,0.0,natural_answer,natural_model_answer,9,9,0,8,8,8,6,2,2,0,6,2,0,0,1787.9392746370286,1787.9392746370286,3000.0,0.5959797582123428,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_0d3563d5c1a2cb06326a865deb06d14ce325cd84fb0a55f21a08395b0e7c051e/result/gpt-5.6-sol_cost_moderate/traces-v2/restricted_search_phantom_seed2_29_r0_s2200.json,c890d1fbbf8a5c9ef851561c20d204e2fd5bda284085859d8c09986d527c9024
gpt-5.6-sol,gpt_original,cost_tight,whatis,phantom_seed2,29,0.0,time_budget_exceeded,forced_model_answer,4,5,1,4,3,3,2,1,1,0,3,1,1,312.66712439246476,930.5039584636688,930.5039584636688,900.0,1.0338932871818542,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_0f39d72929c0b2d924a2b5e9db751fe861bbad89cd7e7958b691459a90275810/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_29_r0_s2200.json,178f4349c34e76790bb8a130ad5951e3db71c4580dc7fdb52d69c7a15820d36c
gpt-5.6-sol,gpt_original,cost_tight,whatis,phantom_seed2,25,0.0,time_budget_exceeded,forced_model_answer,3,4,1,3,2,2,2,0,0,0,3,0,1,310.7089015468955,915.7880274020135,915.7880274020135,900.0,1.017542252668904,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_0ffb287a6c235456038e886cff7e1f39d17c0561602a3a9b1d803bea98c5dbe2/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_25_r0_s2200.json,57caa52f3425478a5939537494da530e63fae4076e1e9e322bd9d2f22d214992
gpt-5.6-sol,gpt_original,cost_tight,whatis,phantom_seed2,24,0.6666666666666666,time_budget_exceeded,forced_model_answer,3,4,1,3,2,2,2,0,0,0,3,0,1,309.80160591192544,903.4937958512455,903.4937958512455,900.0,1.003881995390273,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_104cc1396d7ea272f381adbe5850f344bef96a51c2a1a8bd46345966a6912b8a/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_24_r0_s2200.json,01c6f388ec9e0fefc46c1d7d9cf553169b2a88f17864816dc7f2a9e53d383812
gpt-5.6-sol,gpt_original,cost_free,whois,phantom_seed3,3,1.0,natural_answer,natural_model_answer,11,11,0,10,10,10,10,0,0,0,10,0,0,0,2936.508207079023,2936.508207079023,,,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_10edbca14f4854679700b123962858a5cc7e3d5a41b6f18cb55bcdac4f23345c/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_3_r0_s2200.json,8ee5822d363c91ca69b9394d2b5f0ac08d846eb93ee8cc3cb02c10e258af509e
gpt-5.6-sol,gpt_original,cost_free,whois,phantom_seed2,15,0.0,natural_answer,natural_model_answer,10,10,0,9,9,9,6,3,3,0,6,3,0,0,1796.4110403880477,1796.4110403880477,,,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_1108c6788dc3f65b6cc8ad3dc20afcf2d3c946d8a53bb09048b046b8deb523b1/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_15_r0_s2200.json,d924d12444d4c435421433eb39e1fa045495b5dcf37ce4be40238e8fd9461b04
gpt-5.6-sol,gpt_original,cost_free,whois,phantom_seed2,17,0.0,natural_answer,natural_model_answer,7,7,0,6,6,6,4,2,2,0,4,2,0,0,1177.0561488065869,1177.0561488065869,,,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_11624802c768d858ef8bf4953f9cf87ce74dbcc4871382c23de21465ea0ca3cb/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_17_r0_s2200.json,e2c19db25b8fa3f97edf292bcc597b665067ea3a5f2444d009f409289ec66c8b
gpt-5.6-sol,gpt_original,cost_tight,whatis,phantom_seed3,34,0.0,time_budget_exceeded,forced_model_answer,4,5,1,4,3,3,2,1,1,0,3,1,1,308.120509441942,933.051236551255,933.051236551255,900.0,1.0367235961680612,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_116edcbfa10eb3459428083ed84008dee0b46403088c8e0846635f888ce137d6/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_34_r0_s2200.json,00819e4348f8b9097aad47266ae97c9855a8d33efd4b696a76c7925cf5a5cc8f
gpt-5.6-sol,gpt_original,cost_tight,whatis,phantom_seed3,35,0.0,time_budget_exceeded,forced_model_answer,3,4,1,3,2,2,2,0,0,0,3,0,1,293.8824686873704,909.3209434766322,909.3209434766322,900.0,1.0103566038629248,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_12966b0f825091331418cc0038841aa3153f62d2d9fba6c58f051546f71708f5/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_35_r0_s2200.json,62d6fcf68a32bc4225a74a1737cac8d615111579479d0f40391fbeebcdfe2471
gpt-5.6-sol,gpt_original,cost_tight,whois,phantom_seed3,16,0.0,natural_answer,natural_model_answer,9,9,0,8,8,8,3,5,5,0,3,5,0,0,884.8564954102039,884.8564954102039,900.0,0.9831738837891155,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_13171c82217613da259de34b17e4025842adf78c6791062d73b672e857b5ba67/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_16_r0_s2200.json,b11979de4bca4e5e27836c17e4c93c16bf2d0572a580991af98c3ad7bc545283
gpt-5.6-sol,gpt_original,cost_tight,whois,phantom_seed2,6,0.0,time_budget_exceeded,forced_model_answer,3,4,1,3,2,2,2,0,0,0,3,0,1,318.7697670981288,905.4277726542205,905.4277726542205,900.0,1.0060308585046893,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_15ed6b23f07615a6f3de43c0c29cb5dd1a4f1a9caab4bd5f9dcb80370cc87a74/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_6_r0_s2200.json,0da537cdf90b6eefa587dca5792288e08c3fb811bcd1a2a47dae5e6e339cb618
gpt-5.6-sol,gpt_original,cost_moderate,whatis,phantom_seed3,20,1.0,natural_answer,natural_model_answer,10,10,0,9,9,9,9,0,0,0,9,0,0,0,2739.0592485573143,2739.0592485573143,3000.0,0.9130197495191048,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_183ee121ec860232a83b239e4e0a2fce22b54bed39dfff77c6cdb001449bf347/result/gpt-5.6-sol_cost_moderate/traces-v2/restricted_search_phantom_seed3_20_r0_s2200.json,1fe9a52c8c3866b7edc6c13b96ed08159a89b73f2569dd8547f327f9779362da
gpt-5.6-sol,gpt_original,cost_free,whatis,phantom_seed2,33,1.0,natural_answer,natural_model_answer,8,8,0,7,7,7,7,0,0,0,7,0,0,0,2093.412144444883,2093.412144444883,,,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_19ff6e7ae829fc56f10bd1e602fab1c32844839f21af1f8da97ab77eb31828b8/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_33_r0_s2200.json,3e80c8262e745faa0e6fa14295f4465c1773268b6bbfcb2bd7e11fcbd75cb179
gpt-5.6-sol,gpt_original,cost_moderate,whatis,phantom_seed3,25,0.7499999999999999,time_budget_exceeded,forced_model_answer,11,12,1,11,10,10,9,1,1,0,10,1,1,315.82750383764505,3015.7641970086843,3015.7641970086843,3000.0,1.0052547323362282,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_1a5bf23871eb2810b40d7ac43dccf5c8483ff9609b0f9471f796d6df66f833bf/result/gpt-5.6-sol_cost_moderate/traces-v2/restricted_search_phantom_seed3_25_r0_s2200.json,fadbd8afa237acfc00552fc5c30eec85377e6d42a534f91ec13626dbd37fe592
gpt-5.6-sol,gpt_original,cost_moderate,whatis,phantom_seed2,25,0.5,time_budget_exceeded,forced_model_answer,11,12,1,11,10,10,10,0,0,0,11,0,1,304.36450615525246,3299.910929845646,3299.910929845646,3000.0,1.0999703099485487,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_1c4b7ebeca0b61160f3c6f1b37b69008ec0c09835d51d8ddb0d8415f692a1e72/result/gpt-5.6-sol_cost_moderate/traces-v2/restricted_search_phantom_seed2_25_r0_s2200.json,d9fcc5877e3843722d88e44376cd99ef387dc1d9ca34e4a5c98423e875806d54
gpt-5.6-sol,gpt_original,cost_free,whatis,phantom_seed2,27,0.0,natural_answer,natural_model_answer,11,11,0,10,10,10,8,2,2,0,8,2,0,0,2406.399487890303,2406.399487890303,,,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_1d7356f30a1845b8c6207393bafcb2b2c584ae7073b350893a534183d8ff688f/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_27_r0_s2200.json,7fc4f49e50b1d579b1d2b0f814bb18241432b33e5b17efee2f44502f8dbb8281
gpt-5.6-sol,gpt_original,cost_free,whois,phantom_seed2,18,0.0,natural_answer,natural_model_answer,15,15,0,14,14,14,5,9,9,0,5,9,0,0,1535.4459719266742,1535.4459719266742,,,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_1e23de5570f39f181ebfdab3972717c6186bdb9530ec83622f2e5644ae826208/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_18_r0_s2200.json,6bc09a6bfeb921a37e6e5e2630ba0535ebc0b9526a03910a4aa22e52e8cf7d3d
gpt-5.6-sol,gpt_original,cost_tight,whois,phantom_seed3,1,0.6666666666666666,time_budget_exceeded,forced_model_answer,3,4,1,3,2,2,2,0,0,0,3,0,1,303.48506635054946,926.3709232117981,926.3709232117981,900.0,1.0293010257908868,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_20a49b394183ab03d04d412767d8db5a912da00be2a384ccb704c5edec8f5e5a/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_1_r0_s2200.json,ccc72af4502c5d4298759cea4f750e43a9c795140bbf311dab99e6cfe0b6bfbc
gpt-5.6-sol,gpt_original,cost_free,whois,phantom_seed2,1,1.0,natural_answer,natural_model_answer,10,10,0,9,9,9,9,0,0,0,9,0,0,0,2660.7505163829774,2660.7505163829774,,,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_210c18c595a46c7bda8cc45ce4b3e74177d1967109a71987ef8b892aa7c22d37/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_1_r0_s2200.json,f841dae3ecfa61bf53d1300e860cca66465237466a7bca59ed4e2a405fada882
gpt-5.6-sol,gpt_original,cost_free,whatis,phantom_seed3,26,1.0,natural_answer,natural_model_answer,20,20,0,19,19,19,19,0,0,0,19,0,0,0,5726.969765480608,5726.969765480608,,,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_233a9e41953175982343809c6b6032f1864753f505bcaa8974ad30e06907c368/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_26_r0_s2200.json,874d1ff4259c54f9465bfe1e53c35459a370142bcddad7282d0028a010480786
gpt-5.6-sol,gpt_original,cost_tight,whois,phantom_seed2,9,0.0,time_budget_exceeded,forced_model_answer,5,6,1,5,4,4,3,1,1,0,4,1,1,304.2070250120014,1160.9120314754546,1160.9120314754546,900.0,1.2899022571949494,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_233bf7bdb382e8c77ec43ee2bab0f75e33a996ed113283af60e5665e0efe0eb0/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_9_r0_s2200.json,380f753d100c78c2fe257f7ecdae7456fa8457c63cc348523fd8dac5a31debf3
gpt-5.6-sol,gpt_original,cost_free,whois,phantom_seed3,0,1.0,natural_answer,natural_model_answer,7,7,0,6,6,6,6,0,0,0,6,0,0,0,1812.833813559264,1812.833813559264,,,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_23dc73e8408c777851043e1205100ed33a0698d62e1c2b389e5a3575dc82ad55/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_0_r0_s2200.json,ba8525856c3944f298a2367d8bdb681add9930ee18f25de6bd8ed144ad6b67b8
gpt-5.6-sol,gpt_original,cost_free,whatis,phantom_seed3,33,0.0,natural_answer,natural_model_answer,9,9,0,8,8,8,6,2,2,0,6,2,0,0,1779.0126500744373,1779.0126500744373,,,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_24b0529dbfca67da598cb5abacd0b068a7393ab55ace8233091c08e7bdc377cc/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_33_r0_s2200.json,2d8be5bc2f77e91a523683f10280e1c5d0d7fd68941f31e91e1c69f1de524b3b
gpt-5.6-sol,gpt_original,cost_tight,whois,phantom_seed3,8,0.0,time_budget_exceeded,forced_model_answer,4,5,1,4,3,3,3,0,0,0,4,0,1,318.64817350171506,1192.8143891319633,1192.8143891319633,900.0,1.325349321257737,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_2523801ac26ed48e409bbe98162122a03a090cc5109cf3f89c3eaeb7f3e17c05/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_8_r0_s2200.json,3d4f17c4168b2bb03ae2d490afab55e4464d3ae050b371acc094f8f84f2f0b28
gpt-5.6-sol,gpt_original,cost_free,whois,phantom_seed3,8,0.0,natural_answer,natural_model_answer,18,18,0,17,17,17,15,2,2,0,15,2,0,0,4433.918779771775,4433.918779771775,,,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_253aa65aac330fb0377537c16ab667c1c59e8a93881184e91e4e37a69950d004/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_8_r0_s2200.json,6f3ba49a7f8d2f3b6199193dbe3820a31e7f26e031abfe1010fe5008d35e4223
gpt-5.6-sol,gpt_original,cost_free,whatis,phantom_seed2,22,1.0,natural_answer,natural_model_answer,17,17,0,16,16,16,16,0,0,0,16,0,0,0,4778.197490442544,4778.197490442544,,,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_25bd4a7b8bce796a48e77ca352f321570d384199bbcc8cdcf4cccbf32d10beb2/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_22_r0_s2200.json,21e52328ffefb692f04dddfa297b3a686bf7c0f8a8acb5ae7cbf8fe276c6c9a1
gpt-5.6-sol,gpt_original,cost_free,whois,phantom_seed3,9,1.0,natural_answer,natural_model_answer,20,20,0,19,19,19,18,1,1,0,18,1,0,0,5380.64738214016,5380.64738214016,,,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_283e2183f0cef4628c5709d83e6db12e2a17c38d1df87f7899a5efd38bbe1118/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_9_r0_s2200.json,79f0ed9b92b12a5c2189bd197ef0a3c896c2916bb61f372a8923d9e1a2977ce8
gpt-5.6-sol,gpt_original,cost_free,whois,phantom_seed2,11,0.0,natural_answer,natural_model_answer,5,5,0,4,4,4,3,1,1,0,3,1,0,0,878.5709794424474,878.5709794424474,,,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_2d95b2e65c756e1be5c1c78bd3c459e448128ea57e180166e0944a18c37e26fd/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_11_r0_s2200.json,9936784facfbbac05634e12ae5d1f10c56ef1bac5998b5666a5627b0b5b34890
gpt-5.6-sol,gpt_original,cost_moderate,whois,phantom_seed2,11,0.0,natural_answer,natural_model_answer,5,5,0,4,4,4,3,1,1,0,3,1,0,0,878.5709794424474,878.5709794424474,3000.0,0.2928569931474825,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_2dbd3c0903b502f4b467cfdba016bf1329814297e1c9e03e3198cdc3a800aef3/result/gpt-5.6-sol_cost_moderate/traces-v2/restricted_search_phantom_seed2_11_r0_s2200.json,238bbc8d18d82b23226019c08890d963cd7ce5c6116063d521241d3520a24af0
gpt-5.6-sol,gpt_original,cost_moderate,whois,phantom_seed2,12,1.0,natural_answer,natural_model_answer,5,5,0,4,4,4,4,0,0,0,4,0,0,0,1192.76493024081,1192.76493024081,3000.0,0.39758831008026996,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_2e4412dabd163e4a4896786b54981bdfc6b8f7431b638bbda5786e36ef865869/result/gpt-5.6-sol_cost_moderate/traces-v2/restricted_search_phantom_seed2_12_r0_s2200.json,6883beaff330b1eb4a4f5c1ff6d35b88ff6d50e64196f164774cf72517168bc4
gpt-5.6-sol,gpt_original,cost_free,whois,phantom_seed2,4,1.0,natural_answer,natural_model_answer,8,8,0,7,7,7,7,0,0,0,7,0,0,0,2145.1940230466425,2145.1940230466425,,,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_2f778e3b7e484b1dd9625748dfdbd833f18d49bae7aff3b26638667e18b7676e/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed2_4_r0_s2200.json,dfd2af40cce396e8edd7bbaeee9a57e2aa6ece4a413cf0b3ab6bcb7a923dcb19
gpt-5.6-sol,gpt_original,cost_moderate,whois,phantom_seed3,6,0.4,natural_answer,natural_model_answer,16,16,0,15,15,15,10,5,5,0,10,5,0,0,2969.466930022463,2969.466930022463,3000.0,0.9898223100074878,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3067903d5ac7732655e6d4c5e1205434068788295bca3eb824c74f124d2b87d2/result/gpt-5.6-sol_cost_moderate/traces-v2/restricted_search_phantom_seed3_6_r0_s2200.json,f60d6ea90c20cab9cb83c66be64488e5d71d842dc205460b8d8ad4208a5fda5a
gpt-5.6-sol,gpt_original,cost_tight,whatis,phantom_seed3,33,0.0,time_budget_exceeded,forced_model_answer,4,5,1,4,3,3,3,0,0,0,4,0,1,300.1120358519256,1197.396071990952,1197.396071990952,900.0,1.3304400799899465,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_31b3732c69b89a843e2639a496a71fc8b02eb3070a3ac957b0325d3fe21e128d/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_33_r0_s2200.json,13056f074c40d1a6479281bbd38c529f1b080d580aa543a4750ba49f9a65e485
gpt-5.6-sol,gpt_original,cost_moderate,whois,phantom_seed2,8,0.6666666666666666,time_budget_exceeded,forced_model_answer,10,11,1,10,9,9,9,0,0,0,10,0,1,315.3755251225084,3008.0468568205833,3008.0468568205833,3000.0,1.0026822856068611,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_349339fc0b022e0ee2f93481f6bb599ec2e5be692ff5119a3cfd3cb3a1bf3f34/result/gpt-5.6-sol_cost_moderate/traces-v2/restricted_search_phantom_seed2_8_r0_s2200.json,a0dff21e7ec668eac23198c1c4301af462d4b8e7f9989ab17444a6651008391a
gpt-5.6-sol,gpt_original,cost_tight,whois,phantom_seed3,2,0.0,time_budget_exceeded,forced_model_answer,4,5,1,4,3,3,3,0,0,0,4,0,1,314.381334008649,1199.3796380609274,1199.3796380609274,900.0,1.3326440422899193,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_360da717df72df62a3fa2af07bf63949945bba8f84371276eb300d0c8f5e5c58/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed3_2_r0_s2200.json,e79d9b7b38966366f1fe49a7b22986bb93875b9552873d908a110715100c9f2b
gpt-5.6-sol,gpt_original,cost_free,whois,phantom_seed3,17,0.0,max_steps_reached,forced_model_answer,30,31,1,30,30,30,18,12,12,0,18,12,0,0,5342.693797675893,5342.693797675893,,,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_361bfbccc3dd3a24f37b0299463b94f25b97c3a120c6018e0e1d60f3f37137b9/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_17_r0_s2200.json,77cb84f530512ac429a9963124ea71e59b63647a56bb2dd0ae4bfe1353acaf17
gpt-5.6-sol,gpt_original,cost_tight,whatis,phantom_seed2,33,0.0,time_budget_exceeded,forced_model_answer,4,5,1,4,3,3,3,0,0,0,4,0,1,313.25032028369606,1192.76493024081,1192.76493024081,900.0,1.3252943669342332,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_361fc118d6f4864485c983404b076160566160790880f6b44effbfe0d4816336/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_33_r0_s2200.json,8dfdad83a679be070d1473d7057e41057d1c9c172237c0dbf4942d713055c790
gpt-5.6-sol,gpt_original,cost_moderate,whois,phantom_seed2,16,1.0,natural_answer,natural_model_answer,10,10,0,9,9,9,9,0,0,0,9,0,0,0,2749.675324037671,2749.675324037671,3000.0,0.9165584413458904,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3ae155fc6fae7b2e3905ee7858279c98314e2a66c24cf61e9b7e03a342edb4ac/result/gpt-5.6-sol_cost_moderate/traces-v2/restricted_search_phantom_seed2_16_r0_s2200.json,dc6d5a9679198118819bce95a107accb1d448345d651d5622e36f4c38ebcd9b3
gpt-5.6-sol,gpt_original,cost_tight,whois,phantom_seed2,8,0.6666666666666666,natural_answer,natural_model_answer,5,5,0,4,4,4,3,1,1,0,3,1,0,0,895.367121072486,895.367121072486,900.0,0.9948523567472067,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3e83ff1fbc5e823b4ac9a36662bdd88819ae66d53ad5c4d2a092eb237b063521/result/gpt-5.6-sol_cost_tight/traces-v2/restricted_search_phantom_seed2_8_r0_s2200.json,f6388a3c5a8739acd2c5692e40ffa6d173b0e70297f77876da13623fbeb72a02
gpt-5.6-sol,gpt_original,cost_free,whois,phantom_seed3,6,0.25,max_steps_reached,forced_model_answer,30,31,1,30,30,30,30,0,0,0,30,0,0,0,8871.563704973087,8871.563704973087,,,0,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_3fbb88632b8a963d3593b87b8e0c214524be5631d605a1bcbc004a4839585cec/result/gpt-5.6-sol_cost_free/traces-v2/restricted_search_phantom_seed3_6_r0_s2200.json,a0f0862dfcdaefe82ee11ace27c1f2c11791c52700a0439d272a37b7ccb555a0
