model,budget,doc_index,doc_id,order,source_cohort,trace_sha256,trace_bytes,hypothesis_count,label_acc,evidence_acc,joint_acc,label_correct_wrong_evidence_rate,correct_label_wrong_evidence_conditional,tool_calls,visible_tool_calls,distinct_hypotheses,repeat_calls,gold_nonempty_query_calls,gold_empty_query_calls,feedback_correct,feedback_incomplete,feedback_irrelevant,first_fixed_example,last_feedback_not_exact,termination_reason,answer_source,agent_steps,simulated_feedback_cost,budget_limit,budget_fraction,residual_less_than_min_call,residual_at_least_max_call,zero_feedback,visible_distinct_hypotheses,visible_repeat_calls,visible_feedback_correct,visible_feedback_incomplete,visible_feedback_irrelevant,visible_last_feedback_not_exact,hidden_result_count,natural_answer,time_budget_exceeded,max_steps_reached,visible_nonempty_query_calls,nonempty_n,nonempty_label_correct,nonempty_evidence_exact,nonempty_joint_correct,nonempty_label_correct_wrong_evidence,nonempty_missing_any,nonempty_extra_any,nonempty_evidence_precision,nonempty_evidence_recall,nonempty_queried,nonempty_correct_label_wrong_evidence_conditional,empty_n,empty_label_correct,empty_evidence_exact,empty_joint_correct,empty_label_correct_wrong_evidence,empty_missing_any,empty_extra_any,empty_evidence_precision,empty_evidence_recall,empty_queried,empty_correct_label_wrong_evidence_conditional,slot_id,source_sha256,source_origin,historical_source_sha256,agent_id,score_version,answer_change_reason,verification_eff,visible_verification_eff
gpt-5.6-sol,cost_free,11,24,0,gpt_original,6ba1af756f6dd9c60f36ac08c21a1e17ada4146cb3a171d0d63254d6bc6be70b,792632,17,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.058823529411764705,0.0625,30,30,14,16,16,14,12,5,13,1,1,max_steps_reached,forced_model_answer,30,9016.574741266668,,,,,0,14,16,12,5,13,1,0,0,0,1,16,10,0.9,0.8,0.8,0.1,0.2,0,0.9,0.84,0.8,0.1111111111111111,7,1,1,1,0,0,0,1.0,1.0,0.8571428571428571,0.0,0bd1595539858c871a214524,6ba1af756f6dd9c60f36ac08c21a1e17ada4146cb3a171d0d63254d6bc6be70b,existing_trace_rescored,6ba1af756f6dd9c60f36ac08c21a1e17ada4146cb3a171d0d63254d6bc6be70b,-1,new,unchanged,0.8,0.8
gpt-5.6-sol,cost_free,11,24,1,gpt_original,a6b16310fdc64fbd04f0a0853cfcca16f45a2943bc4230f0f93657c9e995f0a5,821690,17,1.0,1.0,1.0,0.0,0.0,29,29,16,13,18,11,16,5,8,1,0,natural_answer,natural_model_answer,30,8766.555595481768,,,,,0,16,13,16,5,8,0,0,1,0,0,18,10,1,1,1,0,0,0,1.0,1.0,1,0.0,7,1,1,1,0,0,0,1.0,1.0,0.8571428571428571,0.0,2c9ebc8c7882cd1dfc2290fb,a6b16310fdc64fbd04f0a0853cfcca16f45a2943bc4230f0f93657c9e995f0a5,existing_trace_rescored,a6b16310fdc64fbd04f0a0853cfcca16f45a2943bc4230f0f93657c9e995f0a5,-1,new,unchanged,0.9411764705882353,0.9411764705882353
gpt-5.6-sol,cost_free,11,24,2,gpt_original,4202aeb1276001003d06b50858fff346b17372514127e79b3462b11e1974faf4,70490,17,0.7647058823529411,0.47058823529411764,0.47058823529411764,0.29411764705882354,0.38461538461538464,1,1,1,0,0,1,0,0,1,1,1,natural_answer,natural_model_answer,2,296.2451362516731,,,,,0,1,0,0,0,1,1,0,1,0,0,0,10,0.8,0.3,0.3,0.5,0.7,0.1,0.7,0.47333333333333333,0,0.625,7,0.7142857142857143,0.7142857142857143,0.7142857142857143,0,0,0.2857142857142857,0.7142857142857143,1.0,0.14285714285714285,0.0,e4cebdd9da23d025c035fa5e,4202aeb1276001003d06b50858fff346b17372514127e79b3462b11e1974faf4,existing_trace_rescored,4202aeb1276001003d06b50858fff346b17372514127e79b3462b11e1974faf4,-1,new,unchanged,0.0,0.0
gpt-5.6-sol,cost_free,12,25,0,gpt_original,6f36c8685c8c561d2784c1a539e378f9c621e0c58000d8a4635e98ee90eb7546,548789,17,0.8235294117647058,1.0,0.8235294117647058,0.0,0.0,18,18,13,5,10,8,8,1,9,1,1,natural_answer,natural_model_answer,19,5444.051641775295,,,,,0,13,5,8,1,9,1,0,1,0,0,10,7,1,1,1,0,0,0,1.0,1.0,1,0.0,10,0.7,1,0.7,0,0,0,1.0,1.0,0.6,0.0,6856f6051455abb5d05cb748,6f36c8685c8c561d2784c1a539e378f9c621e0c58000d8a4635e98ee90eb7546,existing_trace_rescored,6f36c8685c8c561d2784c1a539e378f9c621e0c58000d8a4635e98ee90eb7546,-1,new,unchanged,0.5,0.5
gpt-5.6-sol,cost_free,12,25,1,gpt_original,f8636156503fb9df364f0e42e51d3e64457798d469a85d983f45040fd3264a4a,55782,17,0.7647058823529411,0.4117647058823529,0.4117647058823529,0.35294117647058826,0.46153846153846156,1,1,1,0,0,1,0,0,1,1,1,natural_answer,natural_model_answer,2,306.1350894905627,,,,,0,1,0,0,0,1,1,0,1,0,0,0,7,1,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.9285714285714286,0.6428571428571429,0,0.8571428571428571,10,0.6,0.6,0.6,0,0,0.4,0.6,1.0,0.1,0.0,cfc6642dceeee2cbf074b455,f8636156503fb9df364f0e42e51d3e64457798d469a85d983f45040fd3264a4a,existing_trace_rescored,f8636156503fb9df364f0e42e51d3e64457798d469a85d983f45040fd3264a4a,-1,new,unchanged,0.0,0.0
gpt-5.6-sol,cost_free,12,25,2,gpt_original,b1b6184f7bcbde91a50a345e2ae5bb3ca9248f4f30946321f323af333af39887,637967,17,1.0,1.0,1.0,0.0,0.0,26,26,15,11,12,14,14,2,10,1,0,natural_answer,natural_model_answer,27,7852.290412317961,,,,,0,15,11,14,2,10,0,0,1,0,0,12,7,1,1,1,0,0,0,1.0,1.0,1,0.0,10,1,1,1,0,0,0,1.0,1.0,0.8,0.0,aa1b2411c7a17fffc6b397ec,b1b6184f7bcbde91a50a345e2ae5bb3ca9248f4f30946321f323af333af39887,existing_trace_rescored,b1b6184f7bcbde91a50a345e2ae5bb3ca9248f4f30946321f323af333af39887,-1,new,unchanged,0.8235294117647058,0.8235294117647058
gpt-5.6-sol,cost_moderate,0,1,0,gpt_original,d6343514dd2ddd3d525726dc4207f7f7002296cce430141b92188d69d65187e6,241099,17,1.0,0.7058823529411765,0.7058823529411765,0.29411764705882354,0.29411764705882354,10,10,6,4,7,3,5,2,3,1,0,natural_answer,natural_model_answer,11,2990.9097662288696,3000.0,0.9969699220762899,1,0,0,6,4,5,2,3,0,0,1,0,0,7,13,1,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.38461538461538464,0.15384615384615385,0.8461538461538461,0.6987179487179487,0.3076923076923077,0.38461538461538464,4,1,1,1,0,0,0,1.0,1.0,0.5,0.0,d6bf31b2a39b6501fdb287c9,d6343514dd2ddd3d525726dc4207f7f7002296cce430141b92188d69d65187e6,existing_trace_rescored,d6343514dd2ddd3d525726dc4207f7f7002296cce430141b92188d69d65187e6,-1,new,unchanged,0.4166666666666667,0.4166666666666667
gpt-5.6-sol,cost_moderate,0,1,1,gpt_original,dc6cb7358d8ae0a35a267d2085a47c6fc5d9bfc5af3bb64d3b21e5b63d0da0f9,63363,17,0.9411764705882353,0.4117647058823529,0.4117647058823529,0.5294117647058824,0.5625,1,1,1,0,0,1,0,0,1,1,1,natural_answer,natural_model_answer,2,311.7324648331851,3000.0,0.10391082161106169,0,1,0,1,0,0,0,1,1,0,1,0,0,0,13,1,0.3076923076923077,0.3076923076923077,0.6923076923076923,0.6153846153846154,0.23076923076923078,0.8076923076923077,0.5961538461538461,0,0.6923076923076923,4,0.75,0.75,0.75,0,0,0.25,0.75,1.0,0.25,0.0,d18e50faf5e48e33d1893e24,dc6cb7358d8ae0a35a267d2085a47c6fc5d9bfc5af3bb64d3b21e5b63d0da0f9,existing_trace_rescored,dc6cb7358d8ae0a35a267d2085a47c6fc5d9bfc5af3bb64d3b21e5b63d0da0f9,-1,new,unchanged,0.0,0.0
gpt-5.6-sol,cost_moderate,0,1,2,gpt_original,568b094670f6361bbb934cd4fc2c10320081fd520521c4e6e9d0d90f36eda06c,191220,17,0.9411764705882353,0.5882352941176471,0.5882352941176471,0.35294117647058826,0.375,9,9,3,6,8,1,1,2,6,1,1,natural_answer,natural_model_answer,10,2725.896245194599,3000.0,0.908632081731533,1,0,0,3,6,1,2,6,1,0,1,0,0,8,13,1,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.46153846153846156,0.15384615384615385,0.8461538461538461,0.6730769230769231,0.15384615384615385,0.46153846153846156,4,0.75,0.75,0.75,0,0,0.25,0.75,1.0,0.25,0.0,ffd8fcec08ba230dcd44f6d8,568b094670f6361bbb934cd4fc2c10320081fd520521c4e6e9d0d90f36eda06c,existing_trace_rescored,568b094670f6361bbb934cd4fc2c10320081fd520521c4e6e9d0d90f36eda06c,-1,new,unchanged,0.1,0.1
gpt-5.6-sol,cost_moderate,1,2,0,gpt_original,e1932e6a6b07d4bcf20a071a63836bdd593de657e6f310e4abf95f4d95cbead7,59475,17,0.8823529411764706,0.6470588235294118,0.5882352941176471,0.29411764705882354,0.3333333333333333,1,1,1,0,1,0,0,0,1,1,1,natural_answer,natural_model_answer,2,292.24428213201463,3000.0,0.09741476071067154,0,1,0,1,0,0,0,1,1,0,1,0,0,1,14,0.9285714285714286,0.6428571428571429,0.5714285714285714,0.35714285714285715,0.2857142857142857,0.21428571428571427,0.8571428571428571,0.7976190476190477,0.07142857142857142,0.38461538461538464,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0.3333333333333333,0.6666666666666666,1.0,0,0.0,3ca19ba5c7142a4c2e1db667,e1932e6a6b07d4bcf20a071a63836bdd593de657e6f310e4abf95f4d95cbead7,existing_trace_rescored,e1932e6a6b07d4bcf20a071a63836bdd593de657e6f310e4abf95f4d95cbead7,-1,new,unchanged,0.0,0.0
gpt-5.6-sol,cost_moderate,1,2,1,gpt_original,0751605266f5a822a7f077ec54d6178791f60109279043a53d1112df281cba77,56895,17,0.8823529411764706,0.6470588235294118,0.5882352941176471,0.29411764705882354,0.3333333333333333,1,1,1,0,1,0,0,0,1,1,1,natural_answer,natural_model_answer,2,292.24428213201463,3000.0,0.09741476071067154,0,1,0,1,0,0,0,1,1,0,1,0,0,1,14,0.9285714285714286,0.6428571428571429,0.5714285714285714,0.35714285714285715,0.2857142857142857,0.21428571428571427,0.8571428571428571,0.7976190476190477,0.07142857142857142,0.38461538461538464,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0.3333333333333333,0.6666666666666666,1.0,0,0.0,4a19c2b7d28cfd250b1d96f6,0751605266f5a822a7f077ec54d6178791f60109279043a53d1112df281cba77,existing_trace_rescored,0751605266f5a822a7f077ec54d6178791f60109279043a53d1112df281cba77,-1,new,unchanged,0.0,0.0
gpt-5.6-sol,cost_moderate,1,2,2,gpt_original,2c029b20d14c816f22ed99e266824138eed2d4bd87419791758bc54fb19283d2,63778,17,0.8823529411764706,0.5882352941176471,0.5294117647058824,0.35294117647058826,0.4,1,1,1,0,1,0,0,0,1,1,1,natural_answer,natural_model_answer,2,292.24428213201463,3000.0,0.09741476071067154,0,1,0,1,0,0,0,1,1,0,1,0,0,1,14,0.9285714285714286,0.5714285714285714,0.5,0.42857142857142855,0.35714285714285715,0.14285714285714285,0.8928571428571429,0.7738095238095238,0.07142857142857142,0.46153846153846156,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0.3333333333333333,0.6666666666666666,1.0,0,0.0,ab70a25a322968258ea1225a,2c029b20d14c816f22ed99e266824138eed2d4bd87419791758bc54fb19283d2,existing_trace_rescored,2c029b20d14c816f22ed99e266824138eed2d4bd87419791758bc54fb19283d2,-1,new,unchanged,0.0,0.0
gpt-5.6-sol,cost_moderate,2,4,0,gpt_original,23e7ef43262a09c8e3e60011d084b2f9a932cd0faf981e04f7a20d7186f83ad2,61792,17,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.0,0.0,1,1,1,0,0,1,0,0,1,1,1,natural_answer,natural_model_answer,2,304.2015711776912,3000.0,0.10140052372589707,0,1,0,1,0,0,0,1,1,0,1,0,0,0,6,1,1,1,0,0,0,1.0,1.0,0,0.0,11,0.6363636363636364,0.6363636363636364,0.6363636363636364,0,0,0.36363636363636365,0.6363636363636364,1.0,0.09090909090909091,0.0,08c2debfe32d8d90275e92ee,23e7ef43262a09c8e3e60011d084b2f9a932cd0faf981e04f7a20d7186f83ad2,existing_trace_rescored,23e7ef43262a09c8e3e60011d084b2f9a932cd0faf981e04f7a20d7186f83ad2,-1,new,unchanged,0.0,0.0
gpt-5.6-sol,cost_moderate,2,4,1,gpt_original,49403bbdc8e48195209a9913287c51e67d4b7ea78626eb99a924b46d2e36fff6,184938,17,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.0,0.0,9,9,5,4,1,8,3,0,6,1,1,natural_answer,natural_model_answer,10,2707.254253802821,3000.0,0.9024180846009403,0,0,0,5,4,3,0,6,1,0,1,0,0,1,6,1,1,1,0,0,0,1.0,1.0,0.16666666666666666,0.0,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,0,0,0.09090909090909091,0.9090909090909091,1.0,0.36363636363636365,0.0,1e959d1aa3f11124de26d4bf,49403bbdc8e48195209a9913287c51e67d4b7ea78626eb99a924b46d2e36fff6,existing_trace_rescored,49403bbdc8e48195209a9913287c51e67d4b7ea78626eb99a924b46d2e36fff6,-1,new,unchanged,0.1875,0.1875
gpt-5.6-sol,cost_moderate,2,4,2,gpt_original,863186d20313387d6370df440652483aacc4abeb4cb2fd4b3b154e92fcd55573,180124,17,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.0,0.0,8,8,7,1,3,5,3,0,5,1,1,natural_answer,natural_model_answer,9,2418.2005432713777,3000.0,0.8060668477571259,0,1,0,7,1,3,0,5,1,0,1,0,0,3,6,1,1,1,0,0,0,1.0,1.0,0.5,0.0,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,0,0,0.09090909090909091,0.9090909090909091,1.0,0.36363636363636365,0.0,5d763e6b9ebd73603eb1ed7b,863186d20313387d6370df440652483aacc4abeb4cb2fd4b3b154e92fcd55573,existing_trace_rescored,863186d20313387d6370df440652483aacc4abeb4cb2fd4b3b154e92fcd55573,-1,new,unchanged,0.1875,0.1875
gpt-5.6-sol,cost_moderate,3,5,0,gpt_original,08c2d42df5721276fa1e9c6d339f1854e81db909b6777c275a4e1b5a14c6e371,197615,17,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.0,10,10,6,4,6,4,5,2,3,1,0,natural_answer,natural_model_answer,11,2987.2947861999273,3000.0,0.9957649287333091,1,0,0,6,4,5,2,3,0,0,1,0,0,6,5,0.8,0.8,0.8,0,0.2,0,1.0,0.9,0.6,0.0,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,0,0,0.08333333333333333,0.9166666666666666,1.0,0.25,0.0,5bd6a474c44090b5a0dc5fde,08c2d42df5721276fa1e9c6d339f1854e81db909b6777c275a4e1b5a14c6e371,existing_trace_rescored,08c2d42df5721276fa1e9c6d339f1854e81db909b6777c275a4e1b5a14c6e371,-1,new,unchanged,0.3333333333333333,0.3333333333333333
gpt-5.6-sol,cost_moderate,3,5,1,gpt_original,e5d29e081d594af788bfbce07f94f03a1fe66a58068924f055d15021825cf655,59543,17,0.7647058823529411,0.7058823529411765,0.7058823529411765,0.058823529411764705,0.07692307692307693,1,1,1,0,0,1,0,0,1,1,1,natural_answer,natural_model_answer,2,293.7330862134695,3000.0,0.09791102873782317,0,1,0,1,0,0,0,1,1,0,1,0,0,0,5,0.6,0.4,0.4,0.2,0.4,0.2,0.7,0.7,0,0.3333333333333333,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0.16666666666666666,0.8333333333333334,1.0,0.08333333333333333,0.0,2e582a02f46b1360ad06deec,e5d29e081d594af788bfbce07f94f03a1fe66a58068924f055d15021825cf655,existing_trace_rescored,e5d29e081d594af788bfbce07f94f03a1fe66a58068924f055d15021825cf655,-1,new,unchanged,0.0,0.0
gpt-5.6-sol,cost_moderate,3,5,2,gpt_original,1768cd7e659bbabc5f3afff169e63ceb38d6b09d11a615fe94d3fea0ed6ae149,214012,17,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.0,0.0,10,10,9,1,4,6,2,1,7,1,1,natural_answer,natural_model_answer,11,2957.429697792977,3000.0,0.9858098992643257,1,0,0,9,1,2,1,7,1,0,1,0,0,4,5,0.6,0.8,0.6,0,0.2,0,0.8,0.8,0.8,0.0,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,0,0,0.08333333333333333,0.9166666666666666,1.0,0.4166666666666667,0.0,859d7047d57d79f47f294cbe,1768cd7e659bbabc5f3afff169e63ceb38d6b09d11a615fe94d3fea0ed6ae149,existing_trace_rescored,1768cd7e659bbabc5f3afff169e63ceb38d6b09d11a615fe94d3fea0ed6ae149,-1,new,unchanged,0.14285714285714285,0.14285714285714285
gpt-5.6-sol,cost_moderate,4,6,0,gpt_original,d0f6e53b5b59ab825fc587c5b45e0b86563b7389c8158208cf202f2210a69ae5,62627,17,0.8823529411764706,0.5882352941176471,0.5882352941176471,0.29411764705882354,0.3333333333333333,1,1,1,0,0,1,0,0,1,1,1,natural_answer,natural_model_answer,2,292.99589074216783,3000.0,0.09766529691405594,0,1,0,1,0,0,0,1,1,0,1,0,0,0,11,0.9090909090909091,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.18181818181818182,0.7272727272727273,0.5909090909090909,0,0.5,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0.16666666666666666,0.8333333333333334,1.0,0.16666666666666666,0.0,85b2021f345df9d6913038ac,d0f6e53b5b59ab825fc587c5b45e0b86563b7389c8158208cf202f2210a69ae5,existing_trace_rescored,d0f6e53b5b59ab825fc587c5b45e0b86563b7389c8158208cf202f2210a69ae5,-1,new,unchanged,0.0,0.0
gpt-5.6-sol,cost_moderate,4,6,1,gpt_original,313d6edfee2375d35d5f40417c2da20065e0f355ccc298e41f92d0327cf7e2aa,209229,17,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.0,10,10,6,4,7,3,2,1,7,1,0,natural_answer,natural_model_answer,11,2972.6809565816075,3000.0,0.9908936521938692,1,0,0,6,4,2,1,7,0,0,1,0,0,7,11,0.8181818181818182,0.8181818181818182,0.8181818181818182,0,0.18181818181818182,0,0.8181818181818182,0.8181818181818182,0.2727272727272727,0.0,6,1,1,1,0,0,0,1.0,1.0,0.5,0.0,129a56a3825ef91f3c90361f,313d6edfee2375d35d5f40417c2da20065e0f355ccc298e41f92d0327cf7e2aa,existing_trace_rescored,313d6edfee2375d35d5f40417c2da20065e0f355ccc298e41f92d0327cf7e2aa,-1,new,unchanged,0.13333333333333333,0.13333333333333333
gpt-5.6-sol,cost_moderate,4,6,2,gpt_original,45de59667635c83fc9d13e73bc957598de7c69bc8e79abb4e8676f15effeb883,209085,17,0.9411764705882353,0.8235294117647058,0.8235294117647058,0.11764705882352941,0.125,10,10,7,3,7,3,5,2,3,1,0,natural_answer,natural_model_answer,11,2958.9432793855667,3000.0,0.9863144264618555,1,0,0,7,3,5,2,3,0,0,1,0,0,7,11,0.9090909090909091,0.7272727272727273,0.7272727272727273,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.7272727272727273,0.7272727272727273,0.45454545454545453,0.2,6,1,1,1,0,0,0,1.0,1.0,0.3333333333333333,0.0,d9af2efa6df71713b27e37a7,45de59667635c83fc9d13e73bc957598de7c69bc8e79abb4e8676f15effeb883,existing_trace_rescored,45de59667635c83fc9d13e73bc957598de7c69bc8e79abb4e8676f15effeb883,-1,new,unchanged,0.35714285714285715,0.35714285714285715
gpt-5.6-sol,cost_moderate,5,8,0,gpt_original,c29827968142ec7d7d504d45240c6b87c962eecd1a5d35979d52ea1cc67fdeaf,168109,17,0.8823529411764706,1.0,0.8823529411764706,0.0,0.0,9,9,6,3,6,3,4,1,4,1,0,natural_answer,natural_model_answer,10,2718.8402936048806,3000.0,0.9062800978682936,0,0,0,6,3,4,1,4,0,0,1,0,0,6,4,0.5,1,0.5,0,0,0,1.0,1.0,1,0.0,13,1,1,1,0,0,0,1.0,1.0,0.15384615384615385,0.0,cb1ecee19757a9498e194699,c29827968142ec7d7d504d45240c6b87c962eecd1a5d35979d52ea1cc67fdeaf,existing_trace_rescored,c29827968142ec7d7d504d45240c6b87c962eecd1a5d35979d52ea1cc67fdeaf,-1,new,unchanged,0.13333333333333333,0.13333333333333333
gpt-5.6-sol,cost_moderate,5,8,1,gpt_original,4b96333c436ffc6177dec162599135300741e64cde7d5594f76d35bcb3eaff23,106663,17,0.8235294117647058,0.8823529411764706,0.7647058823529411,0.058823529411764705,0.07142857142857142,1,1,1,0,0,1,0,0,1,1,1,natural_answer,natural_model_answer,2,306.01335200481117,3000.0,0.1020044506682704,0,1,0,1,0,0,0,1,1,0,1,0,0,0,4,0.5,0.75,0.25,0.25,0.25,0,1.0,0.875,0,0.5,13,0.9230769230769231,0.9230769230769231,0.9230769230769231,0,0,0.07692307692307693,0.9230769230769231,1.0,0.07692307692307693,0.0,b47db8327a4e62ad3e0ae493,4b96333c436ffc6177dec162599135300741e64cde7d5594f76d35bcb3eaff23,existing_trace_rescored,4b96333c436ffc6177dec162599135300741e64cde7d5594f76d35bcb3eaff23,-1,new,unchanged,0.0,0.0
gpt-5.6-sol,cost_moderate,5,8,2,gpt_original,d7e14ce616d9e35ad1a2e31c7cf5b2f51fee5107c6ab1cb321638279ac7ffa66,185561,17,0.8823529411764706,1.0,0.8823529411764706,0.0,0.0,9,9,4,5,5,4,2,1,6,1,0,natural_answer,natural_model_answer,10,2702.2671709302813,3000.0,0.900755723643427,0,0,0,4,5,2,1,6,0,0,1,0,0,5,4,0.5,1,0.5,0,0,0,1.0,1.0,0.5,0.0,13,1,1,1,0,0,0,1.0,1.0,0.15384615384615385,0.0,36f86c332855363e220787e8,d7e14ce616d9e35ad1a2e31c7cf5b2f51fee5107c6ab1cb321638279ac7ffa66,existing_trace_rescored,d7e14ce616d9e35ad1a2e31c7cf5b2f51fee5107c6ab1cb321638279ac7ffa66,-1,new,unchanged,0.06666666666666667,0.06666666666666667
gpt-5.6-sol,cost_moderate,6,11,0,gpt_original,75875ddeac9ead63267fca3c152bee8c2af70845ce3574c418a2edcb7eefa232,187932,17,0.8823529411764706,0.6470588235294118,0.6470588235294118,0.23529411764705882,0.26666666666666666,9,9,4,5,1,8,2,0,7,1,1,natural_answer,natural_model_answer,10,2745.1024025771767,3000.0,0.9150341341923922,1,0,0,4,5,2,0,7,1,0,1,0,0,1,10,1,0.6,0.6,0.4,0.4,0,1.0,0.81,0.1,0.4,7,0.7142857142857143,0.7142857142857143,0.7142857142857143,0,0,0.2857142857142857,0.7142857142857143,1.0,0.42857142857142855,0.0,1cb329a56abad2f45adf849c,75875ddeac9ead63267fca3c152bee8c2af70845ce3574c418a2edcb7eefa232,existing_trace_rescored,75875ddeac9ead63267fca3c152bee8c2af70845ce3574c418a2edcb7eefa232,-1,new,unchanged,0.18181818181818182,0.18181818181818182
gpt-5.6-sol,cost_moderate,6,11,1,gpt_original,286c72b3a94b1f530389147beddfa3ea3a3f67f4df99bb7939c7123642517434,71238,17,0.8235294117647058,0.5882352941176471,0.5882352941176471,0.23529411764705882,0.2857142857142857,1,1,1,0,0,1,0,0,1,1,1,natural_answer,natural_model_answer,2,304.6651812456548,3000.0,0.10155506041521828,0,1,0,1,0,0,0,1,1,0,1,0,0,0,10,1,0.6,0.6,0.4,0.4,0,1.0,0.81,0,0.4,7,0.5714285714285714,0.5714285714285714,0.5714285714285714,0,0,0.42857142857142855,0.5714285714285714,1.0,0.14285714285714285,0.0,ca32317f3a8f5c3bb0f41ca2,286c72b3a94b1f530389147beddfa3ea3a3f67f4df99bb7939c7123642517434,existing_trace_rescored,286c72b3a94b1f530389147beddfa3ea3a3f67f4df99bb7939c7123642517434,-1,new,unchanged,0.0,0.0
gpt-5.6-sol,cost_moderate,6,11,2,gpt_original,c5464b16149b60d04204ed2ffeba6586ca92c299a62e7a5e0bdd63c0ce4b035c,199931,17,0.9411764705882353,0.7058823529411765,0.7058823529411765,0.23529411764705882,0.25,9,9,7,2,4,5,3,0,6,1,1,natural_answer,natural_model_answer,10,2706.059705959633,3000.0,0.9020199019865444,0,0,0,7,2,3,0,6,1,0,1,0,0,4,10,1,0.6,0.6,0.4,0.4,0,1.0,0.81,0.3,0.4,7,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,0,0.14285714285714285,0.8571428571428571,1.0,0.5714285714285714,0.0,2d487a3b82dcece43b2369ed,c5464b16149b60d04204ed2ffeba6586ca92c299a62e7a5e0bdd63c0ce4b035c,existing_trace_rescored,c5464b16149b60d04204ed2ffeba6586ca92c299a62e7a5e0bdd63c0ce4b035c,-1,new,unchanged,0.25,0.25
gpt-5.6-sol,cost_moderate,7,18,0,gpt_original,aea9a3d4d080ec1a9ce26f9150dc53dd1675b814179fee357c2a230164eb2136,80888,17,0.7058823529411765,0.6470588235294118,0.6470588235294118,0.058823529411764705,0.08333333333333333,1,1,1,0,0,1,0,0,1,1,1,natural_answer,natural_model_answer,2,301.49179643020034,3000.0,0.10049726547673345,0,1,0,1,0,0,0,1,1,0,1,0,0,0,5,0.8,0.6,0.6,0.2,0.4,0.2,0.8,0.7,0,0.25,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0.3333333333333333,0.6666666666666666,1.0,0.08333333333333333,0.0,1c8bd9e03f8237f1e4ad7417,aea9a3d4d080ec1a9ce26f9150dc53dd1675b814179fee357c2a230164eb2136,existing_trace_rescored,aea9a3d4d080ec1a9ce26f9150dc53dd1675b814179fee357c2a230164eb2136,-1,new,unchanged,0.0,0.0
gpt-5.6-sol,cost_moderate,7,18,1,gpt_original,dfadf69a86fd188ff26c1bbe54d373ea498c5457c7947b03962e2a67e0d7e4e1,183249,17,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.058823529411764705,0.06666666666666667,9,9,6,3,5,4,2,2,5,1,1,natural_answer,natural_model_answer,10,2742.7088216505945,3000.0,0.9142362738835315,1,0,0,6,3,2,2,5,1,0,1,0,0,5,5,1,0.8,0.8,0.2,0,0.2,0.9,1.0,0.4,0.2,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0.16666666666666666,0.8333333333333334,1.0,0.3333333333333333,0.0,cc65f2bc06276d079fb27c2e,dfadf69a86fd188ff26c1bbe54d373ea498c5457c7947b03962e2a67e0d7e4e1,existing_trace_rescored,dfadf69a86fd188ff26c1bbe54d373ea498c5457c7947b03962e2a67e0d7e4e1,-1,new,unchanged,0.14285714285714285,0.14285714285714285
gpt-5.6-sol,cost_moderate,7,18,2,gpt_original,e0d763f06c7e281fb362a10071ff9a1785d5875ae01c107519d27fb1ab9bbeb2,191467,17,1.0,0.8823529411764706,0.8823529411764706,0.11764705882352941,0.11764705882352941,9,9,7,2,3,6,2,1,6,1,1,natural_answer,natural_model_answer,10,2763.39045134373,3000.0,0.92113015044791,1,0,0,7,2,2,1,6,1,0,1,0,0,3,5,1,0.6,0.6,0.4,0.2,0.2,0.9,0.9,0.4,0.4,12,1,1,1,0,0,0,1.0,1.0,0.4166666666666667,0.0,637a1d35f7983b633b0caf51,e0d763f06c7e281fb362a10071ff9a1785d5875ae01c107519d27fb1ab9bbeb2,existing_trace_rescored,e0d763f06c7e281fb362a10071ff9a1785d5875ae01c107519d27fb1ab9bbeb2,-1,new,unchanged,0.13333333333333333,0.13333333333333333
