event_id,lane,models,run_id,start_utc,end_utc,time_basis,phase,matrix,planned,execution_accounting,score_accounting,count_unit,issue_found,followup,final_selection,excluded_model_in_current_report,evidence,known_limitations,additional_accounting
graph-smoke-glm-baseline-1205018,selfserve,"[""glm-5.3""]",glm-baseline-1205018,2026-09-12T01:15:54.266549+00:00,2026-09-12T01:56:42.089466+00:00,min/max execution_started/finished metadata across completed pools,smoke,"Tight fixed NAS101-A and/or Audit q0, N2/R1, max_steps4/max_evals3, matched naive/cached/poolact. Not 783-slot study.","{""pools"": 6}","{""completed_pools"": 4, ""unstarted_pools"": 2}","{""score_complete_agents"": 8, ""score_complete_pools"": 4}",Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,Original GLM allocation had insufficient remaining time after loading; Audit naive/cached never started. Original completed Audit PoolAct retained but superseded for matching.,GLM Audit restarted as a whole separate three-strategy continuation; 12 matched pools plus one superseded completed pool retained across diagnostic cohorts.,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/publication_sealed_v1/per_pool.csv"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/publication_sealed_v1/README.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/runs/glm-5_3-graph-v4-20260912-nas101_a-poolact/execution_started.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/runs/glm-5_3-graph-v4-20260912-nas101_a-poolact/execution_finished.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/runs/glm-5_3-graph-v4-20260912-audit_q0-poolact/execution_started.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/runs/glm-5_3-graph-v4-20260912-audit_q0-poolact/execution_finished.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/matched_strategies/runs/glm-5_3-graph-v4-20260912-nas101_a-matched-naive/execution_started.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/matched_strategies/runs/glm-5_3-graph-v4-20260912-nas101_a-matched-naive/execution_finished.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/matched_strategies/runs/glm-5_3-graph-v4-20260912-nas101_a-matched-cached/execution_started.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/matched_strategies/runs/glm-5_3-graph-v4-20260912-nas101_a-matched-cached/execution_finished.json""]","[""Diagnostic samples are not substituted into latest full-matrix scores.""]",{}
dpsk-diagnostic-multistream-off-v2-c4,selfserve,"[""DeepSeek V4 Flash 0731""]",diag-v2-a6ab7bc578ad499d9b002db3d65c07eb / multistream-off-v2-c4,2026-09-12T01:33:23.835657+00:00,2026-09-12T01:35:35.481320+00:00,min/max recorded replay response metadata timestamps,smoke,Eight selected first-request diagnostic replays; no task score and not independent full-matrix samples.,"{""calls"": 8}","{""delivered_calls"": 8}",,Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,Preserved-order baseline concurrent replay reproduced repetitive/garbled generation; stream-off candidate underwent separate before/after checks. Not proof of unique kernel cause.,Protocol/serving diagnosis informed later task smoke and targeted full-length N4 rerun; no old formal answer overwritten.,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/multistream-off-v2-c4/SUMMARY.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/IMPACT.zh.md""]",[],{}
graph-smoke-deepseek-streamoff-1205022,selfserve,"[""deepseek-v4-flash-0731""]",deepseek-streamoff-1205022,2026-09-12T01:38:29.537495+00:00,2026-09-12T01:49:28.150593+00:00,min/max execution_started/finished metadata across completed pools,smoke,"Tight fixed NAS101-A and/or Audit q0, N2/R1, max_steps4/max_evals3, matched naive/cached/poolact. Not 783-slot study.","{""pools"": 6}","{""completed_pools"": 6, ""unstarted_pools"": 0}","{""score_complete_agents"": 12, ""score_complete_pools"": 6}",Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,"Bounded validation of complete graph identity and native Audit prompt fix; actual positive/zero/negative effects retained, not acceptance-by-improvement.",GLM Audit restarted as a whole separate three-strategy continuation; 12 matched pools plus one superseded completed pool retained across diagnostic cohorts.,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/publication_sealed_v1/per_pool.csv"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/publication_sealed_v1/README.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/streamoff/cohort_v1/runs/deepseek-v4-flash-0731-graph-v4-20260912-nas101_a-streamoff-poolact/execution_started.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/streamoff/cohort_v1/runs/deepseek-v4-flash-0731-graph-v4-20260912-nas101_a-streamoff-poolact/execution_finished.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/streamoff/cohort_v1/runs/deepseek-v4-flash-0731-graph-v4-20260912-audit_q0-streamoff-poolact/execution_started.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/streamoff/cohort_v1/runs/deepseek-v4-flash-0731-graph-v4-20260912-audit_q0-streamoff-poolact/execution_finished.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/streamoff/cohort_v1/matched_runs/deepseek-v4-flash-0731-graph-v4-20260912-nas101_a-streamoff-matched-naive/execution_started.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/streamoff/cohort_v1/matched_runs/deepseek-v4-flash-0731-graph-v4-20260912-nas101_a-streamoff-matched-naive/execution_finished.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/streamoff/cohort_v1/matched_runs/deepseek-v4-flash-0731-graph-v4-20260912-nas101_a-streamoff-matched-cached/execution_started.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/streamoff/cohort_v1/matched_runs/deepseek-v4-flash-0731-graph-v4-20260912-nas101_a-streamoff-matched-cached/execution_finished.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/streamoff/cohort_v1/matched_runs/deepseek-v4-flash-0731-graph-v4-20260912-audit_q0-streamoff-matched-naive/execution_started.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/streamoff/cohort_v1/matched_runs/deepseek-v4-flash-0731-graph-v4-20260912-audit_q0-streamoff-matched-naive/execution_finished.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/streamoff/cohort_v1/matched_runs/deepseek-v4-flash-0731-graph-v4-20260912-audit_q0-streamoff-matched-cached/execution_started.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/streamoff/cohort_v1/matched_runs/deepseek-v4-flash-0731-graph-v4-20260912-audit_q0-streamoff-matched-cached/execution_finished.json""]","[""Diagnostic samples are not substituted into latest full-matrix scores.""]",{}
dpsk-diagnostic-multistream-off-v2-c4-after-smokes,selfserve,"[""DeepSeek V4 Flash 0731""]",diag-v2-7bed1df3429c403bac596372c68adf17 / multistream-off-v2-c4-after-smokes,2026-09-12T01:50:07.141971+00:00,2026-09-12T01:51:38.631946+00:00,min/max recorded replay response metadata timestamps,smoke,Eight selected first-request diagnostic replays; no task score and not independent full-matrix samples.,"{""calls"": 8}","{""delivered_calls"": 8}",,Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,Preserved-order baseline concurrent replay reproduced repetitive/garbled generation; stream-off candidate underwent separate before/after checks. Not proof of unique kernel cause.,Protocol/serving diagnosis informed later task smoke and targeted full-length N4 rerun; no old formal answer overwritten.,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/multistream-off-v2-c4-after-smokes/SUMMARY.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/IMPACT.zh.md""]",[],{}
graph-smoke-glm_audit_continuation_v1,selfserve,"[""glm-5.3""]",glm_audit_continuation_v1,2026-09-12T02:45:13.834876+00:00,2026-09-12T03:45:38.184907+00:00,min/max execution_started/finished metadata across completed pools,smoke,"Tight fixed NAS101-A and/or Audit q0, N2/R1, max_steps4/max_evals3, matched naive/cached/poolact. Not 783-slot study.","{""pools"": 3}","{""completed_pools"": 3, ""unstarted_pools"": 0}","{""score_complete_agents"": 6, ""score_complete_pools"": 3}",Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,"Bounded validation of complete graph identity and native Audit prompt fix; actual positive/zero/negative effects retained, not acceptance-by-improvement.",GLM Audit restarted as a whole separate three-strategy continuation; 12 matched pools plus one superseded completed pool retained across diagnostic cohorts.,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/publication_sealed_v1/per_pool.csv"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/publication_sealed_v1/README.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/glm_audit_continuation/runs/glm-5_3-graph-v4-audit-cont-20260912-audit_q0-poolact/execution_started.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/glm_audit_continuation/runs/glm-5_3-graph-v4-audit-cont-20260912-audit_q0-poolact/execution_finished.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/glm_audit_continuation/runs/glm-5_3-graph-v4-audit-cont-20260912-audit_q0-matched-naive/execution_started.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/glm_audit_continuation/runs/glm-5_3-graph-v4-audit-cont-20260912-audit_q0-matched-naive/execution_finished.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/glm_audit_continuation/runs/glm-5_3-graph-v4-audit-cont-20260912-audit_q0-matched-cached/execution_started.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_diagnostics_20260912/graph_smoke/glm_audit_continuation/runs/glm-5_3-graph-v4-audit-cont-20260912-audit_q0-matched-cached/execution_finished.json""]","[""Diagnostic samples are not substituted into latest full-matrix scores.""]",{}
api-gpt-material-first-pool-transport-failure,api,"[""GPT-5.6-sol / medium""]",gpt56sol-medium-nas-moderate-material-rerun-20260912-v1 / original first pool,2026-09-12T04:59:24.680001Z,2026-09-12T05:00:01.202084Z,first request start → last failed transport attempt,targeted_rerun,登记27池中的NAS101 C/Moderate/poolact/第3重复，一个N4池。,1,0,0,"logical invocation/pool; executed means terminal execution_complete, not HTTP attempts",研究节点缺少loopback tunnel；12次ConnectionRefused，0 HTTP响应/0 delivered决定；usage未知。,修独立转发，固定科学槽新physical identity只恢复一次；旧失败原件和成本保留。,replaced,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/gpt/initial_transport_failure.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/gpt/recovery_001/attempt-mapping.json""]","[""不是新增第28个科学槽，也不是按成绩重采样。""]","{""api_attempts"": 12, ""failed"": 1, ""started"": 1}"
api-gpt-material-first-pool-recovery,api,"[""GPT-5.6-sol / medium""]",gpt-material-rerun recovery_001,2026-09-12T05:12:38.315903Z,2026-09-12T05:25:50.800489Z,first queue start → drained (rounded microseconds),recovery,上一行同一科学槽：NAS101 C/Moderate/poolact/第3重复，N4。,1,1,1,"logical invocation/pool; executed means terminal execution_complete, not HTTP attempts",修复基础设施后完整评分；源码通用graph身份修复，本地admission cap统一262144，effort仍medium。,通过首池检查后首次执行剩余26个原登记槽。,used,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/gpt/recovery_001/native-review.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/gpt/recovery_001/attempt-mapping.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/gpt/recovery_001/effective-cohort-result.json""]","[""首池未实际超过旧131072 heuristic，不是provider262144容量压力测试。""]","{""effective_final_slots"": 1, ""source_commit"": ""7f0fe09584a57266832efa38662df7fe599f2431""}"
deepseek-material-rerun-v1,selfserve,"[""DeepSeek V4 Flash 0731""]",eval-material-rerun-20260912-v1 / deepseek / 1789190221829145239-140781,2026-09-12T05:17:02.111848+00:00,2026-09-12T07:17:52.656682+00:00,first/last dynamic session events.wall_time_ns,targeted_rerun,"Audit13 × Moderate/Tight × all three strategies (78) + NAS101 A/B/C × R3 × Moderate/Tight × all three strategies (54) + whois39 × Moderate × all three strategies (117); N4, max_steps/max_evals30; same item/seed labels and legacy task-abstention-v1.","{""agents"": 996, ""pools"": 249}","{""completed_pools"": 249, ""execution_failed"": 0}","{""score_complete_agents"": 996, ""score_complete_pools"": 249}",Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,"Triggered by material impact review, not every affected cell: full graph identity + native Audit prompt compatibility repair; DeepSeek additionally disabled multistream overlap on the frozen runtime.","Latest report replaces exactly these old matched three-arm slots with new source/deployment cohort, preserving all old data and positive/negative/empty outcomes. No single-agent or Qwen rerun.",used,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/deepseek/queue/state/sessions/1789190221829145239-140781/summary.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/deepseek/queue/state/sessions/1789190221829145239-140781/events.jsonl"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/PLAN.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/EXECUTION_NOTES.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/STATUS.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/deepseek/queue/planned_pools.csv""]","[""Outcome-informed targeted selection was fixed before new calls; not an unbiased all-settings repair-effect experiment."", ""Multiple changes co-occur, so old/new score change is not attributable to a single patch.""]",{}
kimi-material-rerun-v1,selfserve,"[""Kimi K3""]",eval-material-rerun-20260912-v1 / kimi / 1789190226793525988-140886,2026-09-12T05:17:06.884094+00:00,2026-09-12T07:10:34.040548+00:00,first/last dynamic session events.wall_time_ns,targeted_rerun,"NAS101 A/B/C × R3 × Tight × all three strategies; N4, max_steps/max_evals30; same item/seed labels and legacy task-abstention-v1.","{""agents"": 108, ""pools"": 27}","{""completed_pools"": 27, ""execution_failed"": 0}","{""score_complete_agents"": 108, ""score_complete_pools"": 27}",Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,"Triggered by material impact review, not every affected cell: full graph identity + native Audit prompt compatibility repair; DeepSeek additionally disabled multistream overlap on the frozen runtime.","Latest report replaces exactly these old matched three-arm slots with new source/deployment cohort, preserving all old data and positive/negative/empty outcomes. No single-agent or Qwen rerun.",used,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/kimi/queue/state/sessions/1789190226793525988-140886/summary.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/kimi/queue/state/sessions/1789190226793525988-140886/events.jsonl"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/PLAN.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/EXECUTION_NOTES.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/STATUS.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/kimi/queue/planned_pools.csv""]","[""Outcome-informed targeted selection was fixed before new calls; not an unbiased all-settings repair-effect experiment."", ""Multiple changes co-occur, so old/new score change is not attributable to a single patch.""]",{}
glm-material-rerun-v1,selfserve,"[""GLM 5.3""]",eval-material-rerun-20260912-v1 / glm / 1789190226944050471-140892,2026-09-12T05:17:07.060547+00:00,2026-09-12T10:20:30.754084+00:00,first/last dynamic session events.wall_time_ns,targeted_rerun,"NAS101 A/B/C × R3 × Tight × all three strategies (27) + Audit13 × Tight × all three strategies (39); N4, max_steps/max_evals30; same item/seed labels and legacy task-abstention-v1.","{""agents"": 264, ""pools"": 66}","{""completed_pools"": 66, ""execution_failed"": 0}","{""score_complete_agents"": 264, ""score_complete_pools"": 66}",Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,"Triggered by material impact review, not every affected cell: full graph identity + native Audit prompt compatibility repair; DeepSeek additionally disabled multistream overlap on the frozen runtime.","Latest report replaces exactly these old matched three-arm slots with new source/deployment cohort, preserving all old data and positive/negative/empty outcomes. No single-agent or Qwen rerun.",used,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/glm/queue/state/sessions/1789190226944050471-140892/summary.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/glm/queue/state/sessions/1789190226944050471-140892/events.jsonl"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/PLAN.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/EXECUTION_NOTES.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/STATUS.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/glm/queue/planned_pools.csv""]","[""Outcome-informed targeted selection was fixed before new calls; not an unbiased all-settings repair-effect experiment."", ""Multiple changes co-occur, so old/new score change is not attributable to a single patch.""]",{}
api-gpt-material-remaining26,api,"[""GPT-5.6-sol / medium""]",gpt56sol-medium-nas-moderate-material-rerun-20260912-v1 / remaining original slots,2026-09-12T05:31:40.586815Z,2026-09-12T06:37:58.523696Z,first queue start → drained (rounded microseconds),targeted_rerun,NAS101 A/B/C × Moderate ×naive/cached/poolact×3重复，共27池中的剩余26池；N4。,26,26,26,"logical invocation/pool; executed means terminal execution_complete, not HTTP attempts",修复graph内部配置身份截断碰撞；三个策略统一本地context admission 262144；保留native Responses opaque/encrypted history。,最终26+首池恢复1=27池/108agent全部评分；整组替换旧NAS Moderate27池，其余GPT756槽保留。,used,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/gpt/selection.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/gpt/recovery_001/effective-cohort-result.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/EXECUTION_NOTES.zh.md"", ""https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/README.zh.md""]","[""新旧同时含源码/context/时间变化，不能把分数差唯一归因一个补丁。"", ""保留legacy评分约定；没有重跑GPT ExpGym/其他N4设置。""]","{""effective_final_slots"": 26, ""source_commit"": ""7f0fe09584a57266832efa38662df7fe599f2431""}"
api-gemini-plan-only-v1-v2,api,"[""Gemini 3.8 Flash / medium""]",gemini38_flash_medium_pilot_20260911_v1; refmatrix_20260911_v1; refmatrix_20260911_v2,,,plan artifacts only; no execution/controller/session evidence in named v1pilot/v2formal directories,plan_only,v1pilot计划33项；v1/v2正式计划783项。,,0,0,"logical invocation/pool; executed means terminal execution_complete, not HTTP attempts",v1签名保真失败后变更入口；v2pilot发现schema改写后正式入口升级v3。,这些plan不计入跑过的性能样本；实际pilot使用v2，实际正式使用v3。,not_used,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/planning/gemini38_flash_medium_refmatrix_20260911_v1-matrix.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_pilot_20260911_v1/queue-plan.json"", ""/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v2/queue-plan.json""]","[""把计划单列是防止把文件夹版本误读成多次正式重跑。""]",{}
api-gpt-material-prelaunch,api,"[""GPT-5.6-sol / medium""]",gpt-material-rerun prelaunch_attempt_001,,,prelaunch receipt has no time; no queue admission,plan_only,已登记27池NAS Moderate定向重跑的首池启动尝试。,1,0,0,"logical invocation/pool; executed means terminal execution_complete, not HTTP attempts",后台shell child未保持存活；无队列admission、无API调用，不算科学槽尝试。,用受支持的persistent session执行同一个首池。,not_used,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/gpt/prelaunch_attempt_001_result.json""]","[""不计作模型失败或额外实验结果。""]","{""api_attempts"": 0}"
deepseek-launch01,selfserve,"[""DeepSeek V4 Flash 0731""]",serving/launch01 / Slurm 1204605,,2026-09-11T04:09:11+00:00,explicit end in PLAN; start left unknown here rather than estimated,smoke,"4 nodes × 8 H200, four TP8 servers; startup/precompile only, zero model experiment calls.","{""allocations"": 1}","{""model_experiment_calls"": 0, ""operator_replaced_startups"": 1}",,Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,"DeepGEMM/TileLang/CUDA driver compile caches did not obey XDG isolation. This was compilation cache, not cross-study task/agent cache.",Proactively replaced by launch02 / 1204607 with isolated caches before any model experiment call.,not_used,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/PLAN.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/study/allocation_final/ACCOUNTING.json""]",[],{}
deepseek-native-smoke,selfserve,"[""DeepSeek V4 Flash 0731""]",native_smoke01 / replicas0-3,,,executed on September 11 per PLAN; exact call interval not reread,smoke,"Four TP8 replicas × native auto/named-tool/forced-none protocol, 16 requests; checkpoint 0731 maximum thinking prefix validated.","{""physical_calls"": 16}","{""delivered_calls"": 16}",,Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,Stock 0.5.17 max prefix matched preview/high rather than official 0731 max; fixed official encoder backport before these calls. No score-bearing rerun.,"16/16 wire calls and offline exact renderer replay accepted, then full formal queue.",validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/PLAN.zh.md"", ""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/study/native_contract_replay.json""]",[],{}
portable_02,selfserve,"[""Kimi K3""]",k3_nonce_boundary_1203474_v2,,,未在选定元数据中记录,smoke,nonce 边界诊断；不是 benchmark,"{""logical_calls"": 8}","{""http_attempts"": 8, ""logical_calls"": 8}",,Units and scope remain explicit in each accounting object; not necessarily logical slots or strict scores.,边界诊断，原 strict false 不追认为通过,单独保留，不作为性能结果,validation_only,False,"[""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/protocol_runs/k3_nonce_boundary_1203474_v2/report.json""]","[""选定 report 无精确起止时间；不拿目录时间代替""]","{""historical_phase_label"": ""protocol diagnosis"", ""historical_selection_note"": ""不纳入最终正式分数""}"
