kind,model,system,scenario,slice_kind,slice,metric,unit,N,from_regime,to_regime,from_strategy,to_strategy,from_mean,to_mean,delta,display_delta,status,from_expected_units,from_known_units,from_missing_units,to_expected_units,to_known_units,to_missing_units,cohort_from,cohort_to,source_from,source_to,source_row_from,source_row_to
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:4,label_acc_mv,fraction,4,cost_tight,cost_tight,naive,poolact,0.9411764705882353,0.7058823529411765,-0.23529411764705876,-23.53,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[743],[925]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:4,label_acc_mv,fraction,4,cost_tight,cost_tight,cached,poolact,0.8823529411764706,0.7058823529411765,-0.17647058823529405,-17.65,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[799],[925]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:4,label_acc_mv,fraction,4,cost_moderate,cost_tight,naive,naive,0.9411764705882353,0.9411764705882353,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1322],[743]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:4,label_acc_mv,fraction,4,cost_moderate,cost_tight,cached,cached,1.0,0.8823529411764706,-0.11764705882352944,-11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1098],[799]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:4,label_acc_mv,fraction,4,cost_moderate,cost_tight,poolact,poolact,1.0,0.7058823529411765,-0.2941176470588235,-29.41,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[674],[925]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,cached,1.0,1.0,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[547],[214]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,poolact,1.0,1.0,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[547],[1165]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,cached,poolact,1.0,1.0,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[214],[1165]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mi,fraction,4,cost_tight,cost_tight,naive,cached,0.8235294117647058,0.8235294117647058,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1026],[1089]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mi,fraction,4,cost_tight,cost_tight,naive,poolact,0.8235294117647058,0.8823529411764706,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1026],[175]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mi,fraction,4,cost_tight,cost_tight,cached,poolact,0.8235294117647058,0.8823529411764706,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1089],[175]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,naive,naive,1.0,0.8235294117647058,-0.17647058823529416,-17.65,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[547],[1026]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,cached,cached,1.0,0.8235294117647058,-0.17647058823529416,-17.65,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[214],[1089]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,poolact,poolact,1.0,0.8823529411764706,-0.11764705882352944,-11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1165],[175]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,cached,1.0,1.0,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[548],[215]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,poolact,1.0,1.0,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[548],[1166]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,cached,poolact,1.0,1.0,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[215],[1166]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mv,fraction,4,cost_tight,cost_tight,naive,cached,0.8235294117647058,0.8235294117647058,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1027],[1090]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mv,fraction,4,cost_tight,cost_tight,naive,poolact,0.8235294117647058,0.9411764705882353,0.11764705882352944,+11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1027],[176]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mv,fraction,4,cost_tight,cost_tight,cached,poolact,0.8235294117647058,0.9411764705882353,0.11764705882352944,+11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1090],[176]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,naive,naive,1.0,0.8235294117647058,-0.17647058823529416,-17.65,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[548],[1027]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,cached,cached,1.0,0.8235294117647058,-0.17647058823529416,-17.65,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[215],[1090]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,poolact,poolact,1.0,0.9411764705882353,-0.05882352941176472,-5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1166],[176]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,cached,0.9117647058823529,0.9264705882352942,0.014705882352941235,+1.47,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[549],[216]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.9117647058823529,0.9411764705882353,0.02941176470588236,+2.94,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[549],[1167]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mi,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.9264705882352942,0.9411764705882353,0.014705882352941124,+1.47,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[216],[1167]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mi,fraction,4,cost_tight,cost_tight,naive,cached,0.7794117647058822,0.7647058823529411,-0.014705882352941124,-1.47,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1028],[1091]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mi,fraction,4,cost_tight,cost_tight,naive,poolact,0.7794117647058822,0.8235294117647058,0.044117647058823595,+4.41,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1028],[177]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mi,fraction,4,cost_tight,cost_tight,cached,poolact,0.7647058823529411,0.8235294117647058,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1091],[177]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mi,fraction,4,cost_moderate,cost_tight,naive,naive,0.9117647058823529,0.7794117647058822,-0.13235294117647067,-13.24,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[549],[1028]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mi,fraction,4,cost_moderate,cost_tight,cached,cached,0.9264705882352942,0.7647058823529411,-0.16176470588235303,-16.18,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[216],[1091]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mi,fraction,4,cost_moderate,cost_tight,poolact,poolact,0.9411764705882353,0.8235294117647058,-0.11764705882352944,-11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1167],[177]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,cached,0.8823529411764706,0.9411764705882353,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[550],[217]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.8823529411764706,0.9411764705882353,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[550],[1168]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mv,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.9411764705882353,0.9411764705882353,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[217],[1168]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mv,fraction,4,cost_tight,cost_tight,naive,cached,0.7647058823529411,0.7647058823529411,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1029],[1092]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mv,fraction,4,cost_tight,cost_tight,naive,poolact,0.7647058823529411,0.8823529411764706,0.11764705882352944,+11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1029],[178]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mv,fraction,4,cost_tight,cost_tight,cached,poolact,0.7647058823529411,0.8823529411764706,0.11764705882352944,+11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1092],[178]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mv,fraction,4,cost_moderate,cost_tight,naive,naive,0.8823529411764706,0.7647058823529411,-0.11764705882352944,-11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[550],[1029]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mv,fraction,4,cost_moderate,cost_tight,cached,cached,0.9411764705882353,0.7647058823529411,-0.17647058823529416,-17.65,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[217],[1092]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:5,label_acc_mv,fraction,4,cost_moderate,cost_tight,poolact,poolact,0.9411764705882353,0.8823529411764706,-0.05882352941176472,-5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1168],[178]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,cached,0.8676470588235294,0.8529411764705882,-0.014705882352941235,-1.47,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[370],[660]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.8676470588235294,1.0,0.13235294117647056,+13.24,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[370],[631]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.8529411764705882,1.0,0.1470588235294118,+14.71,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[660],[631]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mi,fraction,4,cost_tight,cost_tight,naive,cached,0.75,0.8088235294117647,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1169],[984]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mi,fraction,4,cost_tight,cost_tight,naive,poolact,0.75,0.661764705882353,-0.08823529411764697,-8.82,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1169],[147]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mi,fraction,4,cost_tight,cost_tight,cached,poolact,0.8088235294117647,0.661764705882353,-0.1470588235294117,-14.71,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[984],[147]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,naive,naive,0.8676470588235294,0.75,-0.11764705882352944,-11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[370],[1169]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,cached,cached,0.8529411764705882,0.8088235294117647,-0.044117647058823484,-4.41,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[660],[984]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,poolact,poolact,1.0,0.661764705882353,-0.33823529411764697,-33.82,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[631],[147]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,cached,0.8823529411764706,1.0,0.11764705882352944,+11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[371],[661]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.8823529411764706,1.0,0.11764705882352944,+11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[371],[632]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,cached,poolact,1.0,1.0,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[661],[632]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mv,fraction,4,cost_tight,cost_tight,naive,cached,0.7058823529411765,0.8823529411764706,0.17647058823529405,+17.65,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1170],[985]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mv,fraction,4,cost_tight,cost_tight,naive,poolact,0.7058823529411765,0.6470588235294118,-0.05882352941176472,-5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1170],[148]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mv,fraction,4,cost_tight,cost_tight,cached,poolact,0.8823529411764706,0.6470588235294118,-0.23529411764705876,-23.53,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[985],[148]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,naive,naive,0.8823529411764706,0.7058823529411765,-0.17647058823529405,-17.65,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[371],[1170]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,cached,cached,1.0,0.8823529411764706,-0.11764705882352944,-11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[661],[985]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,evidence_acc_mv,fraction,4,cost_moderate,cost_tight,poolact,poolact,1.0,0.6470588235294118,-0.3529411764705882,-35.29,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[632],[148]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,cached,0.9264705882352942,0.9264705882352942,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[372],[662]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.9264705882352942,1.0,0.07352941176470584,+7.35,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[372],[633]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mi,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.9264705882352942,1.0,0.07352941176470584,+7.35,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[662],[633]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mi,fraction,4,cost_tight,cost_tight,naive,cached,0.9411764705882353,0.9558823529411764,0.014705882352941124,+1.47,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1171],[986]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mi,fraction,4,cost_tight,cost_tight,naive,poolact,0.9411764705882353,0.8970588235294117,-0.044117647058823595,-4.41,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1171],[149]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mi,fraction,4,cost_tight,cost_tight,cached,poolact,0.9558823529411764,0.8970588235294117,-0.05882352941176472,-5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[986],[149]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mi,fraction,4,cost_moderate,cost_tight,naive,naive,0.9264705882352942,0.9411764705882353,0.014705882352941124,+1.47,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[372],[1171]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mi,fraction,4,cost_moderate,cost_tight,cached,cached,0.9264705882352942,0.9558823529411764,0.02941176470588225,+2.94,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[662],[986]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mi,fraction,4,cost_moderate,cost_tight,poolact,poolact,1.0,0.8970588235294117,-0.10294117647058831,-10.29,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[633],[149]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,cached,0.9411764705882353,1.0,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[373],[663]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.9411764705882353,1.0,0.05882352941176472,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[373],[634]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mv,fraction,4,cost_moderate,cost_moderate,cached,poolact,1.0,1.0,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[663],[634]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mv,fraction,4,cost_tight,cost_tight,naive,cached,0.9411764705882353,0.9411764705882353,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1172],[987]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mv,fraction,4,cost_tight,cost_tight,naive,poolact,0.9411764705882353,0.8823529411764706,-0.05882352941176472,-5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[1172],[150]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mv,fraction,4,cost_tight,cost_tight,cached,poolact,0.9411764705882353,0.8823529411764706,-0.05882352941176472,-5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[987],[150]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mv,fraction,4,cost_moderate,cost_tight,naive,naive,0.9411764705882353,0.9411764705882353,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[373],[1172]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mv,fraction,4,cost_moderate,cost_tight,cached,cached,1.0,0.9411764705882353,-0.05882352941176472,-5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[663],[987]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:6,label_acc_mv,fraction,4,cost_moderate,cost_tight,poolact,poolact,1.0,0.8823529411764706,-0.11764705882352944,-11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[634],[150]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,cached,0.8823529411764706,0.8970588235294117,0.014705882352941124,+1.47,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[93],[65]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.8823529411764706,1.0,0.11764705882352944,+11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[93],[406]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mi,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.8970588235294117,1.0,0.10294117647058831,+10.29,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[65],[406]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mi,fraction,4,cost_tight,cost_tight,naive,cached,0.7352941176470589,0.8088235294117647,0.07352941176470584,+7.35,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[780],[682]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mi,fraction,4,cost_tight,cost_tight,naive,poolact,0.7352941176470589,0.7941176470588235,0.05882352941176461,+5.88,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[780],[705]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mi,fraction,4,cost_tight,cost_tight,cached,poolact,0.8088235294117647,0.7941176470588235,-0.014705882352941235,-1.47,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[682],[705]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,naive,naive,0.8823529411764706,0.7352941176470589,-0.1470588235294117,-14.71,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[93],[780]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,cached,cached,0.8970588235294117,0.8088235294117647,-0.08823529411764697,-8.82,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[65],[682]
budget,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mi,fraction,4,cost_moderate,cost_tight,poolact,poolact,1.0,0.7941176470588235,-0.20588235294117652,-20.59,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[406],[705]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,cached,0.8823529411764706,0.8823529411764706,0.0,+0.00,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[94],[66]
strategy,gemini-3.8-flash-medium,poolact,evidence_audit,task,cc-large:7,evidence_acc_mv,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.8823529411764706,1.0,0.11764705882352944,+11.76,known,1,1,0,1,1,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,[94],[407]
