model,budget,doc_index,doc_id,order,source_cohort,hypothesis,position,gold_label,gold_nonempty,gold_size,submitted_size,valid_hypothesis_submission,label_correct,evidence_exact,joint_correct,label_correct_wrong_evidence,missing_count,extra_count,overlap_count,missing_any,extra_any,evidence_precision,evidence_recall,feedback_calls,visible_feedback_calls,queried,ever_exact_proposal,submitted_exactly_verified,first_proposal_exact,wrong_first_final_exact,exact_seen_final_wrong,revised_after_wrong,final_changed_from_first,gold_evidence_ids,submitted_evidence_ids,first_visible_evidence_ids,first_visible_feedback_status,slot_id,source_sha256,agent_id,score_version,answer_change_reason
gpt-5.6-sol,cost_free,4,6,2,gpt_original,nda-7,11,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,4,4,1,1,1,0,1,0,1,1,[24],[24],[25],Contain Irrelevant Evidences,1db9c00de37b90e98420adc5,605510600275df2e3fa5f504b1307dfcb3398b6bdb5d6e6ef0b332b9d8d6de1f,-1,new,unchanged
gpt-5.6-sol,cost_free,4,6,2,gpt_original,nda-13,12,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,"[14, 16]","[14, 16]",[16],Evidence Incomplete,1db9c00de37b90e98420adc5,605510600275df2e3fa5f504b1307dfcb3398b6bdb5d6e6ef0b332b9d8d6de1f,-1,new,unchanged
gpt-5.6-sol,cost_free,4,6,2,gpt_original,nda-5,13,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[24],[24],[24],Evidence Correct,1db9c00de37b90e98420adc5,605510600275df2e3fa5f504b1307dfcb3398b6bdb5d6e6ef0b332b9d8d6de1f,-1,new,unchanged
gpt-5.6-sol,cost_free,4,6,2,gpt_original,nda-17,14,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[23],[23],[23],Evidence Correct,1db9c00de37b90e98420adc5,605510600275df2e3fa5f504b1307dfcb3398b6bdb5d6e6ef0b332b9d8d6de1f,-1,new,unchanged
gpt-5.6-sol,cost_free,4,6,2,gpt_original,nda-4,15,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[20],[20],[20],Evidence Correct,1db9c00de37b90e98420adc5,605510600275df2e3fa5f504b1307dfcb3398b6bdb5d6e6ef0b332b9d8d6de1f,-1,new,unchanged
gpt-5.6-sol,cost_free,4,6,2,gpt_original,nda-3,16,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[12],[12],[12],Evidence Correct,1db9c00de37b90e98420adc5,605510600275df2e3fa5f504b1307dfcb3398b6bdb5d6e6ef0b332b9d8d6de1f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,0,gpt_original,nda-10,0,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,d8bf55377c0574fd058ed3c8,dbe4f35126a316f0140fc078b8d29585e18773c2127e278760bb3bde7780237f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,0,gpt_original,nda-4,1,Entailment,1,2,2,1,1,0,0,1,1,1,1,1,1,0.5,0.5,0,0,0,0,0,,0,0,0,0,"[9, 10]","[5, 10]",,,d8bf55377c0574fd058ed3c8,dbe4f35126a316f0140fc078b8d29585e18773c2127e278760bb3bde7780237f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,0,gpt_original,nda-8,2,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,d8bf55377c0574fd058ed3c8,dbe4f35126a316f0140fc078b8d29585e18773c2127e278760bb3bde7780237f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,0,gpt_original,nda-12,3,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,d8bf55377c0574fd058ed3c8,dbe4f35126a316f0140fc078b8d29585e18773c2127e278760bb3bde7780237f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,0,gpt_original,nda-19,4,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,d8bf55377c0574fd058ed3c8,dbe4f35126a316f0140fc078b8d29585e18773c2127e278760bb3bde7780237f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,0,gpt_original,nda-3,5,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[7],[7],,,d8bf55377c0574fd058ed3c8,dbe4f35126a316f0140fc078b8d29585e18773c2127e278760bb3bde7780237f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,0,gpt_original,nda-16,6,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,d8bf55377c0574fd058ed3c8,dbe4f35126a316f0140fc078b8d29585e18773c2127e278760bb3bde7780237f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,0,gpt_original,nda-1,7,Contradiction,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[7],[7],,,d8bf55377c0574fd058ed3c8,dbe4f35126a316f0140fc078b8d29585e18773c2127e278760bb3bde7780237f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,0,gpt_original,nda-15,8,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,d8bf55377c0574fd058ed3c8,dbe4f35126a316f0140fc078b8d29585e18773c2127e278760bb3bde7780237f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,0,gpt_original,nda-7,9,NotMentioned,0,0,2,1,0,0,0,0,0,2,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],"[10, 11]",,,d8bf55377c0574fd058ed3c8,dbe4f35126a316f0140fc078b8d29585e18773c2127e278760bb3bde7780237f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,0,gpt_original,nda-20,10,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,d8bf55377c0574fd058ed3c8,dbe4f35126a316f0140fc078b8d29585e18773c2127e278760bb3bde7780237f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,0,gpt_original,nda-11,11,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,0,0,0,1,0,0,1,[],[],"[3, 7]",Contain Irrelevant Evidences,d8bf55377c0574fd058ed3c8,dbe4f35126a316f0140fc078b8d29585e18773c2127e278760bb3bde7780237f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,0,gpt_original,nda-17,12,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,d8bf55377c0574fd058ed3c8,dbe4f35126a316f0140fc078b8d29585e18773c2127e278760bb3bde7780237f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,0,gpt_original,nda-13,13,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,d8bf55377c0574fd058ed3c8,dbe4f35126a316f0140fc078b8d29585e18773c2127e278760bb3bde7780237f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,0,gpt_original,nda-2,14,Entailment,1,1,1,1,0,1,0,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[3],[3],,,d8bf55377c0574fd058ed3c8,dbe4f35126a316f0140fc078b8d29585e18773c2127e278760bb3bde7780237f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,0,gpt_original,nda-5,15,NotMentioned,0,0,2,1,0,0,0,0,0,2,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],"[10, 11]",,,d8bf55377c0574fd058ed3c8,dbe4f35126a316f0140fc078b8d29585e18773c2127e278760bb3bde7780237f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,0,gpt_original,nda-18,16,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,d8bf55377c0574fd058ed3c8,dbe4f35126a316f0140fc078b8d29585e18773c2127e278760bb3bde7780237f,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,1,gpt_original,nda-13,0,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,0dec460019056cc7995ac305,ff869a1d7b2ed7c9f1c0c6368f1ab78e8b2300c8ada99fc94edb8854eeacea6b,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,1,gpt_original,nda-10,1,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,0dec460019056cc7995ac305,ff869a1d7b2ed7c9f1c0c6368f1ab78e8b2300c8ada99fc94edb8854eeacea6b,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,1,gpt_original,nda-12,2,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,0dec460019056cc7995ac305,ff869a1d7b2ed7c9f1c0c6368f1ab78e8b2300c8ada99fc94edb8854eeacea6b,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,1,gpt_original,nda-16,3,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,0dec460019056cc7995ac305,ff869a1d7b2ed7c9f1c0c6368f1ab78e8b2300c8ada99fc94edb8854eeacea6b,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,1,gpt_original,nda-3,4,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[7],[7],,,0dec460019056cc7995ac305,ff869a1d7b2ed7c9f1c0c6368f1ab78e8b2300c8ada99fc94edb8854eeacea6b,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,1,gpt_original,nda-17,5,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,0dec460019056cc7995ac305,ff869a1d7b2ed7c9f1c0c6368f1ab78e8b2300c8ada99fc94edb8854eeacea6b,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,1,gpt_original,nda-15,6,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,0dec460019056cc7995ac305,ff869a1d7b2ed7c9f1c0c6368f1ab78e8b2300c8ada99fc94edb8854eeacea6b,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,1,gpt_original,nda-2,7,Entailment,1,1,1,1,0,1,0,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[3],[3],,,0dec460019056cc7995ac305,ff869a1d7b2ed7c9f1c0c6368f1ab78e8b2300c8ada99fc94edb8854eeacea6b,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,1,gpt_original,nda-19,8,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,0dec460019056cc7995ac305,ff869a1d7b2ed7c9f1c0c6368f1ab78e8b2300c8ada99fc94edb8854eeacea6b,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,1,gpt_original,nda-18,9,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,0dec460019056cc7995ac305,ff869a1d7b2ed7c9f1c0c6368f1ab78e8b2300c8ada99fc94edb8854eeacea6b,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,1,gpt_original,nda-20,10,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,0dec460019056cc7995ac305,ff869a1d7b2ed7c9f1c0c6368f1ab78e8b2300c8ada99fc94edb8854eeacea6b,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,1,gpt_original,nda-4,11,Entailment,1,2,1,1,1,0,0,1,1,0,1,1,0,1.0,0.5,0,0,0,0,0,,0,0,0,0,"[9, 10]",[10],,,0dec460019056cc7995ac305,ff869a1d7b2ed7c9f1c0c6368f1ab78e8b2300c8ada99fc94edb8854eeacea6b,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,1,gpt_original,nda-1,12,Contradiction,1,1,1,1,0,1,0,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[7],[7],,,0dec460019056cc7995ac305,ff869a1d7b2ed7c9f1c0c6368f1ab78e8b2300c8ada99fc94edb8854eeacea6b,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,1,gpt_original,nda-7,13,NotMentioned,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],[10],,,0dec460019056cc7995ac305,ff869a1d7b2ed7c9f1c0c6368f1ab78e8b2300c8ada99fc94edb8854eeacea6b,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,1,gpt_original,nda-5,14,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,0dec460019056cc7995ac305,ff869a1d7b2ed7c9f1c0c6368f1ab78e8b2300c8ada99fc94edb8854eeacea6b,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,1,gpt_original,nda-11,15,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,0,0,0,1,0,0,1,[],[],"[3, 7]",Contain Irrelevant Evidences,0dec460019056cc7995ac305,ff869a1d7b2ed7c9f1c0c6368f1ab78e8b2300c8ada99fc94edb8854eeacea6b,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,1,gpt_original,nda-8,16,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,0dec460019056cc7995ac305,ff869a1d7b2ed7c9f1c0c6368f1ab78e8b2300c8ada99fc94edb8854eeacea6b,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,2,gpt_original,nda-19,0,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,2a7b5c216b810b5978fe2f9a,0ff9779adc795d491dbc06b706beac02577626cd3c62652914dddb4e183fe4c6,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,2,gpt_original,nda-8,1,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,2a7b5c216b810b5978fe2f9a,0ff9779adc795d491dbc06b706beac02577626cd3c62652914dddb4e183fe4c6,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,2,gpt_original,nda-11,2,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,0,0,0,1,0,0,1,[],[],"[3, 7]",Contain Irrelevant Evidences,2a7b5c216b810b5978fe2f9a,0ff9779adc795d491dbc06b706beac02577626cd3c62652914dddb4e183fe4c6,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,2,gpt_original,nda-12,3,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,2a7b5c216b810b5978fe2f9a,0ff9779adc795d491dbc06b706beac02577626cd3c62652914dddb4e183fe4c6,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,2,gpt_original,nda-1,4,Contradiction,1,1,1,1,0,1,0,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[7],[7],,,2a7b5c216b810b5978fe2f9a,0ff9779adc795d491dbc06b706beac02577626cd3c62652914dddb4e183fe4c6,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,2,gpt_original,nda-16,5,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,2a7b5c216b810b5978fe2f9a,0ff9779adc795d491dbc06b706beac02577626cd3c62652914dddb4e183fe4c6,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,2,gpt_original,nda-10,6,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,2a7b5c216b810b5978fe2f9a,0ff9779adc795d491dbc06b706beac02577626cd3c62652914dddb4e183fe4c6,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,2,gpt_original,nda-2,7,Entailment,1,1,1,1,0,1,0,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[3],[3],,,2a7b5c216b810b5978fe2f9a,0ff9779adc795d491dbc06b706beac02577626cd3c62652914dddb4e183fe4c6,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,2,gpt_original,nda-15,8,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,2a7b5c216b810b5978fe2f9a,0ff9779adc795d491dbc06b706beac02577626cd3c62652914dddb4e183fe4c6,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,2,gpt_original,nda-20,9,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,2a7b5c216b810b5978fe2f9a,0ff9779adc795d491dbc06b706beac02577626cd3c62652914dddb4e183fe4c6,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,2,gpt_original,nda-18,10,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,2a7b5c216b810b5978fe2f9a,0ff9779adc795d491dbc06b706beac02577626cd3c62652914dddb4e183fe4c6,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,2,gpt_original,nda-7,11,NotMentioned,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],[10],,,2a7b5c216b810b5978fe2f9a,0ff9779adc795d491dbc06b706beac02577626cd3c62652914dddb4e183fe4c6,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,2,gpt_original,nda-13,12,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,2a7b5c216b810b5978fe2f9a,0ff9779adc795d491dbc06b706beac02577626cd3c62652914dddb4e183fe4c6,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,2,gpt_original,nda-5,13,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,2a7b5c216b810b5978fe2f9a,0ff9779adc795d491dbc06b706beac02577626cd3c62652914dddb4e183fe4c6,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,2,gpt_original,nda-17,14,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,2a7b5c216b810b5978fe2f9a,0ff9779adc795d491dbc06b706beac02577626cd3c62652914dddb4e183fe4c6,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,2,gpt_original,nda-4,15,Entailment,1,2,2,1,1,0,0,1,1,1,1,1,1,0.5,0.5,0,0,0,0,0,,0,0,0,0,"[9, 10]","[5, 10]",,,2a7b5c216b810b5978fe2f9a,0ff9779adc795d491dbc06b706beac02577626cd3c62652914dddb4e183fe4c6,-1,new,unchanged
gpt-5.6-sol,cost_free,5,8,2,gpt_original,nda-3,16,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[7],[7],,,2a7b5c216b810b5978fe2f9a,0ff9779adc795d491dbc06b706beac02577626cd3c62652914dddb4e183fe4c6,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,0,gpt_original,nda-10,0,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,11aee3893b8e2b12dc7698c4,5456d1935ce0e2c162f4bf3ee5a566574ee3416c22c66a641349863d8910ac88,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,0,gpt_original,nda-4,1,Entailment,1,2,1,1,1,0,0,1,1,0,1,1,0,1.0,0.5,0,0,0,0,0,,0,0,0,0,"[15, 17]",[17],,,11aee3893b8e2b12dc7698c4,5456d1935ce0e2c162f4bf3ee5a566574ee3416c22c66a641349863d8910ac88,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,0,gpt_original,nda-8,2,NotMentioned,0,0,3,1,0,0,0,0,0,3,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],"[30, 32, 33]",,,11aee3893b8e2b12dc7698c4,5456d1935ce0e2c162f4bf3ee5a566574ee3416c22c66a641349863d8910ac88,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,0,gpt_original,nda-12,3,Entailment,1,2,1,1,1,0,0,1,1,0,1,1,0,1.0,0.5,0,0,0,0,0,,0,0,0,0,"[24, 31]",[31],,,11aee3893b8e2b12dc7698c4,5456d1935ce0e2c162f4bf3ee5a566574ee3416c22c66a641349863d8910ac88,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,0,gpt_original,nda-19,4,NotMentioned,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],[48],,,11aee3893b8e2b12dc7698c4,5456d1935ce0e2c162f4bf3ee5a566574ee3416c22c66a641349863d8910ac88,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,0,gpt_original,nda-3,5,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[13],[13],,,11aee3893b8e2b12dc7698c4,5456d1935ce0e2c162f4bf3ee5a566574ee3416c22c66a641349863d8910ac88,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,0,gpt_original,nda-16,6,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[48],[48],,,11aee3893b8e2b12dc7698c4,5456d1935ce0e2c162f4bf3ee5a566574ee3416c22c66a641349863d8910ac88,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,0,gpt_original,nda-1,7,Contradiction,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[13],[13],,,11aee3893b8e2b12dc7698c4,5456d1935ce0e2c162f4bf3ee5a566574ee3416c22c66a641349863d8910ac88,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,0,gpt_original,nda-15,8,Entailment,1,1,2,1,1,0,0,1,0,1,1,0,1,0.5,1.0,0,0,0,0,0,,0,0,0,0,[38],"[38, 39]",,,11aee3893b8e2b12dc7698c4,5456d1935ce0e2c162f4bf3ee5a566574ee3416c22c66a641349863d8910ac88,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,0,gpt_original,nda-7,9,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[36],[36],,,11aee3893b8e2b12dc7698c4,5456d1935ce0e2c162f4bf3ee5a566574ee3416c22c66a641349863d8910ac88,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,0,gpt_original,nda-20,10,NotMentioned,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],[48],,,11aee3893b8e2b12dc7698c4,5456d1935ce0e2c162f4bf3ee5a566574ee3416c22c66a641349863d8910ac88,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,0,gpt_original,nda-11,11,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,0,0,0,1,0,0,1,[],[],"[3, 7]",Contain Irrelevant Evidences,11aee3893b8e2b12dc7698c4,5456d1935ce0e2c162f4bf3ee5a566574ee3416c22c66a641349863d8910ac88,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,0,gpt_original,nda-17,12,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,11aee3893b8e2b12dc7698c4,5456d1935ce0e2c162f4bf3ee5a566574ee3416c22c66a641349863d8910ac88,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,0,gpt_original,nda-13,13,Entailment,1,2,1,1,1,0,0,1,1,0,1,1,0,1.0,0.5,0,0,0,0,0,,0,0,0,0,"[24, 28]",[28],,,11aee3893b8e2b12dc7698c4,5456d1935ce0e2c162f4bf3ee5a566574ee3416c22c66a641349863d8910ac88,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,0,gpt_original,nda-2,14,Contradiction,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[13],[13],,,11aee3893b8e2b12dc7698c4,5456d1935ce0e2c162f4bf3ee5a566574ee3416c22c66a641349863d8910ac88,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,0,gpt_original,nda-5,15,Entailment,1,5,3,1,1,0,0,1,2,0,3,1,0,1.0,0.6,0,0,0,0,0,,0,0,0,0,"[15, 18, 19, 20, 36]","[18, 19, 20]",,,11aee3893b8e2b12dc7698c4,5456d1935ce0e2c162f4bf3ee5a566574ee3416c22c66a641349863d8910ac88,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,0,gpt_original,nda-18,16,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,11aee3893b8e2b12dc7698c4,5456d1935ce0e2c162f4bf3ee5a566574ee3416c22c66a641349863d8910ac88,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,1,gpt_original,nda-13,0,Entailment,1,2,1,1,1,0,0,1,1,0,1,1,0,1.0,0.5,0,0,0,0,0,,0,0,0,0,"[24, 28]",[28],,,63bbb6b480bed2f524680d63,7f9a79fb5548b5ca51ecf8481a6ff9762ad460a98237d678f01936b55cd1cab9,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,1,gpt_original,nda-10,1,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,63bbb6b480bed2f524680d63,7f9a79fb5548b5ca51ecf8481a6ff9762ad460a98237d678f01936b55cd1cab9,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,1,gpt_original,nda-12,2,Entailment,1,2,1,1,1,0,0,1,1,0,1,1,0,1.0,0.5,0,0,0,0,0,,0,0,0,0,"[24, 31]",[31],,,63bbb6b480bed2f524680d63,7f9a79fb5548b5ca51ecf8481a6ff9762ad460a98237d678f01936b55cd1cab9,-1,new,unchanged
gpt-5.6-sol,cost_free,6,11,1,gpt_original,nda-16,3,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[48],[48],,,63bbb6b480bed2f524680d63,7f9a79fb5548b5ca51ecf8481a6ff9762ad460a98237d678f01936b55cd1cab9,-1,new,unchanged
