model,model_id,cohort,execution_cohort,beta,budget_seconds,data_source,question_index,repeat,job_id,status,execution_complete,score_complete,f1,source_tree_sha256,source_input,result_collection,result_member,result_bytes,result_sha256
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed2,15,R1,,historical_completed,True,True,0.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed2,16,R1,,historical_completed,True,True,1.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed2,17,R1,,historical_completed,True,True,0.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed2,18,R1,,historical_completed,True,True,0.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed2,19,R1,,historical_completed,True,True,0.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,0,R1,,historical_completed,True,True,1.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,1,R1,,historical_completed,True,True,1.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,2,R1,,historical_completed,True,True,1.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,3,R1,,historical_completed,True,True,1.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,4,R1,,historical_completed,True,True,1.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,5,R1,,historical_completed,True,True,1.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,6,R1,,historical_completed,True,True,0.4,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,7,R1,,historical_completed,True,True,1.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,8,R1,,historical_completed,True,True,0.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,9,R1,,historical_completed,True,True,1.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,10,R1,,historical_completed,True,True,0.2105263157894737,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,11,R1,,historical_completed,True,True,1.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,12,R1,,historical_completed,True,True,0.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,13,R1,,historical_completed,True,True,1.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,14,R1,,historical_completed,True,True,1.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,15,R1,,historical_completed,True,True,0.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,16,R1,,historical_completed,True,True,0.5714285714285715,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,17,R1,,historical_completed,True,True,0.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,historical_beta10,,10,3000,phantom_seed3,18,R1,,historical_completed,True,True,0.0,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,historical/glm/metrics.csv,restart-20260909-v5-glm-5.3-formal,,,
glm,glm-5.3,new_20260916,n1_continuation_first_execution,15,4500,phantom_seed2,0,R1,job_844f4165f88d5837aa0351f3476b167c50bab149bdd4f3d6f1c5eb0a2409c1a1,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_844f4165f88d5837aa0351f3476b167c50bab149bdd4f3d6f1c5eb0a2409c1a1/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_0_r0_s2200.json,38905,e91883a74e7c08d6febf18cd75e6a48662de88e19692d22912e0f1ef92d41429
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,1,R1,job_6a6bd8cc10276602a2e9090db76a698d3700a93bb6a6358fb7c7738fb68380cb,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_6a6bd8cc10276602a2e9090db76a698d3700a93bb6a6358fb7c7738fb68380cb/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_1_r0_s2200.json,76003,1954b350cc8c8377c2b2f06d25120ec3552bafa938fe33c0b88af4745f4c5b6f
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,2,R1,job_54e35d9ec0c409f7728b3618b03f8239cac204b3ce588d7b6de487cc54fbdcb1,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_54e35d9ec0c409f7728b3618b03f8239cac204b3ce588d7b6de487cc54fbdcb1/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_2_r0_s2200.json,70572,c0b163890e43686e2f15b0e486070cdadcf322271120296b1d063240a222d1c4
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,3,R1,job_7cbfae145206042f3c82b0d093871bc30dc9c2a0a106a2eb49d6d202e7b43213,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_7cbfae145206042f3c82b0d093871bc30dc9c2a0a106a2eb49d6d202e7b43213/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_3_r0_s2200.json,74033,b3512a97d60dd6365341ce6eb703dba83c2613c490c82206c5e7f1fab5367329
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,4,R1,job_bcce3af16170482c0e54aa14479be8aafbf8f120ae5f482872b744fab6f4894d,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_bcce3af16170482c0e54aa14479be8aafbf8f120ae5f482872b744fab6f4894d/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_4_r0_s2200.json,61622,9075086cb77c9a9c8b5f83fe917b24cd65bdbb8f718ef73070eb4e9d0756e6b0
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,5,R1,job_187c1de72e57ecfbd8fe537cdbf3428cf6bd15650193ac70a640315e35ed78fd,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_187c1de72e57ecfbd8fe537cdbf3428cf6bd15650193ac70a640315e35ed78fd/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_5_r0_s2200.json,187561,b13365cc1e9c171978f8781584a6b5f39a4d39def62a8ca6668b2b2bcc0969b1
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,6,R1,job_3aa7340ca81ef34b960f90bfe13eb84815fd2d19571f8f1508586798f68b6579,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_3aa7340ca81ef34b960f90bfe13eb84815fd2d19571f8f1508586798f68b6579/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_6_r0_s2200.json,59030,b99cbdacda3dc1ab0a2ad26484793b929bc7b53d1b067aae4eb3990d14ecbbef
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,7,R1,job_40d811f1e1ac5a69484154b46b5e20cdb412c75374d0520571aa5eb04480dd94,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_40d811f1e1ac5a69484154b46b5e20cdb412c75374d0520571aa5eb04480dd94/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_7_r0_s2200.json,103585,4abfd1381bdb557794c9ed66a4fa8b2f923e59f869811372b549d9d703e62ea5
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,8,R1,job_9b7356af75681d7872d621580eab94a8db78ddd144b9d4f1e6cc5b72c825fdf3,completed,True,True,0.6666666666666666,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_9b7356af75681d7872d621580eab94a8db78ddd144b9d4f1e6cc5b72c825fdf3/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_8_r0_s2200.json,106191,9faf54729c7ee50f358986c67e67fd32d30112c3a924a2e0d994e3bbd1e2f9c8
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,9,R1,job_774dbe09f42c27b5d8f67d7216928cab12786df1b084044a6cd3db9816661c67,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_774dbe09f42c27b5d8f67d7216928cab12786df1b084044a6cd3db9816661c67/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_9_r0_s2200.json,98399,e42605a53a6e2b65b30a6fa81a54649719ec4fa643c21fc5fd7b57269a6d7ea1
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,10,R1,job_b56f8435292f68e6169774baa436352629ddb25bcb46fc425d4424ca14996056,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_b56f8435292f68e6169774baa436352629ddb25bcb46fc425d4424ca14996056/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_10_r0_s2200.json,312041,c476231018f5ce0b2b752995582a6549061293aa62de135163d4428dcb412d61
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,11,R1,job_4faf8be1f8ba144d14ff1897beb34e35e61b1d0fe60079ad478adc6f9f53be06,completed,True,True,0.761904761904762,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_4faf8be1f8ba144d14ff1897beb34e35e61b1d0fe60079ad478adc6f9f53be06/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_11_r0_s2200.json,708568,16368ebd561dbc07b7f64395be0959e8efcc655123a13f0f3c220c744a123073
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,12,R1,job_a69e05025f536b45362873bcce7e703e683ca0ffe645d452418075e4ccd0a936,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_a69e05025f536b45362873bcce7e703e683ca0ffe645d452418075e4ccd0a936/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_12_r0_s2200.json,27054,647136db13602d17afee8bfd483be9b7bae6ee28258c31f7bc226eb73b767853
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,13,R1,job_a9566ef0913b18ab41a5f0d0733cc68ccec9c510cda61af1b23eb53aab4f1fd6,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_a9566ef0913b18ab41a5f0d0733cc68ccec9c510cda61af1b23eb53aab4f1fd6/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_13_r0_s2200.json,755438,11f4383536ed790da68afb588b35f64514a60689064a0e863614b5b590595e67
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,14,R1,job_fca76c3513e5521a05e1aaa7cf7d0c8c996980bf31f0796239dd2abad7885d01,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_fca76c3513e5521a05e1aaa7cf7d0c8c996980bf31f0796239dd2abad7885d01/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_14_r0_s2200.json,175149,a0093f3de5ca8c262a962d75c41cf031350f38a1451a07e7b47fafcbc052c97f
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,15,R1,job_eaa927e11adaeb99fc499b9c532443f07771b2e743bb526c66ef4182fd551368,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_eaa927e11adaeb99fc499b9c532443f07771b2e743bb526c66ef4182fd551368/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_15_r0_s2200.json,264569,46e6392078187c6ed808847bd9cc0e87517bb29321745f749832cbb6e76f9dfb
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,16,R1,job_7917708aecef28275144df9cd7545bc92f02210bc168f258f96a6ac650c8d0e0,completed,True,True,0.6666666666666666,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_7917708aecef28275144df9cd7545bc92f02210bc168f258f96a6ac650c8d0e0/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_16_r0_s2200.json,48005,07270f151356a17d08d01d8ca0decb8ed78fc0ffff8b09c68463a544007bf070
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,17,R1,job_bdb10e5435952523debe9bb47994825497617c968f87ac803c0f3c500557194c,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_bdb10e5435952523debe9bb47994825497617c968f87ac803c0f3c500557194c/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_17_r0_s2200.json,904603,b8a08d2b37c2aa73a6c52504290b0ab250de357a4fd29224bada570cdde429ad
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,18,R1,job_9c3fb5e7eb828e340226ff2ee11ffaed8511cfda691772bfe0a7b96f6436b272,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_9c3fb5e7eb828e340226ff2ee11ffaed8511cfda691772bfe0a7b96f6436b272/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_18_r0_s2200.json,876016,54f41a2a1c6bd01df6e4cd870ef74b046f8f84d58e782f639de934c9bea17b0f
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed2,19,R1,job_134cd43f720175255160cbb4ce62e3c1a275958cecd5403855ee73048c43afc7,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_134cd43f720175255160cbb4ce62e3c1a275958cecd5403855ee73048c43afc7/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed2_19_r0_s2200.json,104359,97839e93f264d3de91b6be73bdbb4f9b30a05b43d02a521a5f019e20f1aa1533
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed3,0,R1,job_0d2ed5615e1540eccaca332a320e96e8394cbf4a9df2047473db38b941b5cae1,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_0d2ed5615e1540eccaca332a320e96e8394cbf4a9df2047473db38b941b5cae1/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_0_r0_s2200.json,103875,ac2579661616dbf86bfa62a7c7ed68bb1437a6fb41d5a3a50e0b6ccea2e54cca
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed3,1,R1,job_4f36ed4b870726257bffa6c2435e8d94a1020cea689043eb087995807845c56d,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_4f36ed4b870726257bffa6c2435e8d94a1020cea689043eb087995807845c56d/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_1_r0_s2200.json,311851,66053a59cff5df13f49179ec09b4bcaae949a5b219bf24efb2a16ad8fb73e13b
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed3,2,R1,job_f0f22d4c3f86b75d0669c13b17473ee93510a2753933874c6d10c9d6f6bc3acd,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_f0f22d4c3f86b75d0669c13b17473ee93510a2753933874c6d10c9d6f6bc3acd/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_2_r0_s2200.json,36733,bfbec74bee7da021e983630ecaa1cda948355f19d49f36511ea886d51d2e39ea
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed3,3,R1,job_012cc05429cb81c650abaa3c657848e537beffdeff6d79bfac51839829dd2da2,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_012cc05429cb81c650abaa3c657848e537beffdeff6d79bfac51839829dd2da2/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_3_r0_s2200.json,246315,6d669a16b9a477fa0172185213138cafaa1cb697669e19b1b53d6d0b857cf8c0
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed3,4,R1,job_9ce2363688d1e47f10a0f5433a3d684c754a5fb2a9a42202b4f2ab599fb12b8e,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_9ce2363688d1e47f10a0f5433a3d684c754a5fb2a9a42202b4f2ab599fb12b8e/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_4_r0_s2200.json,65425,58c42f89e629a141b1fae55ad71b0faf1a67fbe51ebe885d163a01454e8b7f84
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed3,5,R1,job_561c6dd4acb0ecf7f50adeb856bbb3de577e450a422849346d792b3c3f697c5d,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_561c6dd4acb0ecf7f50adeb856bbb3de577e450a422849346d792b3c3f697c5d/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_5_r0_s2200.json,82635,58761892bcccc89fab56249b43b10d1a7e0b045c1bbf4bde0c4f7fe41d40b197
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed3,6,R1,job_83ba8f9cadb3cd9791ed12ff7a0dfa8f36d35de508f49deb4b4598eba2953861,completed,True,True,0.8571428571428571,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_83ba8f9cadb3cd9791ed12ff7a0dfa8f36d35de508f49deb4b4598eba2953861/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_6_r0_s2200.json,556138,290ac64934244e442efec4f64d539ade9cc48025eb8f83cc077d43529ccf3b67
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed3,7,R1,job_dd001a121d3b12564502b8bd213d5e0c732dca582568a2e1bac1939f85c983af,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_dd001a121d3b12564502b8bd213d5e0c732dca582568a2e1bac1939f85c983af/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_7_r0_s2200.json,87540,82fb6cf5c158936ac747c68bb6db8b30cab7c3bead132f0a2f921efce8e9e16a
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed3,8,R1,job_ad0e6e878f1ab61df84b18e9f1ba9baa5bd5898146a87325c4219bf9376402e6,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_ad0e6e878f1ab61df84b18e9f1ba9baa5bd5898146a87325c4219bf9376402e6/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_8_r0_s2200.json,124622,d93337707a3b112f3545964a1d89abdd0d9f4b6733044d6c82c79269fd53e7d9
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed3,9,R1,job_70c3a5b37d9df50c7a543a651fad87bab89120c9f8e7f25fc3fc51d8b69fc948,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_70c3a5b37d9df50c7a543a651fad87bab89120c9f8e7f25fc3fc51d8b69fc948/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_9_r0_s2200.json,328165,b42a469294f2c2cd4493f4fa812fc15748e45a481527cca571f6a11231954152
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed3,10,R1,job_bae63dca8418cffe3f0008caa059731e9cfc403365251301d10dc4fe2b237be6,completed,True,True,0.23529411764705882,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_bae63dca8418cffe3f0008caa059731e9cfc403365251301d10dc4fe2b237be6/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_10_r0_s2200.json,29829,eef3824e01a397e3e961eeb5a95cb428eea226e4578c6556f2238c955bb3b56a
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed3,11,R1,job_70e0ac8deef6b6c480a921fe00ab4395f19d0ee372e178c8518487ab948ec88a,completed,True,True,0.5,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_70e0ac8deef6b6c480a921fe00ab4395f19d0ee372e178c8518487ab948ec88a/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_11_r0_s2200.json,37944,6d8fc1315490936f30a60597bf7ac957ef494533969601314743c956bdd1fedf
glm,glm-5.3,new_20260916,original_mixed,15,4500,phantom_seed3,12,R1,job_fb38d851eef5fc5a1dea9cf07a7d23c12d809ef96ad73c1c7fdd00763a8ab8aa,completed,True,True,0.4,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,glm/item_metrics.csv,whois_budget_glm_formal_20260916_v1,invocations/job_fb38d851eef5fc5a1dea9cf07a7d23c12d809ef96ad73c1c7fdd00763a8ab8aa/result/glm-5.3_custom_beta_15.0/traces-v2/restricted_search_phantom_seed3_12_r0_s2200.json,309664,056ed932a2010725a7d0477256a8d2b36d72c09c43015a5ca03c04ffd1c4a45e
