model,beta,job_id,data_source,question_index,repeat,score_status,missing_final,protocol_failure_events,evaluations,simulated_feedback_seconds,agent_wall_seconds,http_request_attempts
kimi,20,job_3f0bc22f8394654adf573b28ac8a33c86fa4e3c22db31c0a445da77da75f3b99,phantom_seed2,15,R1,scored_final_answer,False,0,7,1796.4110403880477,47.158421754837036,8
kimi,20,job_ad4714ecd08fc2f068fdd840ec42c5047e7dc92552ed3ac42a6b06c90a9a5c90,phantom_seed2,16,R1,scored_final_answer,False,0,6,1846.9011385086924,39.32904505729675,7
kimi,20,job_e81c5e35a4619aa5467de17423cebf1f0624648a1765fc12a946b3773ad0146a,phantom_seed2,17,R1,scored_final_answer,False,0,27,6277.905454337597,1385.1169021129608,28
kimi,20,job_6698d12367404a08531a28e0e64ad88fe8b4cb185a446d3ac8180b2b019a2ef2,phantom_seed2,18,R1,scored_final_answer,False,0,19,4304.662208165973,737.9933807849884,20
kimi,20,job_c4a7fd88c6a9ef041600b6522f2c9a4c3fb87615a348ce84ce083c047cd6a92f,phantom_seed2,19,R1,scored_final_answer,False,0,13,3870.4044379107654,824.2299621105194,14
kimi,20,job_91075ed0405ecef513c2c5b210ca966bcd5bd3fc581ba3c532954dab65e3a0ea,phantom_seed3,0,R1,scored_final_answer,False,0,6,1812.833813559264,212.56231594085693,7
kimi,20,job_65efde29dd408f24d018925c983fd901b24a7979cdf90dfa0c41da522fdab4fa,phantom_seed3,1,R1,scored_final_answer,False,0,3,926.3709232117981,26.651973247528076,4
kimi,20,job_0a44c7c6d386081b872bf208ecbb0899c31adc8d6549fce2417bf0cc993a5a15,phantom_seed3,2,R1,scored_final_answer,False,0,5,1494.0669453516603,64.60832142829895,6
kimi,20,job_ab3283d4941c645c3d39d8224fc2650287c669aa79dc254cce1292feafc5b297,phantom_seed3,3,R1,scored_final_answer,False,0,13,3857.6679755188525,283.00651502609253,14
kimi,20,job_52fecf5b547fa57fece5984dcb5904caa4b25bd8906742dd8a212d90c6507ce4,phantom_seed3,4,R1,scored_final_answer,False,0,7,2139.736143797636,65.0893874168396,8
kimi,20,job_3bad08d2940f6db41f37e16bea5cfe8aee4ff2849fad2cda5f639bd86d14332f,phantom_seed3,5,R1,scored_final_answer,False,0,9,2635.0921808369458,255.73159956932068,10
kimi,20,job_5111ead48217c300e004ad02db656fee638f0340a7a773187a3a9cee9cb40a2d,phantom_seed3,6,R1,scored_final_answer,False,0,20,5916.846351651475,443.6494972705841,21
kimi,20,job_3a7c35bacdc210be90c119e1b2d0ac84e83ffc5f8711efb21ff9c8463e73c584,phantom_seed3,7,R1,scored_final_answer,False,0,9,2701.689677592367,117.6134021282196,10
kimi,20,job_b372c121116615fd8de13cc31d7a61525d503909c48152c665a4c7a15056309b,phantom_seed3,8,R1,scored_final_answer,False,0,15,4433.918779771775,497.92855191230774,16
kimi,20,job_2450e394c8674269b76040f4798d9a580326df68f1b5d150057e76cda8f1258c,phantom_seed3,9,R1,scored_final_answer,False,0,20,6016.321709416807,269.12205743789673,21
kimi,20,job_2065d020a37295869777f4c715edfe5d397a55458cffed8dd28340b2c134d172,phantom_seed3,10,R1,scored_final_answer,False,0,3,908.8126324303448,39.5252583026886,4
kimi,20,job_6c7c2cce4d6466971033463e00fe1e585f9af674425d5dfd0b04b29475a047f6,phantom_seed3,11,R1,scored_final_answer,False,0,3,884.9983040522784,45.992531061172485,4
kimi,20,job_9ba2be9955320e4a09aea7ebb8800c265305c259025b224c6c2fe6d957ad8e8d,phantom_seed3,12,R1,scored_final_answer,False,0,21,2095.112416455522,653.9210679531097,22
kimi,20,job_9da440beca521103dd481530099164917732252e23d25a54c5d01e1ec71e8457,phantom_seed3,13,R1,scored_final_answer,False,0,3,914.3215529154986,22.272245168685913,4
kimi,20,job_e7b00b8997a353829f4028f52fed6d80da286624fb2a252f019f5943b1ddd23f,phantom_seed3,14,R1,scored_final_answer,False,0,8,2435.6970451492816,90.06930494308472,9
kimi,20,job_9ec3321e39c0e45be854da7a4bfff7c3d791fac311d8e6c5b867170df42d1367,phantom_seed3,15,R1,scored_final_answer,False,0,16,3017.6530030649155,359.3883352279663,17
kimi,20,job_21f2d53bf0f39431b29d285c4e5719c916c7358d4571f64dad3415cb3427af6d,phantom_seed3,16,R1,scored_final_answer,False,0,19,2970.9584693983197,455.0842957496643,20
kimi,20,job_a14203cf003f4bbaa07ab16ed8cb101df3a61acdeeeb1e493c5f1f364859b8bf,phantom_seed3,17,R1,scored_final_answer,False,0,30,3286.050885412842,1265.3770258426666,31
kimi,20,job_fd93f67e151344a86678a62e598e0a07e1a57ebf90d5db1dcc45ba56fb7053d1,phantom_seed3,18,R1,scored_final_answer,False,0,26,6016.920075034723,440.2663106918335,27
glm,1,job_d0f5684b2248349cdbbbc44b82ae1321957b32b96a9c4c5eb8c4866390e73809,phantom_seed2,0,R1,scored_final_answer,False,0,2,589.5610034931451,10.37372899055481,3
glm,1,job_8e1da717df1b083ad234098a20fdc16c31d0919c6be8fcff198d66ef81ddbf3c,phantom_seed2,1,R1,scored_final_answer,False,1,2,584.7077830601484,225.56968522071838,4
glm,1,job_3301d2ac0773f76c2efb37cb3370b0ddf90fe9cccb865ad48e899b7a001a4c23,phantom_seed2,2,R1,scored_final_answer,False,0,2,572.5318704731762,15.084331274032593,3
glm,1,job_f907e143aa8d8d8b0b7db774eedb713a732f7dad848fb36d6c39607df3ba840b,phantom_seed2,3,R1,scored_final_answer,False,0,1,304.8936764523387,17.70018219947815,2
glm,1,job_7454b8a98a441213b0393a39bd78d00313037e27d66c6fd073f9982e1dc69090,phantom_seed2,4,R1,scored_final_answer,False,0,2,593.6921899393201,13.762859344482422,3
glm,1,job_1dc3efb44e1885a1a53a92a10c45ad9e7f917bc7cbdd890d42cda28f21d18c37,phantom_seed2,5,R1,scored_final_answer,False,0,1,311.36265710927546,8.295830488204956,2
glm,1,job_f2b81aec3507ac6d037893556b9157a940ca52af7e66f564509dee6b3615dd31,phantom_seed2,6,R1,scored_final_answer,False,0,2,586.6580055560917,22.35900044441223,3
glm,1,job_b88742e899604bae386860b1587e603b10946388231cd2cc712fd76d40a6b73c,phantom_seed2,7,R1,scored_final_answer,False,0,2,592.0543637033552,10.725846767425537,3
glm,1,job_9c76b6988b20800acf309bca454a4866a8bf40cc66a2335e8c10513138f44356,phantom_seed2,8,R1,scored_final_answer,False,0,2,586.6191869974136,14.411137104034424,3
glm,1,job_fae87fbac1a8e89422cd3ee03467f0a0327528e39a59790098d166505e603d0e,phantom_seed2,9,R1,scored_final_answer,False,0,2,598.8891402166337,25.25089120864868,3
glm,1,job_cef348d39a7d4db3efa5d0d835c99431ffaf7af79ded96e0a591222b28d056f7,phantom_seed2,10,R1,scored_final_answer,False,0,3,597.8188877552748,27.172779083251953,4
glm,1,job_7bb9a47ef5d994d9847503883fe9d61da5cdcc9ed9a1d430020d2e5128f71dc1,phantom_seed2,11,R1,scored_final_answer,False,0,2,571.7640029918402,114.33711886405945,3
glm,1,job_39deb6f5c9f709aa36d6f25df37493ab84a1451539c5757b8bd625496b27c084,phantom_seed2,12,R1,scored_final_answer,False,0,2,572.5318704731762,19.566171646118164,3
glm,1,job_a7c3e9e9a0a1c46023b208e4b493874346cccfb09267b462ac8f6ed9b7e8d543,phantom_seed2,13,R1,scored_empty_prediction,True,1,1,311.4834354259074,6.160609722137451,2
glm,1,job_51087ee851d84737076c29f405572058465d3fcde13d4fc2e2a04c6e80afdf9f,phantom_seed2,14,R1,scored_final_answer,False,0,2,584.7077830601484,12.684820652008057,3
glm,1,job_08f3e7db532d22fd9eac6bea844c44261e06474e9df097656c3da717eaec1e39,phantom_seed2,15,R1,scored_final_answer,False,0,1,310.21571821533144,5.948671579360962,2
glm,1,job_30b8da78cc7fccc5f68fef53d94343e1d0e7071c81dc26e30f2ced2c0628172d,phantom_seed2,16,R1,scored_empty_prediction,True,1,1,304.8936764523387,5.749109268188477,2
glm,1,job_893788f2f9eb8a98f3e2e32b437d371354b11609c83554bcb891b64e1142be7f,phantom_seed2,17,R1,scored_final_answer,False,0,1,305.89832997880876,4.528991460800171,2
glm,1,job_df60da822e89ecdfccd7172d2008a9f68c566887d4ca5344199f79cb3fd3e2ac,phantom_seed2,18,R1,scored_final_answer,False,0,1,307.8906704671681,5.3549017906188965,2
glm,1,job_d557e2ff0fa7db55920f9414783b1306de163bd88142b92b235f80a999c8dbb0,phantom_seed2,19,R1,scored_final_answer,False,0,1,309.8758999723941,7.838695526123047,2
glm,1,job_fc1814baf9eb7b1a892e65de37e1038589d7c8c3f013cfa8e29225183f861989,phantom_seed3,0,R1,scored_final_answer,False,0,1,306.48579951375723,7.169004678726196,2
glm,1,job_e6b70f9e31b2373aaa59e929d4b6fc039764a83fa4c66310649d89327f69ee10,phantom_seed3,1,R1,scored_final_answer,False,0,1,305.1142273657024,24.73257827758789,2
glm,1,job_9e6d4e65716d3c1fbb9265799336bb423b7296f358c2dc92ecd5e0bfcfd517eb,phantom_seed3,2,R1,scored_final_answer,False,0,2,598.2240247353911,13.858710050582886,3
glm,1,job_b2b641e5b9c84292266850a79438489734364b5dff72613fbff04f408fe180ed,phantom_seed3,3,R1,scored_final_answer,False,0,2,597.1539952699095,13.026556730270386,3
glm,1,job_dcd1d1504f91dad395244a8a529c5c5cef47846710005c8d3c088db03b0e8954,phantom_seed3,4,R1,scored_final_answer,False,0,1,301.32070708088577,20.58146023750305,2
glm,1,job_43800910b44efc3d8a5f0e47e4d6b8f0315662b5a67b0eaccc08941a43a4aa9c,phantom_seed3,5,R1,scored_final_answer,False,0,1,317.30108419433236,5.382467031478882,2
glm,1,job_e4e979115c7030e119deb05ac3568660db650cef36c67cc0b5d3b97035646108,phantom_seed3,6,R1,scored_final_answer,False,0,1,308.3650519605726,12.280667781829834,2
glm,1,job_2e58b1625e1aac54c96b95dc244aced65749b08a81caf52b8f214541f0e46ad4,phantom_seed3,7,R1,scored_final_answer,False,1,2,593.4711376018822,45.52798891067505,4
glm,1,job_5e88c3eaef0d0b4d58cc09e8d3f4a792fa32d0e0c36c7c9028cc7edd285d7cec,phantom_seed3,8,R1,scored_final_answer,False,1,2,592.1416796557605,35.27548599243164,4
glm,1,job_e4335af9cfd1de8c76ff6c0ae3225ebf226b0fd60b74c14fb333f79de408e7f9,phantom_seed3,9,R1,scored_final_answer,False,0,1,305.5844378005713,10.800232648849487,2
glm,1,job_1666d4718413340c45c1e2ec5239b39703fbf59d4ee866d19c34e9745cbc88cb,phantom_seed3,10,R1,scored_final_answer,False,0,1,310.0280711706728,6.936422109603882,2
glm,1,job_9e34f94ac8c78ca5743742bb685b5d91ffef1eef2284082b6fc276b24ca52018,phantom_seed3,11,R1,scored_final_answer,False,0,2,598.2240247353911,51.339465618133545,3
glm,1,job_95befdbf9aceb47867a53f9e13f4ba6a32df0b96b534cde406e50b69ab438f9b,phantom_seed3,12,R1,scored_final_answer,False,0,5,591.7684025038034,35.65807485580444,6
glm,1,job_6489214fc25efa79c0c5d253eab388593f6a0df8db0d5cf20ae63b03f7079475,phantom_seed3,13,R1,scored_final_answer,False,0,1,305.1142273657024,5.850125789642334,2
glm,1,job_32fcb7f463b5438e963d6b84ce787c28fa61cef908d15a031b3cbb696eb88343,phantom_seed3,14,R1,scored_final_answer,False,0,1,306.48579951375723,7.87978458404541,2
glm,1,job_a953c7abbe9abd9dee3bb15bc93a080bbf342a4c63a93c45387beae946fd1a1e,phantom_seed3,15,R1,scored_final_answer,False,0,1,300.3206635825336,5.1171369552612305,2
glm,1,job_50d540d4beb7987c684a8c3eac0ac91afcd80b743a92b2399c92248c3547aa6b,phantom_seed3,16,R1,scored_final_answer,False,0,2,597.9713687021285,44.221431732177734,3
glm,1,job_6cbe1da310df49c031c4c5d9fc2dc8c975ef7a56068eb2e7798873d6b4c62b33,phantom_seed3,17,R1,scored_final_answer,False,0,2,584.3976297602057,14.313365459442139,3
glm,1,job_f81d43d7e0d85d4a8ca466f6e94e77851cc6a168c259d1f3e0a44f9c19972d2f,phantom_seed3,18,R1,scored_final_answer,False,0,1,307.1769913379103,6.014001846313477,2
glm,5,job_88f1c6cdcd8abc290fc945b2b4216ba25de1f0069213b04e05a2ad6f43fb24f8,phantom_seed2,0,R1,scored_final_answer,False,1,4,1177.4641573335975,55.032952547073364,6
glm,5,job_60f01ca409bfd88bae51defc866d2a0e1c18892949bbd7e954ecdeab3154c4d1,phantom_seed2,1,R1,scored_final_answer,False,0,5,1458.7761614006013,708.1796524524689,6
glm,5,job_49f9d3d2a857c0e1856545f01d14b775b4f3d9ce06d0fd7bd8b5d598cd8486e7,phantom_seed2,2,R1,scored_final_answer,False,0,6,1779.8256338760257,55.9494526386261,7
glm,5,job_64a856c3f9b86e7eb7b4bce6064842731804e358e1bb6ba3d682bbe84fa4987d,phantom_seed2,3,R1,scored_final_answer,False,0,5,1516.3021110370755,41.750572681427,6
glm,5,job_7d5bdcd3cba3b952dd38c1004d0c65b30e973728f215c621048588dd138fff2d,phantom_seed2,4,R1,scored_final_answer,False,0,5,1523.5344687849283,21.945997953414917,6
glm,5,job_5844f619b260b4adffa230a75757d7cc92b7ff32e7986746d7157fbd288031f5,phantom_seed2,5,R1,scored_final_answer,False,0,5,1520.0171936582774,1002.4099118709564,6
glm,5,job_7822fe42d670d809ae694490f10a57ea24dfaa129c930f1927ce1d89a7116eec,phantom_seed2,6,R1,scored_final_answer,False,0,5,1506.5850839577615,58.69356989860535,6
glm,5,job_f2ead59f70c99ac9ec02d1ea6ff5243e4838981c491b52afeb4c3098c4003fce,phantom_seed2,7,R1,scored_final_answer,False,1,7,1794.206706378609,175.17777299880981,9
glm,5,job_4ad0931797c7a39179a8405a5787264624c11260562698f9bb1cd4a39c63dff3,phantom_seed2,8,R1,scored_final_answer,False,1,6,1812.5429733656347,41.38660001754761,8
glm,5,job_3e2b8a7bb6501d288b40223f8d1f896d4452cf44607903057c0006a8a6f66f18,phantom_seed2,9,R1,scored_final_answer,False,1,6,1503.1726897787303,171.3894784450531,8
glm,5,job_e855fb77b244b38b376f4308a0891b43de0a979a7dbdf416acb49462167080e3,phantom_seed2,10,R1,scored_final_answer,False,1,9,1773.311636261642,860.6633591651917,11
glm,5,job_86588bc410ab78a25fe2655718c8a019012157e7b8d6dca6ad4b21736c46161b,phantom_seed2,11,R1,scored_final_answer,False,0,10,1756.2600441556424,1218.0741772651672,11
glm,5,job_5518a1b2909817f3ca3a6eed2a76675ff895e3194d30753fd2f369c8fdbc6287,phantom_seed2,12,R1,scored_final_answer,False,0,4,1192.76493024081,11.857305765151978,5
glm,5,job_46e783a8a091bd6d14183d5383fda8340a9277f0f486d9ae9b01370aa2fce6c6,phantom_seed2,13,R1,scored_final_answer,False,1,9,1522.494794446975,1381.0184910297394,11
glm,5,job_2398d590ce6d6382803d4c5ac261275972893bb8114ce988e76a9b36949e2ea0,phantom_seed2,14,R1,scored_final_answer,False,1,5,1482.4396085273474,76.7093198299408,7
glm,5,job_99ebc5914ce26e7adaa4d31c6f19878dc11ce34732fd4ae927dd496fa17dab7b,phantom_seed2,15,R1,scored_final_answer,False,0,9,1496.6166858002543,747.3154661655426,10
glm,5,job_a9feb6cc076a674f639511352a066642c6984e35c5d2a48e18ee68ec0bc70666,phantom_seed2,16,R1,scored_final_answer,False,1,5,1502.0345465559512,47.13414788246155,7
glm,5,job_2d821556cdbd562a03ceb359e267c423ed55395e8aa0761ea6fcd06b2629e34d,phantom_seed2,17,R1,scored_final_answer,False,1,7,1470.22758227773,1818.9117040634155,9
glm,5,job_918099df836676e7693c325e45a37e7d26a9e8783a453f64ea3c8fb22c5ecaac,phantom_seed2,18,R1,scored_final_answer,False,0,10,1534.097306728363,2054.775821208954,11
glm,5,job_bcfb29b1c92ea9c891a320740084124b1127c6b347761a95d39c3fbba11d0806,phantom_seed2,19,R1,scored_final_answer,False,1,6,1792.1475124638528,34.89735531806946,8
glm,5,job_f05604b3e696fe6cd18880667244d5794187f4e84d0038b96e7f5b90f7bfb653,phantom_seed3,0,R1,scored_final_answer,False,0,5,1516.0336370952427,165.25377988815308,6
glm,5,job_2c07cdb026c038819734fd0bc069f64ce1ed0bc25ab312c69ddb35a2a9523f38,phantom_seed3,1,R1,scored_final_answer,False,0,5,1528.009859379381,43.20919370651245,6
glm,5,job_248e58b6c625bc0cadeb3f47fed1bb7b312a053e980bd035dca86445295cbbc8,phantom_seed3,2,R1,scored_final_answer,False,1,5,1494.0669453516603,54.55726981163025,7
glm,5,job_d430363841130b1e246909d72d01df8fc72e9ee659d0e1e0361497b91bf937ba,phantom_seed3,3,R1,scored_final_answer,False,1,6,1798.9833412412554,442.2002840042114,8
glm,5,job_8890c69f4c72f2ad2ada8d33ebecee7f40306887008a5fcf0538b3323eae78fb,phantom_seed3,4,R1,scored_final_answer,False,0,5,1518.6282060481608,49.402244567871094,6
glm,5,job_6f41718e6f80a4a6e2e76ddb3d0df1f6d2ed0dfa279bbab71710f4e60dc2ac47,phantom_seed3,5,R1,scored_final_answer,False,1,6,1743.2086243946105,60.88552808761597,8
glm,5,job_1baf51b32c0ecb6b32ba3c63857deb5f28911e85fad07a44e31f30bf1e8b94ca,phantom_seed3,6,R1,scored_empty_prediction,True,2,6,1767.5342627707869,810.1192348003387,8
glm,5,job_2245582b72aa77f333e1049ad2d754349d90844b3028a60bb7a26b23d5dfd041,phantom_seed3,7,R1,scored_final_answer,False,1,5,1481.592618478462,935.2627787590027,7
glm,5,job_72aee54eef43c4a681ddce533532403745bfe3e01d25add920c6f7f5825ea0dd,phantom_seed3,8,R1,scored_empty_prediction,True,2,6,1768.3889091201127,1342.1621375083923,8
glm,5,job_b6489752975a07f8c20490f32c7d5c7d9c5bd090784d7b2e9c024f455f30c0c8,phantom_seed3,9,R1,scored_final_answer,False,0,7,1790.1487460918725,574.965900182724,8
glm,5,job_288f6efe8dd8b1a44dd300ab799e119394761b7f4fca21b4291da57732f2bc5b,phantom_seed3,10,R1,scored_final_answer,False,1,3,908.8126324303448,11.73111081123352,5
glm,5,job_cc5a4417b2e45d5baa282535e2fdef50272adc74964b699143be6c815532f4b9,phantom_seed3,11,R1,scored_final_answer,False,0,4,1179.6856113430113,23.370710611343384,5
glm,5,job_ae7769462ef4be1c4fdce5ee98897876783a259adbe1d5578759669c930346fa,phantom_seed3,12,R1,scored_final_answer,False,0,8,1513.729868819937,83.6660463809967,9
glm,5,job_2c0b6de472c7d76e77ec3dd1fde000cd4cbaffa9ef49b04a55baa3364ff2c29d,phantom_seed3,13,R1,scored_final_answer,False,0,3,914.3215529154986,8.71761703491211,4
glm,5,job_964ece7e9794f3fc2f482560f50202ec3dba8943651d0eb79ee637a4cb54e547,phantom_seed3,14,R1,scored_final_answer,False,1,5,1539.1770992428064,380.7356045246124,7
glm,5,job_1567a5591fa317467fb7264296de9bffb08a007566625977a822f5ce613e9e3d,phantom_seed3,15,R1,scored_final_answer,False,0,11,1495.5433138925582,297.0184669494629,12
glm,5,job_7f0799df5f87ea7b88db8fb3b488c3f2ccbcac8b9133617230e59336a9940a86,phantom_seed3,16,R1,scored_final_answer,False,0,11,1484.1490177437663,1127.1386601924896,12
glm,5,job_cfd8f89bacdfc7cc675849daa53c37e6bb1ed131d5a12affcfac583ed4ca23b0,phantom_seed3,17,R1,scored_final_answer,False,0,13,1744.9665987119079,622.5957365036011,14
glm,5,job_0782f93091442b43cc3d7a7237d95ecd6504349c67a9e06a0e28167c5b9eb442,phantom_seed3,18,R1,scored_final_answer,False,1,8,1562.707709139213,1046.7757861614227,10
glm,15,job_844f4165f88d5837aa0351f3476b167c50bab149bdd4f3d6f1c5eb0a2409c1a1,phantom_seed2,0,R1,scored_final_answer,False,0,5,1461.8871756177396,34.02345132827759,6
glm,15,job_6a6bd8cc10276602a2e9090db76a698d3700a93bb6a6358fb7c7738fb68380cb,phantom_seed2,1,R1,scored_final_answer,False,1,9,2660.7505163829774,89.85416555404663,11
glm,15,job_54e35d9ec0c409f7728b3618b03f8239cac204b3ce588d7b6de487cc54fbdcb1,phantom_seed2,2,R1,scored_final_answer,False,0,11,3296.216268390417,50.36245775222778,12
glm,15,job_7cbfae145206042f3c82b0d093871bc30dc9c2a0a106a2eb49d6d202e7b43213,phantom_seed2,3,R1,scored_final_answer,False,1,12,3636.5256559941918,46.316540241241455,14
glm,15,job_bcce3af16170482c0e54aa14479be8aafbf8f120ae5f482872b744fab6f4894d,phantom_seed2,4,R1,scored_final_answer,False,1,8,2450.99493233487,181.22251415252686,10
glm,15,job_187c1de72e57ecfbd8fe537cdbf3428cf6bd15650193ac70a640315e35ed78fd,phantom_seed2,5,R1,scored_final_answer,False,1,14,4192.845309246331,306.2635872364044,16
glm,15,job_3aa7340ca81ef34b960f90bfe13eb84815fd2d19571f8f1508586798f68b6579,phantom_seed2,6,R1,scored_final_answer,False,0,7,2092.304650330916,60.39350509643555,8
glm,15,job_40d811f1e1ac5a69484154b46b5e20cdb412c75374d0520571aa5eb04480dd94,phantom_seed2,7,R1,scored_final_answer,False,1,13,3867.5289945024997,122.06027460098267,15
glm,15,job_9b7356af75681d7872d621580eab94a8db78ddd144b9d4f1e6cc5b72c825fdf3,phantom_seed2,8,R1,scored_final_answer,False,1,15,4505.674314200878,112.01999831199646,17
glm,15,job_774dbe09f42c27b5d8f67d7216928cab12786df1b084044a6cd3db9816661c67,phantom_seed2,9,R1,scored_final_answer,False,0,13,3309.696293156594,128.89390468597412,14
glm,15,job_b56f8435292f68e6169774baa436352629ddb25bcb46fc425d4424ca14996056,phantom_seed2,10,R1,scored_final_answer,False,0,30,4444.76195205003,534.6865708827972,31
glm,15,job_4faf8be1f8ba144d14ff1897beb34e35e61b1d0fe60079ad478adc6f9f53be06,phantom_seed2,11,R1,scored_final_answer,False,2,15,2397.19968393445,1826.891550540924,18
glm,15,job_a69e05025f536b45362873bcce7e703e683ca0ffe645d452418075e4ccd0a936,phantom_seed2,12,R1,scored_final_answer,False,0,4,1192.76493024081,8.706408739089966,5
glm,15,job_a9566ef0913b18ab41a5f0d0733cc68ccec9c510cda61af1b23eb53aab4f1fd6,phantom_seed2,13,R1,scored_final_answer,False,0,27,4478.212944595143,2100.3090929985046,28
glm,15,job_fca76c3513e5521a05e1aaa7cf7d0c8c996980bf31f0796239dd2abad7885d01,phantom_seed2,14,R1,scored_final_answer,False,1,12,3527.6206047460437,356.62738013267517,14
glm,15,job_eaa927e11adaeb99fc499b9c532443f07771b2e743bb526c66ef4182fd551368,phantom_seed2,15,R1,scored_final_answer,False,0,15,3258.9099810738117,935.6690590381622,16
glm,15,job_7917708aecef28275144df9cd7545bc92f02210bc168f258f96a6ac650c8d0e0,phantom_seed2,16,R1,scored_final_answer,False,1,7,2138.1238301843405,30.425877809524536,9
glm,15,job_bdb10e5435952523debe9bb47994825497617c968f87ac803c0f3c500557194c,phantom_seed2,17,R1,scored_final_answer,False,0,17,4492.480237977579,2494.3135800361633,18
glm,15,job_9c3fb5e7eb828e340226ff2ee11ffaed8511cfda691772bfe0a7b96f6436b272,phantom_seed2,18,R1,scored_final_answer,False,1,28,4276.880178702995,2331.1935844421387,30
glm,15,job_134cd43f720175255160cbb4ce62e3c1a275958cecd5403855ee73048c43afc7,phantom_seed2,19,R1,scored_final_answer,False,1,14,4186.267084777355,247.89240312576294,16
glm,15,job_0d2ed5615e1540eccaca332a320e96e8394cbf4a9df2047473db38b941b5cae1,phantom_seed3,0,R1,scored_final_answer,False,1,6,1812.833813559264,211.8808343410492,8
glm,15,job_4f36ed4b870726257bffa6c2435e8d94a1020cea689043eb087995807845c56d,phantom_seed3,1,R1,scored_final_answer,False,1,6,1829.3072879035026,673.1912834644318,8
glm,15,job_f0f22d4c3f86b75d0669c13b17473ee93510a2753933874c6d10c9d6f6bc3acd,phantom_seed3,2,R1,scored_final_answer,False,0,5,1494.0669453516603,38.90927863121033,6
glm,15,job_012cc05429cb81c650abaa3c657848e537beffdeff6d79bfac51839829dd2da2,phantom_seed3,3,R1,scored_final_answer,False,1,13,3857.6679755188525,525.0018827915192,15
glm,15,job_9ce2363688d1e47f10a0f5433a3d684c754a5fb2a9a42202b4f2ab599fb12b8e,phantom_seed3,4,R1,scored_final_answer,False,1,7,2139.736143797636,58.259535789489746,9
glm,15,job_561c6dd4acb0ecf7f50adeb856bbb3de577e450a422849346d792b3c3f697c5d,phantom_seed3,5,R1,scored_final_answer,False,1,9,2635.0921808369458,124.6335346698761,11
glm,15,job_83ba8f9cadb3cd9791ed12ff7a0dfa8f36d35de508f49deb4b4598eba2953861,phantom_seed3,6,R1,scored_final_answer,False,0,17,4435.33898640424,1482.863939523697,18
glm,15,job_dd001a121d3b12564502b8bd213d5e0c732dca582568a2e1bac1939f85c983af,phantom_seed3,7,R1,scored_final_answer,False,1,14,4168.701103068888,62.04993438720703,16
glm,15,job_ad0e6e878f1ab61df84b18e9f1ba9baa5bd5898146a87325c4219bf9376402e6,phantom_seed3,8,R1,scored_final_answer,False,0,15,4433.918779771775,152.98115468025208,16
glm,15,job_70c3a5b37d9df50c7a543a651fad87bab89120c9f8e7f25fc3fc51d8b69fc948,phantom_seed3,9,R1,scored_final_answer,False,0,15,4496.462753210217,791.8451728820801,16
glm,15,job_bae63dca8418cffe3f0008caa059731e9cfc403365251301d10dc4fe2b237be6,phantom_seed3,10,R1,scored_final_answer,False,1,3,908.8126324303448,17.51935839653015,5
glm,15,job_70e0ac8deef6b6c480a921fe00ab4395f19d0ee372e178c8518487ab948ec88a,phantom_seed3,11,R1,scored_final_answer,False,0,5,1179.6856113430113,39.36706733703613,6
glm,15,job_fb38d851eef5fc5a1dea9cf07a7d23c12d809ef96ad73c1c7fdd00763a8ab8aa,phantom_seed3,12,R1,scored_final_answer,False,0,30,3910.772772608325,479.4945294857025,31
glm,15,job_51c86a7364169d7962b962b0a04a2078f8b6c46f54006944d4b4f070c80260bc,phantom_seed3,13,R1,scored_final_answer,False,0,3,914.3215529154986,10.441656827926636,4
glm,15,job_72c6ef3edad2553117d2405ec3a2bc4e42ed9fa69a9787c4f4fb7f23d390b9fb,phantom_seed3,14,R1,scored_final_answer,False,1,8,2435.6970451492816,44.74354386329651,10
glm,15,job_7b3f5d886c93a346e836b673f136b0e621f3aa04b73f8f1924cdb7ff5259ed16,phantom_seed3,15,R1,scored_empty_prediction,True,2,25,4769.885122003034,1308.287177324295,27
glm,15,job_1ea3cf989f63aaedaae4ff882a6ac2d8616985a7c9e7e546ca4efa6b46eb00d6,phantom_seed3,16,R1,scored_final_answer,False,0,20,3852.888740459457,1360.6304540634155,21
glm,15,job_d04098a41c0e68fc4b41a319d21fa546637e3a6d6c3b265eba52c3bea29e2bcf,phantom_seed3,17,R1,scored_final_answer,False,0,30,3242.2092383820564,918.430082321167,31
glm,15,job_408031d30d7435c54e30610c26b69e3c010bfa05bd5dc35e0fbc875c5cd5c684,phantom_seed3,18,R1,scored_empty_prediction,True,2,20,4509.450570177287,2312.14027094841,22
glm,20,job_45b98de1b070866e4feb85ab54daac8c316f77c271d6d6b7a854a3935ae9ec62,phantom_seed2,0,R1,scored_final_answer,False,1,5,1461.8871756177396,47.74502444267273,7
glm,20,job_76ff50fe676be617521882b5693f5299f750d236c6b362c227b232db9523745f,phantom_seed2,1,R1,scored_final_answer,False,1,9,2660.7505163829774,64.68069815635681,11
glm,20,job_175576d85b29501d906751b0d2403bd61fa080d4cff5db7b5ce6bf9b49ddfa3e,phantom_seed2,2,R1,scored_final_answer,False,0,15,4180.748674254864,98.87691140174866,16
glm,20,job_9b9a676f7c2b8d0b6d1ba1b51e434901775eb9ba83833d784df3c36223b2fa6a,phantom_seed2,3,R1,scored_final_answer,False,0,6,1790.2573323622346,17.65738034248352,7
